requestedUrl,finalUrl,category,name,title,type,score
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","performance-score","Overall Performance Category Score","numeric","0.21"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","first-contentful-paint","First Contentful Paint","numeric","0.06"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","speed-index","Speed Index","numeric","0.01"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","0.05"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","interactive","Time to Interactive","numeric","0.02"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","total-blocking-time","Total Blocking Time","numeric","0.12"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","1"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.46"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","first-meaningful-paint","First Meaningful Paint","numeric","0.21"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","0.69"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","uses-responsive-images","Properly size images","numeric","1"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","offscreen-images","Defer offscreen images","numeric","0.64"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","unminified-css","Minify CSS","numeric","1"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","unused-css-rules","Reduce unused CSS","numeric","0.98"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","unused-javascript","Reduce unused JavaScript","numeric","0.38"
"https://discuss.com.hk/","https://m.discuss.com.hk/index.php?_=","Performance","uses-optimized-images","Efficiently encode images","numeric","1"
