requestedUrl,finalUrl,category,name,title,type,score
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","performance-score","Overall Performance Category Score","numeric","0.2"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","first-contentful-paint","First Contentful Paint","numeric","0.15"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","speed-index","Speed Index","numeric","0.06"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","0.06"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","interactive","Time to Interactive","numeric","0.07"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","total-blocking-time","Total Blocking Time","numeric","0.31"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","0.41"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.56"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","first-meaningful-paint","First Meaningful Paint","numeric","0.39"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","0.54"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","uses-responsive-images","Properly size images","numeric","0.5"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","offscreen-images","Defer offscreen images","numeric","1"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","unminified-css","Minify CSS","numeric","1"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","unused-css-rules","Reduce unused CSS","numeric","1"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","unused-javascript","Reduce unused JavaScript","numeric","0.44"
"https://lazada.com.my/","https://www.lazada.com.my/","Performance","uses-optimized-images","Efficiently encode images","numeric","0.88"
