time,power_consumption.power,URL,test start time,Sum,Count,Avg
2021-10-25T06:03:01.895+05:00,25.91868993,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:02.897+05:00,12.16805592,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:03.398+05:00,28.06285444,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:03.899+05:00,31.19070493,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:04.902+05:00,13.84296847,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:05.905+05:00,12.76199028,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:06.407+05:00,5.588339367,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:06.909+05:00,29.49747649,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:07.410+05:00,21.19953326,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:07.912+05:00,21.7023128,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:08.414+05:00,16.71285759,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:08.917+05:00,13.13292364,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:09.418+05:00,13.21273194,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:09.919+05:00,8.367142222,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:10.421+05:00,4.238934067,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:10.923+05:00,3.115483689,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:11.425+05:00,2.73228987,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:11.927+05:00,5.084994278,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:12.428+05:00,5.302322346,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:12.931+05:00,3.208414166,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:13.934+05:00,4.963805799,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:14.436+05:00,3.111109184,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:14.938+05:00,10.52034571,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:15.439+05:00,14.76137982,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:15.940+05:00,14.07138653,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:16.443+05:00,5.32785362,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:17.447+05:00,6.534823446,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:17.958+05:00,4.453806978,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:18.458+05:00,2.255738154,uol.com.br,2021-10-25T06:02:56.778+0500,,,
2021-10-25T06:03:18.959+05:00,4.090343324,homedepot.com,2021-10-25T06:03:18.857+0500,96.51396198,41,2.353999073
2021-10-25T06:03:19.460+05:00,26.97214753,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:19.962+05:00,19.33471101,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:20.464+05:00,1.625899358,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:20.965+05:00,6.588787585,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:21.468+05:00,1.658412689,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:21.969+05:00,1.677778504,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:22.469+05:00,0.478456581,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:22.972+05:00,1.585637944,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:23.473+05:00,0.413100107,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:24.475+05:00,3.711637515,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:24.977+05:00,3.91950697,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:25.478+05:00,0.159283492,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:25.979+05:00,1.13393073,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:26.480+05:00,0,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:26.981+05:00,1.400584098,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:27.482+05:00,0,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:27.983+05:00,0.411537467,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:28.484+05:00,0.254040816,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:28.986+05:00,5.112187167,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:29.989+05:00,0.385636133,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:30.492+05:00,0.026230391,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:30.994+05:00,0.199063156,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:31.496+05:00,0.117289709,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:31.998+05:00,0.106692123,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:32.499+05:00,0.003383541,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:33.000+05:00,0.1567026,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:33.502+05:00,0.179938691,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:34.004+05:00,0.219511851,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:34.505+05:00,0.009596431,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:35.006+05:00,2.215984509,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:35.508+05:00,0.327227451,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:36.009+05:00,3.807717912,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:36.511+05:00,0.064163298,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:37.012+05:00,0.139855011,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:37.513+05:00,1.758286679,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:38.015+05:00,0.745567085,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:38.516+05:00,0.562202482,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:39.527+05:00,4.09934156,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:40.028+05:00,0.281208795,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:40.529+05:00,0.580379684,homedepot.com,2021-10-25T06:03:18.857+0500,,,
2021-10-25T06:03:41.030+05:00,4.73897506,google.com.mx,2021-10-25T06:03:40.930+0500,124.9487817,41,3.047531262
2021-10-25T06:03:42.032+05:00,19.32723118,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:42.533+05:00,15.76071256,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:43.034+05:00,11.5223472,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:43.535+05:00,7.868452375,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:44.037+05:00,3.803604809,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:44.537+05:00,2.701918386,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:45.039+05:00,2.27005399,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:45.541+05:00,2.167163593,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:46.043+05:00,5.166221849,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:46.545+05:00,1.154224437,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:47.046+05:00,0.994289393,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:47.548+05:00,0.758224682,google.com.mx,2021-10-25T06:03:40.930+0500,,,
