timestamp(run 15-wait 2),url
2021-10-25T06:41:37.021+0500,google.com.ar
2021-10-25T06:41:59.094+0500,namu.wiki
2021-10-25T06:42:21.227+0500,iyiou.com
2021-10-25T06:42:43.307+0500,sahibinden.com
2021-10-25T06:43:05.377+0500,wayfair.com
2021-10-25T06:43:27.449+0500,binance.com
2021-10-25T06:43:49.520+0500,globo.com
2021-10-25T06:44:11.589+0500,crowdworks.jp
2021-10-25T06:44:33.649+0500,flaticon.com
2021-10-25T06:44:55.716+0500,wsj.com
2021-10-25T06:45:17.791+0500,ameritrade.com
2021-10-25T06:45:39.850+0500,adp.com
