requestedUrl,finalUrl,category,name,title,type,score
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","performance-score","Overall Performance Category Score","numeric","0.17"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","first-contentful-paint","First Contentful Paint","numeric","0.02"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","speed-index","Speed Index","numeric","0"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","0"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","interactive","Time to Interactive","numeric","0.01"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","total-blocking-time","Total Blocking Time","numeric","0.09"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","0.93"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.07"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","first-meaningful-paint","First Meaningful Paint","numeric","0.1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","0.48"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","uses-responsive-images","Properly size images","numeric","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","offscreen-images","Defer offscreen images","numeric","0.49"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","unminified-css","Minify CSS","numeric","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","unused-css-rules","Reduce unused CSS","numeric","0.74"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","unused-javascript","Reduce unused JavaScript","numeric","0"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","uses-optimized-images","Efficiently encode images","numeric","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","modern-image-formats","Serve images in next-gen formats","numeric","0.67"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","uses-text-compression","Enable text compression","numeric","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","0.71"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","server-response-time","Initial server response time was short","binary","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","redirects","Avoid multiple page redirects","numeric","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","uses-rel-preload","Preload key requests","notApplicable","-1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","uses-http2","Use HTTP/2","numeric","0.97"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","efficient-animated-content","Use video formats for animated content","numeric","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","duplicated-javascript","Remove duplicate modules in JavaScript bundles","numeric","0.85"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","legacy-javascript","Avoid serving legacy JavaScript to modern browsers","numeric","1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","preload-lcp-image","Preload Largest Contentful Paint image","notApplicable","-1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","total-byte-weight","Avoids enormous network payloads","numeric","0.99"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","uses-long-cache-ttl","Serve static assets with an efficient cache policy","numeric","0.28"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","dom-size","Avoid an excessive DOM size","numeric","0.69"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","critical-request-chains","Avoid chaining critical requests","informative","-1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","user-timings","User Timing marks and measures","informative","-1"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","bootup-time","Reduce JavaScript execution time","numeric","0.02"
"https://irctc.co.in/","https://www.irctc.co.in/nget/","Performance","mainthread-work-breakdown","Minimize main-thread work","numeric","0"
