time,power_consumption.power,URL,Test Start Time,Sum of All Sensor Readings,Count of Sensor Readings Taken,Average of Sensor Readings
2021-11-03T18:51:44.111+05:00,26.83680248,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:44.612+05:00,28.76340545,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:45.625+05:00,3.206922082,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:46.127+05:00,1.704376717,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:46.629+05:00,1.187696805,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:47.132+05:00,0.59461272,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:47.635+05:00,10.60628532,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:48.137+05:00,0.467146267,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:48.640+05:00,1.156870797,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:49.141+05:00,3.120688697,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:49.642+05:00,4.729582676,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:50.145+05:00,3.071999983,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:50.647+05:00,0.166428476,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:51.149+05:00,2.625273735,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:51.650+05:00,1.454592018,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:52.153+05:00,14.17804687,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:52.655+05:00,1.741205598,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:53.157+05:00,1.632119185,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:53.659+05:00,2.067089152,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:54.160+05:00,0.376118695,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:54.662+05:00,0.533514387,genius.com,2021-11-03T18:51:36.623+0500,,,-
2021-11-03T18:51:55.164+05:00,18.03831655,ticketmaster.com,2021-11-03T18:51:54.689+0500,311.5368796,32,9.735527488
2021-11-03T18:51:55.666+05:00,4.53831867,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:51:56.667+05:00,18.18423406,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:51:57.168+05:00,26.0570453,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:51:57.669+05:00,27.8947393,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:51:58.170+05:00,15.20893544,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:51:58.671+05:00,20.65898341,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:51:59.172+05:00,14.14906462,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:51:59.673+05:00,20.82353001,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:00.174+05:00,38.84796744,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:00.675+05:00,22.78775218,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:01.177+05:00,10.45590598,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:02.180+05:00,4.213662964,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:02.682+05:00,9.931424841,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:03.184+05:00,2.512517285,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:03.686+05:00,3.141748258,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:04.187+05:00,3.424612258,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:05.192+05:00,2.611665881,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:05.693+05:00,2.369396516,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:06.194+05:00,5.228227671,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:06.696+05:00,3.225674393,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:07.198+05:00,2.052543463,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:07.700+05:00,2.690477835,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:08.701+05:00,2.748011871,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:09.202+05:00,0.792201267,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:09.703+05:00,1.565432078,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:10.204+05:00,22.33453387,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:10.706+05:00,2.732672294,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:11.208+05:00,1.260110285,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:11.711+05:00,0.211096346,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:12.213+05:00,0.507942152,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:12.716+05:00,0.338135147,ticketmaster.com,2021-11-03T18:51:54.689+0500,,,-
2021-11-03T18:52:14.221+05:00,22.08226188,taleo.net,2021-11-03T18:52:12.746+0500,266.6965711,23,11.59550309
2021-11-03T18:52:14.723+05:00,2.824449102,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:17.735+05:00,4.081776196,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:18.236+05:00,6.800499255,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:18.737+05:00,19.16861611,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:19.238+05:00,11.50624496,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:19.739+05:00,7.771396845,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:20.240+05:00,17.19910237,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:21.243+05:00,5.806707576,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:22.245+05:00,12.50096588,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:22.747+05:00,26.90981489,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:23.248+05:00,35.93239191,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:23.749+05:00,11.77911958,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:24.251+05:00,20.67138302,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:24.752+05:00,13.68681089,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:25.254+05:00,7.279472697,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:26.767+05:00,4.484966386,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:27.268+05:00,14.78463769,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:28.271+05:00,16.20033876,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:28.772+05:00,2.079319868,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:29.775+05:00,1.378744711,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:30.276+05:00,0.350138062,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:30.777+05:00,1.417412429,taleo.net,2021-11-03T18:52:12.746+0500,,,-
2021-11-03T18:52:31.278+05:00,13.21165485,asos.com,2021-11-03T18:52:30.802+0500,498.4433427,35,14.24123836
2021-11-03T18:52:31.780+05:00,3.839636182,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:32.282+05:00,5.312570416,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:32.784+05:00,3.528398514,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:33.285+05:00,18.20551926,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:33.787+05:00,8.17501201,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:34.789+05:00,18.19536015,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:35.291+05:00,24.15206458,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:35.792+05:00,18.39448057,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:36.293+05:00,28.69592131,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:36.794+05:00,21.79703113,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:37.295+05:00,22.37788328,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:37.796+05:00,37.4522125,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:38.297+05:00,27.10079569,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:38.798+05:00,31.80991029,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:39.299+05:00,17.61873725,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:39.800+05:00,15.89220803,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:40.301+05:00,8.157221932,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:40.802+05:00,26.93174329,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:41.303+05:00,24.44626783,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:41.804+05:00,17.71095146,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:42.305+05:00,4.155258345,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:42.806+05:00,3.711803938,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:43.307+05:00,0.654229954,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:43.808+05:00,0.712233656,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:44.309+05:00,11.62936003,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:44.810+05:00,16.19532231,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:45.451+05:00,20.69697602,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:45.952+05:00,21.1634103,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:46.544+05:00,15.67594951,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:47.102+05:00,1.227689386,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:47.603+05:00,0.348879761,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:48.107+05:00,8.028113772,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:48.607+05:00,0.855236686,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:49.170+05:00,0.383298492,asos.com,2021-11-03T18:52:30.802+0500,,,-
2021-11-03T18:52:49.671+05:00,0.734042476,google.az,2021-11-03T18:52:49.666+0500,134.7364563,36,3.742679343
2021-11-03T18:52:50.172+05:00,0.822576856,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:50.739+05:00,3.212976492,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:51.293+05:00,1.24620349,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:51.794+05:00,12.49125113,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:52.304+05:00,2.535999189,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:52.805+05:00,5.113013769,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:53.308+05:00,5.03470264,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:53.821+05:00,20.12066115,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:54.322+05:00,20.00286674,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:54.824+05:00,9.24797258,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:55.326+05:00,10.73775881,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:55.852+05:00,6.831024704,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:56.375+05:00,3.280289731,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:56.877+05:00,0.719782314,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:57.379+05:00,0.488012922,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:57.882+05:00,1.592472264,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:58.384+05:00,1.89291551,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:58.887+05:00,0.478802667,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:59.419+05:00,0.795227747,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:52:59.921+05:00,1.114242345,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:00.422+05:00,3.693729504,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:00.923+05:00,0.306268063,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:01.425+05:00,0.59070556,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:01.953+05:00,1.172997104,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:02.455+05:00,0.712589384,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:02.958+05:00,1.03140582,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:03.460+05:00,3.128606883,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:03.963+05:00,0.391163096,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:04.465+05:00,1.009004375,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:05.007+05:00,8.758887508,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:05.509+05:00,0.524547907,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:06.012+05:00,4.048836342,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:06.515+05:00,0.314856817,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:07.033+05:00,0.241235338,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:07.535+05:00,0.31882712,google.az,2021-11-03T18:52:49.666+0500,,,-
2021-11-03T18:53:08.037+05:00,13.31969772,kontan.co.id,2021-11-03T18:53:07.772+0500,158.1882767,35,4.519665049
2021-11-03T18:53:09.040+05:00,3.795724523,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:09.542+05:00,5.152414767,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:10.043+05:00,10.05352656,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:10.544+05:00,11.79535374,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:11.046+05:00,4.041722646,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:11.548+05:00,5.26975758,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:12.050+05:00,5.236993085,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:12.551+05:00,4.554640522,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:13.075+05:00,3.642317068,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:13.576+05:00,4.928031618,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:14.078+05:00,5.346012801,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:14.580+05:00,4.702737519,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:15.082+05:00,3.290241316,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:15.584+05:00,6.728113366,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:16.085+05:00,2.003333321,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:16.602+05:00,2.327369956,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:17.103+05:00,3.193493486,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:17.628+05:00,4.898317456,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:18.131+05:00,4.015816771,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:18.633+05:00,5.194104924,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:19.135+05:00,3.924731799,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:19.637+05:00,5.306457937,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:20.159+05:00,3.378659216,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:20.662+05:00,4.352985228,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:21.164+05:00,4.524468775,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:21.665+05:00,4.317305209,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:22.167+05:00,3.534170164,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:22.669+05:00,3.710192787,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:23.172+05:00,8.665229262,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:23.675+05:00,0.671580313,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:24.177+05:00,1.067398182,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:24.680+05:00,0.470146746,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:25.183+05:00,0.232847729,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:25.686+05:00,0.54238263,kontan.co.id,2021-11-03T18:53:07.772+0500,,,-
2021-11-03T18:53:26.190+05:00,14.79972684,crunchyroll.com,2021-11-03T18:53:25.839+0500,640.7047379,35,18.30584966
2021-11-03T18:53:26.691+05:00,5.570695909,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:27.278+05:00,10.16420689,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:27.794+05:00,16.23566917,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:28.296+05:00,6.540655616,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:28.809+05:00,3.362394698,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:29.311+05:00,4.79940533,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:29.821+05:00,6.741542029,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:30.323+05:00,4.778973522,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:30.824+05:00,23.8637236,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:31.326+05:00,27.65511185,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:31.827+05:00,29.72009239,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:32.328+05:00,23.57481055,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:32.829+05:00,33.28261548,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:33.341+05:00,16.41547118,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:33.842+05:00,26.94155782,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:34.368+05:00,45.22129424,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:34.907+05:00,44.21406009,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:35.410+05:00,35.78140818,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:35.936+05:00,38.23241117,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:36.437+05:00,30.5195231,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:36.956+05:00,38.20381581,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:37.457+05:00,36.40712463,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:37.982+05:00,39.23157357,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:38.484+05:00,16.79026336,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:38.985+05:00,4.866122968,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:39.486+05:00,21.30076142,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:40.052+05:00,0.906815537,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:40.553+05:00,7.849507668,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:41.055+05:00,13.3273184,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
2021-11-03T18:53:41.556+05:00,9.877877883,crunchyroll.com,2021-11-03T18:53:25.839+0500,,,-
