timestamp(run 15-wait 3),url
2021-11-03T18:51:18.502+0500,chinanetrank.com
2021-11-03T18:51:36.623+0500,genius.com
2021-11-03T18:51:54.689+0500,ticketmaster.com
2021-11-03T18:52:12.746+0500,taleo.net
2021-11-03T18:52:30.802+0500,asos.com
2021-11-03T18:52:49.666+0500,google.az
2021-11-03T18:53:07.772+0500,kontan.co.id
2021-11-03T18:53:25.839+0500,crunchyroll.com
2021-11-03T18:53:43.917+0500,issuu.com
2021-11-03T18:54:02.007+0500,marriott.com
2021-11-03T18:54:20.595+0500,regecish.net
2021-11-03T18:54:38.667+0500,accuweather.com
2021-11-03T18:54:56.738+0500,vrbo.com
2021-11-03T18:55:14.821+0500,tdameritrade.com
2021-11-03T18:55:32.882+0500,priberam.org
2021-11-03T18:55:50.973+0500,payu.in
2021-11-03T18:56:09.044+0500,pixabay.com
2021-11-03T18:56:27.125+0500,douban.com
2021-11-03T18:56:45.216+0500,convertio.co
2021-11-03T18:57:03.312+0500,gsmarena.com
2021-11-03T18:57:25.134+0500,activehosted.com
2021-11-03T18:57:43.203+0500,mathrubhumi.com
2021-11-03T18:58:01.272+0500,mynavi.jp
2021-11-03T18:58:19.327+0500,deviantart.com
2021-11-03T18:58:37.408+0500,prothomalo.com
2021-11-03T18:58:55.484+0500,iqiyi.com
2021-11-03T18:59:13.546+0500,inquirer.net
2021-11-03T18:59:31.611+0500,hubspot.com
2021-11-03T18:59:49.686+0500,nordstrom.com
2021-11-03T19:00:07.756+0500,messenger.com
2021-11-03T19:00:25.810+0500,www.gov.uk
2021-11-03T19:00:43.889+0500,eleccionesgenerales2021.pe
2021-11-03T19:01:01.954+0500,bigcommerce.com
2021-11-03T19:01:20.018+0500,tutorialspoint.com
2021-11-03T19:01:38.103+0500,slickdeals.net
2021-11-03T19:01:56.185+0500,wpengine.com
2021-11-03T19:02:14.284+0500,as.com
2021-11-03T19:02:34.526+0500,pinimg.com
2021-11-03T19:02:52.593+0500,1337x.to
2021-11-03T19:03:10.677+0500,cnbcindonesia.com
2021-11-03T19:03:28.751+0500,newegg.com
2021-11-03T19:03:59.821+0500,goo.ne.jp
2021-11-03T19:04:17.872+0500,boc.cn
2021-11-03T19:04:35.995+0500,merriam-webster.com
2021-11-03T19:04:54.075+0500,go.com
2021-11-03T19:05:12.131+0500,prtimes.jp
2021-11-03T19:05:30.185+0500,aajtak.in
2021-11-03T19:05:48.721+0500,ecosia.org
2021-11-03T19:06:06.782+0500,leboncoin.fr
2021-11-03T19:06:24.871+0500,mileroticos.com
2021-11-03T19:06:42.942+0500,buzzfeed.com
2021-11-03T19:07:46.385+0500,npr.org
2021-11-03T19:08:04.571+0500,google.gr
2021-11-03T19:08:22.629+0500,elpais.com
2021-11-03T19:08:40.686+0500,google.co.ve
2021-11-03T19:08:58.753+0500,ebay.com.au
2021-11-03T19:09:16.805+0500,9384.com
2021-11-03T19:09:34.881+0500,nvidia.com
2021-11-03T19:09:52.939+0500,eghtesadnews.com
2021-11-03T19:10:10.998+0500,medicalnewstoday.com
2021-11-03T19:10:29.066+0500,linguee.com
2021-11-03T19:10:47.122+0500,kuronekoyamato.co.jp
2021-11-03T19:11:05.197+0500,lenta.ru
2021-11-03T19:11:23.250+0500,yt1s.com
2021-11-03T19:11:41.335+0500,lbank.info
2021-11-03T19:11:59.426+0500,get-express-vpn.online
2021-11-03T19:12:17.497+0500,yourwowfeed.com
2021-11-03T19:12:35.557+0500,gap.com
2021-11-03T19:12:53.621+0500,iweihai.cn
