"minify_total","responses_200","testStartOffset","bytesOut","gzip_savings","requestsFull","start_epoch","connections","base_page_cdn","cpu.EventDispatch","bytesOutDoc","result","final_base_page_request_id","score_cookies","basePageSSLTime","docTime","domContentLoadedEventEnd","image_savings","cpu.XHRReadyStateChange","requestsDoc","cpu.v8.compile","cpu.CommitLoad","firstMeaningfulPaint","cpu.FunctionCall","firstTextPaint","firstPaint","cpu.ParseAuthorStyleSheet","score_cdn","cpu.Idle","cpu.ParseHTML","optimization_checked","image_total","score_minify","cpu.ScriptWrappableMarkingVisitor::performLazyCleanup","gzip_total","cpu.MajorGC","responses_404","cpu.ResourceSendRequest","cpu.Layout","loadTime","URL","score_combine","firstContentfulPaint","cpu.PlatformResourceSendRequest","firstLayout","score_etags","loadEventStart","cpu.EvaluateScript","minify_savings","score_progressive_jpeg","domInteractive","score_gzip","cpu.Paint","score_compress","domContentLoadedEventStart","final_url","cpu.ResourceChangePriority","cpu.MinorGC","cpu.UpdateLayoutTree","bytesInDoc","firstImagePaint","score_keep-alive","loadEventEnd","cached","score_cache","cpu.FireIdleCallback","responses_other","cpu.UpdateLayerTree","cpu.TimerFire","main_frame","fullyLoaded","requests","final_base_page_request","TTFB","cpu.XHRLoad","bytesIn","test_run_time_ms","browser_version","base_page_dns_server","fullyLoadedCPUms","PerformancePaintTiming.first-contentful-paint","base_page_ip_ptr","eventName","base_page_cname","document_URL","date","PerformancePaintTiming.first-paint","domElements","browserVersion","document_origin","browser_name","fullyLoadedCPUpct","domComplete","document_hostname","lastVisualChange","visualComplete","render","SpeedIndex","visualComplete85","visualComplete90","visualComplete95","visualComplete99","chromeUserTiming.redirectStart","chromeUserTiming.redirectEnd","chromeUserTiming.fetchStart","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.domLoading","chromeUserTiming.responseEnd","chromeUserTiming.firstLayout","chromeUserTiming.firstPaint","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstTextPaint","chromeUserTiming.firstImagePaint","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","FirstInteractive","TTIMeasurementEnd","LastInteractive","run","step","effectiveBps","effectiveBpsDoc","domTime","aft","titleTime","domLoading","server_rtt","smallImageCount","bigImageCount","maybeCaptcha","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id",
"-1","154","0","95764","18878","165","0","20","","45","95023","0","E170834BEA7AF1A98A37E807EBF0FAB3-1","-1","143","23992","2120","1797934","19","164","120","0","3492","434","1423","1422.7999988943","14","98","22319","40","1","11414393","-1","0","1258006","33","0","0","111","23992","http://zoom.us","-1","1423","6","1413","-1","23992","663","-1","7","2118","99","44","85","2118","https://zoom.us/","0","25","78","13335965","1423","100","24002","0","10","0","11","68","41","031BD66EF7B3A27101B76D05C4D1CB23","24081","165","1","737","22","13340604","30538","68.0.3440.75","w.cctld.us","17860","1422.7999988943","ec2-52-202-62-235.compute-1.amazonaws.com","Step_1","","https://zoom.us/","1633962873.8964","1422.7999988943","1682","68.0.3440.75","https://zoom.us","Chrome","9.7793352683","23991","zoom.us","26000","20500","1500","9248","18700","20000","20000","20000","2","312","312","739","739","742","888","1412","1422","1422","1422","1422","2117","2117","2120","3491","3491","23991","23992","24002","2120","24769","9260","1","1","571478","573466","0","0","0","0","0","49","15","0","104379","19","299726","1004115","34","3372874","118024","11","540565","11495440","89","11436386","0","0","0","588160","5","585152","0","0","0","30486","7","46375","211011_VY_21",
"-1","152","0","92909","18878","163","0","19","","54","92169","0","07ACCA5EF635277BFE06127093274938-1","-1","143","23741","5752","1797934","11","162","144","0","3537","381","1366","1365.4000014067","17","98","22189","25","1","11414393","-1","0","1255314","41","0","0","100","23741","http://zoom.us","-1","1366","5","1356","-1","23741","651","-1","7","5749","99","42","85","5749","https://zoom.us/","0","21","74","13333481","1366","100","23754","0","10","0","11","53","46","9228CFD3418D02C19D5B96BF94804426","23872","163","1","689","19","13338141","30504","68.0.3440.75","x.cctld.us","16070","1365.4000014067","","Step_1","","https://zoom.us/","1633962911.9563","1365.4000014067","1682","68.0.3440.75","https://zoom.us","Chrome","8.8809063272","23741","zoom.us","24500","24500","1400","9207","22500","22500","22500","22500","2","260","260","691","691","694","878","1355","1365","1365","1365","1365","5749","5749","5751","3536","3536","23740","23741","23753","10146","25133","10146","2","1","575341","578408","0","0","0","0","0","49","15","0","101661","17","293104","1004164","34","3372874","118021","11","540565","11495731","89","11436386","0","0","0","588089","5","585152","0","0","0","30475","7","46375","211011_VY_21",
"-1","0","0","0","0","0","0","0","","","0","404","","-1","","0","0","0","","0","","","","","","0","","-1","","","1","0","-1","","0","","0","","","0","http://zoom.us","-1","","","","-1","0","","-1","-1","0","-1","","-1","0","","","","","0","","-1","0","0","-1","","0","","","","0","0","","0","","0","1099","68.0.3440.75","","560","","","Step_1","","","1633962949.7858","","","68.0.3440.75","","Chrome","1.8205461638","","","0","0","0","0","0","0","0","0","","","1","","","","","","","","","","","","","","","","","","","","","3","1","","","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211011_VY_21",
