"minify_total","responses_200","testStartOffset","bytesOut","gzip_savings","requestsFull","start_epoch","connections","base_page_cdn","cpu.EventDispatch","bytesOutDoc","result","final_base_page_request_id","score_cookies","docTime","domContentLoadedEventEnd","image_savings","cpu.XHRReadyStateChange","requestsDoc","cpu.v8.compile","cpu.CommitLoad","firstMeaningfulPaint","cpu.FunctionCall","firstTextPaint","firstPaint","cpu.ParseAuthorStyleSheet","score_cdn","cpu.Idle","cpu.ParseHTML","optimization_checked","image_total","score_minify","cpu.ScriptWrappableMarkingVisitor::performLazyCleanup","gzip_total","cpu.MajorGC","responses_404","cpu.ResourceSendRequest","cpu.Layout","loadTime","URL","score_combine","firstContentfulPaint","cpu.PlatformResourceSendRequest","firstLayout","score_etags","loadEventStart","cpu.EvaluateScript","minify_savings","score_progressive_jpeg","domInteractive","score_gzip","cpu.Paint","score_compress","domContentLoadedEventStart","final_url","cpu.ResourceChangePriority","cpu.MinorGC","cpu.UpdateLayoutTree","bytesInDoc","firstImagePaint","score_keep-alive","loadEventEnd","cached","score_cache","cpu.FireAnimationFrame","responses_other","cpu.UpdateLayerTree","cpu.TimerFire","main_frame","fullyLoaded","requests","final_base_page_request","TTFB","cpu.XHRLoad","bytesIn","test_run_time_ms","browser_version","base_page_dns_server","fullyLoadedCPUms","PerformancePaintTiming.first-contentful-paint","base_page_ip_ptr","eventName","base_page_cname","document_URL","date","PerformancePaintTiming.first-paint","domElements","browserVersion","document_origin","browser_name","fullyLoadedCPUpct","domComplete","document_hostname","lastVisualChange","visualComplete","render","SpeedIndex","visualComplete85","visualComplete90","visualComplete95","visualComplete99","chromeUserTiming.redirectStart","chromeUserTiming.redirectEnd","chromeUserTiming.fetchStart","chromeUserTiming.responseEnd","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.domLoading","chromeUserTiming.firstLayout","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.firstPaint","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstTextPaint","chromeUserTiming.firstImagePaint","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","FirstInteractive","TTIMeasurementEnd","LastInteractive","run","step","effectiveBps","effectiveBpsDoc","domTime","aft","titleTime","domLoading","server_rtt","smallImageCount","bigImageCount","maybeCaptcha","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","TimeToInteractive",
"-1","163","0","97413","18414","203","0","28","","17","94933","0","1D5ABB55377545211DBC1009AD78029E-2","-1","10147","3230","32347","6","198","61","0","5315","160","3296","3236.6000004113","2","41","10894","6","1","2391598","-1","0","720554","7","0","0","145","10147","http://jd.com","-1","3296","8","2970","-1","10146","581","-1","8","3229","98","41","99","3229","https://global.jd.com/","0","14","59","3139416","3437","95","10147","0","35","32","40","36","87","D0988023E5799B67C3B3A15B559D7E78","12156","203","2","1567","0","3190506","22279","68.0.3440.75","ns2.jd.com","7950","3296.2999995798","","Step_1","global.jd.com.gslb.qianxun.com","https://global.jd.com/","1633962678.4994","3236.6000004113","839","68.0.3440.75","https://global.jd.com","Chrome","6.8047590511","10146","global.jd.com","13100","13000","3200","6459","9700","10000","12700","12800","2","1141","1141","1568","1570","1570","1572","2970","3229","3229","3230","3236","5315","3296","3296","3436","5315","10146","10146","10147","3296","14483","10979","1","1","301303","365899","0","0","0","0","0","19","9","0","7464","3","20693","660419","44","2083339","24586","7","98037","2418839","47","2391598","0","0","0","7523","2","6548","0","0","0","45829","98","141988","211011_29_1Y","",
"-1","148","0","89152","18414","187","0","26","","20","85423","0","3AE1FA823D82FDB33B3D0E929F26BBCE-2","-1","5951","1433","32347","5","181","82","0","3106","159","1503","1447.2000002861","2","40","8621","7","1","1323882","-1","0","722686","5","0","0","153","5951","http://jd.com","-1","1503","6","1121","-1","5951","584","-1","95","1432","98","31","98","1432","https://global.jd.com/","0","15","61","2081666","1738","95","5951","0","32","33","39","34","67","4CB1DAC1E511F62250191E67015B05EA","9886","187","2","943","0","2133601","16094","68.0.3440.75","ns1.jd.com","4769","1502.7000010014","","Step_1","global.jd.com.gslb.qianxun.com","https://global.jd.com/","1633962708.5184","1447.2000002861","782","68.0.3440.75","https://global.jd.com","Chrome","4.7255795521","5951","global.jd.com","10300","10100","1500","4238","7000","7200","10000","10100","2","874","874","944","946","946","948","1121","1431","1431","1433","1447","3106","1502","1502","1738","3106","5951","5951","5951","6743","11969","6743","2","1","238577","415668","0","0","0","0","0","18","5","0","8020","4","20783","657084","43","2071648","23261","6","94624","1343804","36","1323882","0","0","0","24653","3","23048","0","0","0","50913","94","114839","211011_29_1Y","6743",
"-1","150","0","90550","18414","189","0","23","","14","87756","0","95E5D200859C75C09F967F3569CB26EF-2","-1","7028","1513","9422","6","185","78","0","6790","142","1586","1523.4999991953","4","42","7604","7","1","1311875","-1","0","728407","7","0","0","164","7028","http://jd.com","-1","1586","7","1376","-1","7029","547","-1","0","1513","98","35","100","1513","https://global.jd.com/","0","15","56","2077874","1703","97","7029","0","35","26","39","33","57","46CED69C6AD41511613E8E5D5FFC18D8","8801","189","2","985","0","2129267","18465","68.0.3440.75","ns1.jd.com","5120","1586.3000005484","","Step_1","global.jd.com.gslb.qianxun.com","https://global.jd.com/","1633962732.2038","1523.4999991953","821","68.0.3440.75","https://global.jd.com","Chrome","5.4462291246","7029","global.jd.com","10100","10000","1500","4348","6800","7000","9800","9900","2","915","915","987","988","988","990","1376","1512","1512","1513","1523","6790","1586","1586","1703","6790","7028","7028","7029","","10843","7793","3","1","272424","343848","0","0","0","0","0","21","5","0","8019","4","20783","656806","43","2071646","23259","6","94624","1333755","40","1311875","0","0","0","24653","3","23048","0","0","0","56910","92","132724","211011_29_1Y","",
