time,power_consumption.power
2021-10-24T21:39:01.636+05:00,0.016845703
2021-10-24T21:39:02.137+05:00,3.912353516
2021-10-24T21:39:02.638+05:00,4.482055664
2021-10-24T21:39:03.139+05:00,3.578735352
2021-10-24T21:39:03.641+05:00,3.240600586
2021-10-24T21:39:04.143+05:00,3.390136719
2021-10-24T21:39:04.645+05:00,3.221923828
2021-10-24T21:39:05.147+05:00,3.32434082
2021-10-24T21:39:05.649+05:00,3.761352539
2021-10-24T21:39:06.150+05:00,3.500488281
2021-10-24T21:39:06.652+05:00,3.41796875
2021-10-24T21:39:07.153+05:00,3.770507813
2021-10-24T21:39:23.669+05:00,0
2021-10-24T21:39:24.170+05:00,3.89440918
2021-10-24T21:39:24.672+05:00,3.256469727
2021-10-24T21:39:25.174+05:00,3.317016602
2021-10-24T21:39:25.676+05:00,3.64440918
2021-10-24T21:39:26.177+05:00,5.71484375
2021-10-24T21:39:26.678+05:00,4.800292969
2021-10-24T21:39:27.179+05:00,9.232299805
2021-10-24T21:39:27.680+05:00,22.49926758
2021-10-24T21:39:28.182+05:00,20.61938477
2021-10-24T21:39:28.683+05:00,3.712158203
2021-10-24T21:39:29.186+05:00,3.63684082
2021-10-24T21:39:29.688+05:00,3.264160156
2021-10-24T21:39:30.191+05:00,4.48059082
2021-10-24T21:39:30.692+05:00,3.840454102
2021-10-24T21:39:31.194+05:00,3.725952148
2021-10-24T21:39:31.697+05:00,3.415771484
2021-10-24T21:39:32.199+05:00,3.413696289
2021-10-24T21:39:32.700+05:00,3.415161133
2021-10-24T21:39:33.201+05:00,4.353881836
2021-10-24T21:39:33.702+05:00,3.672607422
2021-10-24T21:39:34.204+05:00,3.505859375
2021-10-24T21:39:34.705+05:00,3.426635742
2021-10-24T21:39:35.206+05:00,3.461791992
2021-10-24T21:39:35.707+05:00,3.542602539
2021-10-24T21:39:36.209+05:00,3.35168457
2021-10-24T21:39:36.711+05:00,3.598754883
2021-10-24T21:39:37.214+05:00,3.415893555
2021-10-24T21:39:37.715+05:00,4.327514648
2021-10-24T21:39:38.217+05:00,3.534179688
2021-10-24T21:39:38.720+05:00,3.603271484
2021-10-24T21:39:39.223+05:00,3.19934082
2021-10-24T21:39:39.727+05:00,3.562988281
2021-10-24T21:39:40.230+05:00,3.786254883
2021-10-24T21:39:40.734+05:00,3.911865234
2021-10-24T21:39:41.237+05:00,3.634643555
2021-10-24T21:39:41.741+05:00,3.616577148
2021-10-24T21:39:42.244+05:00,3.53503418
2021-10-24T21:39:42.747+05:00,3.457885742
2021-10-24T21:39:43.250+05:00,3.561767578
2021-10-24T21:39:43.753+05:00,3.484863281
2021-10-24T21:39:44.256+05:00,0.896726283
2021-10-24T21:39:44.256+05:00,3.495483398
2021-10-24T21:39:44.256+05:00,3.485532041
2021-10-24T21:39:44.256+05:00,4.382258323
2021-10-24T21:39:44.760+05:00,3.242431641
2021-10-24T21:39:45.263+05:00,3.506713867
2021-10-24T21:39:45.766+05:00,3.390136719
2021-10-24T21:39:46.269+05:00,5.117919922
2021-10-24T21:39:46.773+05:00,3.287963867
2021-10-24T21:39:47.274+05:00,3.698120117
2021-10-24T21:39:47.777+05:00,3.374755859
2021-10-24T21:39:48.280+05:00,3.712890625
2021-10-24T21:39:48.784+05:00,3.281616211
2021-10-24T21:39:49.287+05:00,3.369873047
2021-10-24T21:39:49.790+05:00,3.215022667
2021-10-24T21:39:49.790+05:00,3.470581055
2021-10-24T21:39:49.790+05:00,4.080133354
2021-10-24T21:39:49.790+05:00,0.865110688
2021-10-24T21:39:50.293+05:00,3.754882813
2021-10-24T21:39:50.796+05:00,3.301391602
2021-10-24T21:39:51.299+05:00,3.619995117
2021-10-24T21:39:51.802+05:00,0.908811132
2021-10-24T21:39:51.802+05:00,3.357666016
2021-10-24T21:39:51.802+05:00,2.415407134
2021-10-24T21:39:51.802+05:00,1.506596002
2021-10-24T21:39:52.305+05:00,3.19128418
2021-10-24T21:39:52.806+05:00,3.881347656
2021-10-24T21:39:53.310+05:00,3.455688477
2021-10-24T21:39:53.813+05:00,3.296264648
2021-10-24T21:39:54.316+05:00,6.262616709
2021-10-24T21:39:54.316+05:00,3.637573242
2021-10-24T21:39:54.316+05:00,5.391615749
2021-10-24T21:39:54.316+05:00,0.87100096
2021-10-24T21:39:54.817+05:00,1.547075803
2021-10-24T21:39:54.817+05:00,0.597424255
2021-10-24T21:39:54.817+05:00,2.144500058
2021-10-24T21:39:54.817+05:00,3.499023438
2021-10-24T21:39:55.320+05:00,3.659179688
2021-10-24T21:39:55.822+05:00,3.537353516
2021-10-24T21:39:56.325+05:00,3.032264657
2021-10-24T21:39:56.325+05:00,3.402954102
2021-10-24T21:39:56.325+05:00,1.773718855
2021-10-24T21:39:56.325+05:00,1.258545802
2021-10-24T21:39:56.829+05:00,5.043212891
2021-10-24T21:39:57.333+05:00,3.853637695
2021-10-24T21:39:57.837+05:00,1.365066243
2021-10-24T21:39:57.837+05:00,3.545043945
2021-10-24T21:39:57.837+05:00,1.096254811
2021-10-24T21:39:57.837+05:00,0.453061311
2021-10-24T21:39:57.837+05:00,2.914382365
2021-10-24T21:39:58.340+05:00,0.065292199
2021-10-24T21:39:58.340+05:00,3.516322691
2021-10-24T21:39:58.340+05:00,3.740844727
2021-10-24T21:39:58.340+05:00,2.06045314
2021-10-24T21:39:58.340+05:00,1.390577352
2021-10-24T21:39:58.843+05:00,3.721557617
2021-10-24T21:39:59.347+05:00,0.990299588
2021-10-24T21:39:59.347+05:00,3.530883789
2021-10-24T21:39:59.347+05:00,2.758124817
2021-10-24T21:39:59.347+05:00,0.314142866
2021-10-24T21:39:59.347+05:00,4.062567271
2021-10-24T21:39:59.851+05:00,0.940916884
2021-10-24T21:39:59.851+05:00,4.275215243
2021-10-24T21:39:59.851+05:00,3.379394531
2021-10-24T21:39:59.851+05:00,0.954606307
2021-10-24T21:39:59.851+05:00,2.379692052
2021-10-24T21:40:00.354+05:00,4.358154297
2021-10-24T21:40:00.858+05:00,2.417358962
2021-10-24T21:40:00.858+05:00,3.228027344
2021-10-24T21:40:00.858+05:00,0.974006655
2021-10-24T21:40:00.858+05:00,0.803056834
2021-10-24T21:40:00.858+05:00,4.194422451
2021-10-24T21:40:01.362+05:00,0.236821562
2021-10-24T21:40:01.362+05:00,3.844663204
2021-10-24T21:40:01.362+05:00,3.303344727
2021-10-24T21:40:01.362+05:00,2.100047599
2021-10-24T21:40:01.362+05:00,1.507794043
2021-10-24T21:40:01.865+05:00,3.235569855
2021-10-24T21:40:01.865+05:00,1.002743909
2021-10-24T21:40:01.865+05:00,4.839542766
2021-10-24T21:40:01.865+05:00,0.601229002
2021-10-24T21:40:01.865+05:00,3.542358398
2021-10-24T21:40:02.369+05:00,3.241699219
2021-10-24T21:40:02.872+05:00,0.981019335
2021-10-24T21:40:02.872+05:00,3.334716797
2021-10-24T21:40:02.872+05:00,0.797807822
2021-10-24T21:40:02.872+05:00,2.344628652
2021-10-24T21:40:02.872+05:00,4.12345581
2021-10-24T21:40:03.375+05:00,3.224206424
2021-10-24T21:40:03.375+05:00,4.148359491
2021-10-24T21:40:03.375+05:00,3.580688477
2021-10-24T21:40:03.375+05:00,0.924153067
2021-10-24T21:40:03.375+05:00,0
2021-10-24T21:40:03.878+05:00,3.261108398
2021-10-24T21:40:04.382+05:00,0
2021-10-24T21:40:04.382+05:00,3.360717773
2021-10-24T21:40:04.382+05:00,1.562160125
2021-10-24T21:40:04.382+05:00,1.825765426
2021-10-24T21:40:04.382+05:00,3.387925551
2021-10-24T21:40:04.886+05:00,3.233133796
2021-10-24T21:40:04.886+05:00,4.786326858
2021-10-24T21:40:04.886+05:00,3.524291992
2021-10-24T21:40:04.886+05:00,0.544564088
2021-10-24T21:40:04.886+05:00,1.008628973
2021-10-24T21:40:05.390+05:00,0
2021-10-24T21:40:05.390+05:00,1.063113882
2021-10-24T21:40:05.390+05:00,4.037623967
2021-10-24T21:40:05.390+05:00,2.974510085
2021-10-24T21:40:05.390+05:00,3.45300293
2021-10-24T21:40:05.893+05:00,1.727506668
2021-10-24T21:40:05.893+05:00,3.384887695
2021-10-24T21:40:05.893+05:00,1.501112732
2021-10-24T21:40:05.893+05:00,0.170044062
2021-10-24T21:40:05.893+05:00,3.398663462
2021-10-24T21:40:06.397+05:00,3.758422852
2021-10-24T21:40:06.900+05:00,3.095183936
2021-10-24T21:40:06.900+05:00,3.37097168
2021-10-24T21:40:06.900+05:00,0.154275457
2021-10-24T21:40:06.900+05:00,1.609547327
2021-10-24T21:40:06.900+05:00,1.331361152
2021-10-24T21:40:07.404+05:00,1.822045197
2021-10-24T21:40:07.404+05:00,0.9797701
2021-10-24T21:40:07.404+05:00,3.49621582
2021-10-24T21:40:07.404+05:00,3.934190706
2021-10-24T21:40:07.404+05:00,1.132375409
2021-10-24T21:40:07.907+05:00,4.384643555
2021-10-24T21:40:08.410+05:00,0
2021-10-24T21:40:08.410+05:00,3.33984375
2021-10-24T21:40:08.410+05:00,3.831422663
2021-10-24T21:40:08.410+05:00,2.463656379
2021-10-24T21:40:08.410+05:00,1.367766284
2021-10-24T21:40:08.912+05:00,1.589485482
2021-10-24T21:40:08.912+05:00,0.693560596
2021-10-24T21:40:08.912+05:00,3.306030273
2021-10-24T21:40:08.912+05:00,0.704409747
2021-10-24T21:40:08.912+05:00,2.987455825
2021-10-24T21:40:09.416+05:00,3.541381836
2021-10-24T21:40:09.918+05:00,6.761474609
2021-10-24T21:40:10.421+05:00,3.758666992
2021-10-24T21:40:10.925+05:00,3.353027344
2021-10-24T21:40:11.428+05:00,3.286743164
2021-10-24T21:40:11.933+05:00,3.584585492
2021-10-24T21:40:11.933+05:00,3.048217773
2021-10-24T21:40:11.933+05:00,0.602665923
2021-10-24T21:40:11.933+05:00,1.382553166
2021-10-24T21:40:11.933+05:00,1.599366403
2021-10-24T21:40:12.435+05:00,3.310791016
2021-10-24T21:40:12.939+05:00,1.449755402
2021-10-24T21:40:12.939+05:00,3.212036133
2021-10-24T21:40:12.939+05:00,1.686223442
2021-10-24T21:40:12.939+05:00,3.27226283
2021-10-24T21:40:12.939+05:00,0.136283987
2021-10-24T21:40:13.443+05:00,2.905868104
2021-10-24T21:40:13.443+05:00,0.133823094
2021-10-24T21:40:13.443+05:00,3.198242188
2021-10-24T21:40:13.443+05:00,1.088302589
2021-10-24T21:40:13.443+05:00,1.683742421
2021-10-24T21:40:13.947+05:00,3.664428711
2021-10-24T21:40:14.450+05:00,1.879152328
2021-10-24T21:40:14.450+05:00,3.196411133
2021-10-24T21:40:14.450+05:00,1.22992324
2021-10-24T21:40:14.450+05:00,3.199465284
2021-10-24T21:40:14.450+05:00,0.090389715
2021-10-24T21:40:14.953+05:00,4.774081338
2021-10-24T21:40:14.953+05:00,1.351515594
2021-10-24T21:40:14.953+05:00,3.222412109
2021-10-24T21:40:14.953+05:00,2.399344353
2021-10-24T21:40:14.953+05:00,1.023221391
2021-10-24T21:40:15.457+05:00,3.498779297
2021-10-24T21:40:15.960+05:00,1.074923975
2021-10-24T21:40:15.960+05:00,3.104370117
2021-10-24T21:40:15.960+05:00,2.260260809
2021-10-24T21:40:15.960+05:00,4.150402787
2021-10-24T21:40:15.960+05:00,0.815218004
2021-10-24T21:40:16.464+05:00,3.795378683
2021-10-24T21:40:16.464+05:00,0.076813455
2021-10-24T21:40:16.464+05:00,3.088012695
2021-10-24T21:40:16.464+05:00,1.631330892
2021-10-24T21:40:16.464+05:00,2.087234336
2021-10-24T21:40:16.965+05:00,9.943237305
2021-10-24T21:40:17.467+05:00,18.32507324
2021-10-24T21:40:17.969+05:00,0.651560285
2021-10-24T21:40:17.969+05:00,6.154541016
2021-10-24T21:40:17.969+05:00,1.614787991
2021-10-24T21:40:17.969+05:00,16.70323538
2021-10-24T21:40:17.969+05:00,14.43688711
2021-10-24T21:40:18.472+05:00,6.664672852
2021-10-24T21:40:18.974+05:00,12.00292969
2021-10-24T21:40:19.475+05:00,18.30566406
2021-10-24T21:40:19.976+05:00,25.63928223
2021-10-24T21:40:20.478+05:00,18.55322266
2021-10-24T21:40:20.979+05:00,18.85009766
2021-10-24T21:40:21.480+05:00,20.03808594
2021-10-24T21:40:21.982+05:00,24.03674316
2021-10-24T21:40:22.483+05:00,19.4354248
2021-10-24T21:40:22.984+05:00,18.06286621
2021-10-24T21:40:23.485+05:00,17.40686035
2021-10-24T21:40:23.988+05:00,10.66003418
2021-10-24T21:40:24.491+05:00,16.82558513
2021-10-24T21:40:24.491+05:00,6.598144531
2021-10-24T21:40:24.491+05:00,13.13511638
2021-10-24T21:40:24.491+05:00,0.848754442
2021-10-24T21:40:24.491+05:00,2.841714306
2021-10-24T21:40:24.994+05:00,0.805449501
2021-10-24T21:40:24.994+05:00,1.691302526
2021-10-24T21:40:24.994+05:00,7.006835938
2021-10-24T21:40:24.994+05:00,25.86162008
2021-10-24T21:40:24.994+05:00,23.36486805
2021-10-24T21:40:25.496+05:00,17.66324905
2021-10-24T21:40:25.496+05:00,14.6834557
2021-10-24T21:40:25.496+05:00,2.060313257
2021-10-24T21:40:25.496+05:00,0.919480094
2021-10-24T21:40:25.496+05:00,6.140136719
2021-10-24T21:40:25.999+05:00,7.90612793
2021-10-24T21:40:26.501+05:00,8.998306667
2021-10-24T21:40:26.501+05:00,6.580810547
2021-10-24T21:40:26.501+05:00,0.94401504
2021-10-24T21:40:26.501+05:00,11.46073662
2021-10-24T21:40:26.501+05:00,1.518414911
2021-10-24T21:40:27.002+05:00,7.001708984
2021-10-24T21:40:27.503+05:00,7.784912109
2021-10-24T21:40:28.006+05:00,7.391601563
2021-10-24T21:40:28.508+05:00,7.135742188
2021-10-24T21:40:29.009+05:00,7.552124023
2021-10-24T21:40:29.510+05:00,9.114135742
2021-10-24T21:40:30.011+05:00,16.20385742
2021-10-24T21:40:30.512+05:00,9.003295898
2021-10-24T21:40:31.016+05:00,4.395019531
2021-10-24T21:40:31.518+05:00,6.333862305
2021-10-24T21:40:32.019+05:00,12.05639648
2021-10-24T21:40:32.523+05:00,7.774291992
2021-10-24T21:40:33.026+05:00,3.583307518
2021-10-24T21:40:33.026+05:00,3.732421875
2021-10-24T21:40:33.026+05:00,1.272761679
2021-10-24T21:40:33.026+05:00,1.473534687
2021-10-24T21:40:33.026+05:00,0.837011153
2021-10-24T21:40:33.529+05:00,0.600850224
2021-10-24T21:40:33.529+05:00,0.818583979
2021-10-24T21:40:33.529+05:00,3.673339844
2021-10-24T21:40:33.529+05:00,4.159006316
