time,power_consumption.power,URL,URL Opening Time,Sum,Count,Avg
2021-10-24T21:40:24.491+05:00,16.82558513,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.491+05:00,6.598144531,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.491+05:00,13.13511638,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.491+05:00,0.848754442,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.491+05:00,2.841714306,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.994+05:00,0.805449501,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.994+05:00,1.691302526,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.994+05:00,7.006835938,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.994+05:00,25.86162008,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:24.994+05:00,23.36486805,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:25.496+05:00,17.66324905,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:25.496+05:00,14.6834557,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:25.496+05:00,2.060313257,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:25.496+05:00,0.919480094,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:25.496+05:00,6.140136719,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:25.999+05:00,7.90612793,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:26.501+05:00,8.998306667,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:26.501+05:00,6.580810547,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:26.501+05:00,0.94401504,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:26.501+05:00,11.46073662,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:26.501+05:00,1.518414911,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:27.002+05:00,7.001708984,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:27.503+05:00,7.784912109,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:28.006+05:00,7.391601563,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:28.508+05:00,7.135742188,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:29.009+05:00,7.552124023,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:29.510+05:00,9.114135742,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:30.011+05:00,16.20385742,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:30.512+05:00,9.003295898,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:31.016+05:00,4.395019531,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:31.518+05:00,6.333862305,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:32.019+05:00,12.05639648,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:32.523+05:00,7.774291992,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.026+05:00,3.583307518,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.026+05:00,3.732421875,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.026+05:00,1.272761679,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.026+05:00,1.473534687,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.026+05:00,0.837011153,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.529+05:00,0.600850224,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.529+05:00,0.818583979,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.529+05:00,3.673339844,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.529+05:00,4.159006316,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:33.529+05:00,2.739572113,investing.com,2021-10-24T21:40:16.815+0500,,,
2021-10-24T21:40:34.030+05:00,5.875366211,bestbuy.com,2021-10-24T21:40:33.978+0500,335.53719,98,3.423848877
2021-10-24T21:40:34.531+05:00,14.80810547,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:35.032+05:00,10.0871582,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:35.534+05:00,20.48205566,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:36.035+05:00,17.38757324,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:36.538+05:00,5.291748047,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:37.041+05:00,12.94280368,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:37.041+05:00,3.54284668,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:37.041+05:00,2.468757287,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:37.041+05:00,9.589104968,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:37.041+05:00,0.884941421,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:37.543+05:00,4.536132813,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:38.047+05:00,3.958007813,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:38.550+05:00,2.407972874,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:38.550+05:00,3.188110352,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:38.550+05:00,1.065527774,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:38.550+05:00,6.937871106,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:38.550+05:00,3.464370458,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:39.054+05:00,4.602050781,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:39.555+05:00,1.30220971,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:39.555+05:00,3.561401367,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:39.555+05:00,1.908908696,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:39.555+05:00,0.305222047,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:39.555+05:00,0.301476939,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:40.059+05:00,4.080566406,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:40.562+05:00,0.82454823,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:40.562+05:00,3.696533203,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:40.562+05:00,12.67809768,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:40.562+05:00,1.307448367,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:40.562+05:00,14.81009428,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:41.064+05:00,4.356445313,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:41.567+05:00,4.02331543,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.068+05:00,0.62582575,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.068+05:00,3.739624023,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.068+05:00,1.149512009,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.068+05:00,0.29166857,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.068+05:00,0.232017689,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.572+05:00,0.542512064,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.572+05:00,0.40440154,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.572+05:00,3.538208008,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.572+05:00,2.932649913,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:42.572+05:00,3.879563517,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.075+05:00,1.600290408,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.075+05:00,3.188545224,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.075+05:00,0.539016146,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.075+05:00,1.04923867,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.075+05:00,3.518920898,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.580+05:00,1.324871149,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.580+05:00,3.364868164,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.580+05:00,3.825031903,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.580+05:00,2.105645016,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:43.580+05:00,0.394515738,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.082+05:00,1.399003524,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.082+05:00,0.242770989,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.082+05:00,3.66015625,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.082+05:00,0.2878284,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.082+05:00,1.929602913,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.586+05:00,1.357141852,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.586+05:00,5.51278539,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.586+05:00,2.018149542,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.586+05:00,2.137493996,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:44.586+05:00,3.426147461,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:45.087+05:00,1.124174217,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:45.087+05:00,3.512573242,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:45.087+05:00,2.14287375,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:45.087+05:00,0.536066048,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:45.087+05:00,0.482633485,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:45.590+05:00,4.198486328,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:46.093+05:00,4.920288086,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:46.597+05:00,0.4973059,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:46.597+05:00,3.392700195,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:46.597+05:00,0.331419672,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:46.597+05:00,1.286440054,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:46.597+05:00,2.115165626,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:47.101+05:00,3.807617188,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:47.604+05:00,3.041240437,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:47.604+05:00,3.331176758,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:47.604+05:00,1.628927112,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:47.604+05:00,1.025010382,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:47.604+05:00,0.387302942,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.107+05:00,1.355690231,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.107+05:00,0.518403497,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.107+05:00,3.368652344,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.107+05:00,3.956147438,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.107+05:00,2.08205371,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.610+05:00,3.030119458,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.610+05:00,2.17642042,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.610+05:00,0.229382032,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.610+05:00,0.624317007,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:48.610+05:00,3.673706055,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:49.112+05:00,8.112792969,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:49.613+05:00,5.482666016,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:50.117+05:00,4.358154297,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:50.620+05:00,1.993553307,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:50.620+05:00,3.562988281,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:50.620+05:00,1.270092786,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:50.620+05:00,4.1747578,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:50.620+05:00,0.911111707,bestbuy.com,2021-10-24T21:40:33.978+0500,,,
2021-10-24T21:40:51.122+05:00,5.981079102,researchgate.net,2021-10-24T21:40:51.070+0500,304.7381056,86,3.543466344
2021-10-24T21:40:51.623+05:00,16.01135254,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:52.124+05:00,20.11816406,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:52.625+05:00,21.765625,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:53.127+05:00,13.96691895,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:53.628+05:00,19.0123291,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:54.129+05:00,10.04821777,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:54.630+05:00,6.569091797,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:55.133+05:00,4.406616211,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:55.637+05:00,0.225886542,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:55.637+05:00,3.34387207,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:55.637+05:00,3.566337525,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:55.637+05:00,1.993989172,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:55.637+05:00,1.346461811,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:56.141+05:00,6.66418457,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:56.644+05:00,1.040192898,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:56.644+05:00,3.23046875,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:56.644+05:00,1.645049077,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:56.644+05:00,0.424073397,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:56.644+05:00,3.109315372,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:57.148+05:00,3.556518555,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:57.652+05:00,3.504164414,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:57.652+05:00,3.360229492,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:57.652+05:00,0.524208775,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:57.652+05:00,0.512997161,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:57.652+05:00,2.466958478,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:58.155+05:00,4.118774414,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:58.659+05:00,0.862548365,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:58.659+05:00,3.227050781,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:58.659+05:00,0.292321889,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:58.659+05:00,1.366312873,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:58.659+05:00,0.211442618,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:59.161+05:00,3.571777344,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:59.665+05:00,0.09001052,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:59.665+05:00,3.148803711,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:59.665+05:00,3.344736841,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:59.665+05:00,1.983369618,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:40:59.665+05:00,1.271356704,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:00.166+05:00,4.385253906,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:00.670+05:00,3.94128418,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.174+05:00,1.319370455,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.174+05:00,3.279541016,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.174+05:00,0.502787358,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.174+05:00,0.174964769,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.174+05:00,1.997122582,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.678+05:00,1.420821549,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.678+05:00,4.074397071,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.678+05:00,3.377075195,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.678+05:00,1.6019747,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:01.678+05:00,1.051600822,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:02.181+05:00,4.699584961,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:02.684+05:00,1.016281803,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:02.684+05:00,3.422607422,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:02.684+05:00,1.613348852,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:02.684+05:00,0.247392474,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:02.684+05:00,2.87702313,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:03.187+05:00,3.260986328,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:03.691+05:00,4.744716944,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:03.691+05:00,3.58581543,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:03.691+05:00,0.280430132,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:03.691+05:00,1.042144565,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:03.691+05:00,3.422142247,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.194+05:00,0.284436087,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.194+05:00,0.767033045,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.194+05:00,3.487915039,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.194+05:00,1.151758859,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.194+05:00,0.100289726,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.697+05:00,3.553185982,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.697+05:00,0.062244062,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.697+05:00,2.11027072,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.697+05:00,1.3806712,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:04.697+05:00,3.162597656,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:05.201+05:00,5.742431641,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:05.705+05:00,0.05559936,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:05.705+05:00,3.335571289,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:05.705+05:00,1.389266037,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:05.705+05:00,3.535029144,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:05.705+05:00,2.090163748,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:06.207+05:00,10.57897949,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:06.711+05:00,5.71496582,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:07.215+05:00,4.54391446,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:07.215+05:00,3.629516602,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:07.215+05:00,1.617220468,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:07.215+05:00,1.906767834,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:07.215+05:00,1.019926159,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:07.719+05:00,4.296875,researchgate.net,2021-10-24T21:40:51.070+0500,,,
2021-10-24T21:41:08.220+05:00,7.750732422,uol.com.br,2021-10-24T21:41:08.147+0500,599.2838212,62,9.665868084
2021-10-24T21:41:08.724+05:00,14.19372559,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:09.227+05:00,0.508803932,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:09.227+05:00,6.418945313,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:09.227+05:00,6.484879812,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:09.227+05:00,8.18836371,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:09.227+05:00,1.194679966,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:09.730+05:00,9.335205078,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:10.233+05:00,7.247314453,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:10.734+05:00,8.849731445,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:11.235+05:00,21.5045166,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:11.737+05:00,18.29956055,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:12.238+05:00,23.66369629,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:12.739+05:00,25.17077637,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:13.241+05:00,20.49230957,uol.com.br,2021-10-24T21:41:08.147+0500,,,
2021-10-24T21:41:13.742+05:00,15.90771484,uol.com.br,2021-10-24T21:41:08.147+0500,,,
