"time","power_consumption.power","target"
"2021-10-20T22:16:19.973+05:00","0.16815779885388732","/firefox"
"2021-10-20T22:16:22.992+05:00","0.17990759818658053","/firefox"
"2021-10-20T22:16:23.494+05:00","0.07380829111918673","/firefox"
"2021-10-20T22:16:23.998+05:00","0.184755721834364","/firefox"
"2021-10-20T22:16:25.003+05:00","1.2718030579151431","/firefox"
"2021-10-20T22:16:25.506+05:00","0.12266245665638134","/firefox"
"2021-10-20T22:16:27.013+05:00","0.09503893013401468","/firefox"
"2021-10-20T22:16:34.039+05:00","3.390495526827844","/firefox"
"2021-10-20T22:16:36.554+05:00","1.008427628299603","/firefox"
"2021-10-20T22:16:38.064+05:00","1.529475111193535","/firefox"
"2021-10-20T22:16:41.085+05:00","0.8236382552190559","/firefox"
"2021-10-20T22:16:44.102+05:00","0.686687295579941","/firefox"
"2021-10-20T22:16:44.606+05:00","0.3195017278925599","/firefox"
"2021-10-20T22:16:45.610+05:00","0.6781373162933978","/firefox"
"2021-10-20T22:16:46.113+05:00","0.4327256641086346","/firefox"
"2021-10-20T22:16:47.120+05:00","0.45092470232243437","/firefox"
"2021-10-20T22:16:49.634+05:00","1.2545271005295087","/firefox"
"2021-10-20T22:16:50.639+05:00","0.8798946270165581","/firefox"
"2021-10-20T22:16:53.655+05:00","1.3478779058608517","/firefox"
"2021-10-20T22:16:54.157+05:00","1.528567684476507","/firefox"
"2021-10-20T22:17:06.702+05:00","2.458258135448039","/firefox"
"2021-10-20T22:17:08.210+05:00","2.665433814188028","/firefox"
"2021-10-20T22:17:10.724+05:00","1.7202383624907487","/firefox"
"2021-10-20T22:17:11.730+05:00","1.134613370259607","/firefox"
"2021-10-20T22:17:13.235+05:00","3.111050658103446","/firefox"
"2021-10-20T22:17:14.240+05:00","6.452104245824488","/firefox"
"2021-10-20T22:17:16.747+05:00","5.3911344630326505","/firefox"
"2021-10-20T22:17:17.751+05:00","8.10850546123613","/firefox"
"2021-10-20T22:17:18.254+05:00","11.745302137350476","/firefox"
"2021-10-20T22:17:18.757+05:00","9.477957364603137","/firefox"
"2021-10-20T22:17:19.760+05:00","14.542060440446717","/firefox"
"2021-10-20T22:17:20.263+05:00","5.7278507028552585","/firefox"
"2021-10-20T22:17:20.765+05:00","9.081508768555887","/firefox"
"2021-10-20T22:17:21.769+05:00","5.699229125932068","/firefox"
"2021-10-20T22:17:22.271+05:00","9.36084255274891","/firefox"
"2021-10-20T22:17:22.773+05:00","8.569993072584744","/firefox"
"2021-10-20T22:17:23.276+05:00","8.807374788913265","/firefox"
"2021-10-20T22:17:25.788+05:00","0.9261395008716833","/firefox"
"2021-10-20T22:17:26.290+05:00","3.079867894036843","/firefox"
"2021-10-20T22:17:26.793+05:00","3.176245788078294","/firefox"
"2021-10-20T22:17:27.296+05:00","0.8859612830035155","/firefox"
"2021-10-20T22:17:28.300+05:00","4.814588925432471","/firefox"
