time,power_consumption.power,,
2021-12-23T22:14:57.808+05:00,0,TIMEOUT|51.la|5.422|unknown error: net::ERR_SSL_PROTOCOL_ERROR,2021-12-23T22:14:56.395+05:00
2021-12-23T22:14:58.311+05:00,0.315682474,TIMEOUT|51.la|5.422|unknown error: net::ERR_SSL_PROTOCOL_ERROR,2021-12-23T22:14:56.395+05:00
2021-12-23T22:14:58.813+05:00,0.083891558,TIMEOUT|51.la|5.422|unknown error: net::ERR_SSL_PROTOCOL_ERROR,2021-12-23T22:14:56.395+05:00
2021-12-23T22:14:59.316+05:00,0.410574468,TIMEOUT|51.la|5.422|unknown error: net::ERR_SSL_PROTOCOL_ERROR,2021-12-23T22:14:56.395+05:00
2021-12-23T22:14:59.819+05:00,0.091820888,TIMEOUT|51.la|5.422|unknown error: net::ERR_SSL_PROTOCOL_ERROR,2021-12-23T22:14:56.395+05:00
2021-12-23T22:15:00.322+05:00,0.3505691,TIMEOUT|51.la|5.422|unknown error: net::ERR_SSL_PROTOCOL_ERROR,2021-12-23T22:14:56.395+05:00
2021-12-23T22:15:00.825+05:00,13.94449411,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:01.327+05:00,0.449337015,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:01.829+05:00,0.243832539,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:02.331+05:00,0.932904691,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:02.832+05:00,1.514167287,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:03.334+05:00,0.35838738,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:03.836+05:00,0.181661666,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:04.338+05:00,0.336076317,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:04.840+05:00,6.150224795,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:05.343+05:00,0.419123999,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:05.845+05:00,0.61787169,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:06.347+05:00,0.295246804,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:06.849+05:00,0.489093716,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:07.354+05:00,0.532094729,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:07.855+05:00,0,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:08.357+05:00,0.279240084,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:08.858+05:00,1.482397626,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:09.360+05:00,0.280563958,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:09.861+05:00,0.267405857,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:10.362+05:00,0.18212752,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:10.863+05:00,3.332825032,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:11.364+05:00,0.086803145,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:11.865+05:00,0.44377958,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:12.367+05:00,0.094157929,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:12.869+05:00,0.020698676,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:13.370+05:00,0.096835447,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:13.871+05:00,1.17191243,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:14.373+05:00,2.354430187,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:14.875+05:00,0.090265898,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:15.377+05:00,0.148274213,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:15.879+05:00,5.705990116,cnzz.com,2021-12-23T22:15:00.436+05:00
