"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached",
"23.227.38.32","","386","185","CF87C9F86817A2C47A6265C34C19379F","","","","-1","211011_TH_2J","45","HIGHEST","","","-1","182","-1","45","-1","","83","80","http/1.1","-1","3","http://myshopify.com/","-1","0","","myshopify.com:80","text/html","VeryHigh","","","-1","-1","script","250BF5168AEAC6F7E37F99C71D3FEC79","myshopify.com","0","CF87C9F86817A2C47A6265C34C19379F","","-1","0","3","","-1","","38","104","/","-1","48174","GET","42","83","","404","-1","gzip","","268","83","265","265","268","3","3","268","265","0","1","1","0",
"23.227.38.32","","386","184","0BBB70F27BE2F369D2E860893E4BAF10","","","","-1","211011_TH_2J","4","HIGHEST","","","-1","183","-1","4","-1","","43","80","http/1.1","-1","3","http://myshopify.com/","-1","0","","myshopify.com:80","text/html","VeryHigh","","","-1","-1","script","4E84C639553A9DAD76AB897B29F06F65","myshopify.com","0","0BBB70F27BE2F369D2E860893E4BAF10","","-1","0","3","","-1","","39","107","/","-1","48204","GET","1","43","","404","-1","gzip","","227","43","226","226","227","1","3","227","224","0","1","2","0",
"","","0","","99999.99999.1","","","","-1","211011_TH_2J","234","HIGHEST","","","-1","","-1","234","-1","","274","","","-1","3","http://cdn.shopify.com/shopifycloud/shopify/assets/external-assets-c88c32b3eed925f19319534890da0f33c579905096810aeb9da8987c98d51129.css","-1","0","","pm/cdn.shopify.com:80","","","","","-1","-1","","","cdn.shopify.com","0","99999.99999.1","","-1","0","234","","-1","","40","121","/shopifycloud/shopify/assets/external-assets-c88c32b3eed925f19319534890da0f33c579905096810aeb9da8987c98d51129.css","-1","","","0","274","","-1","-1","","","274","274","274","274","274","0","234","274","40","1","2","2","0",
"23.227.38.32","","386","196","AF4AC5FD316CC852FA715E38C217C69B","","","","-1","211011_TH_2J","3","HIGHEST","","","-1","192","-1","3","-1","","41","80","http/1.1","-1","3","http://myshopify.com/","-1","0","","myshopify.com:80","text/html","VeryHigh","","","-1","-1","script","D2E12A3A7841155CE7FC49A151393D1F","myshopify.com","0","AF4AC5FD316CC852FA715E38C217C69B","","-1","0","3","","-1","","38","104","/","-1","48230","GET","0","41","","404","-1","gzip","","237","41","233","233","237","4","3","237","234","0","1","3","0",
