"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","initiator_function","score_progressive_jpeg","jpeg_scan_count",
"45.57.90.1","3","517","1652","1000007102.46","","","max-age=604801","0","211011_NM_2A","-1","HIGHEST","","","-1","465","100","1441","-1","604801","1772","443","http/1.1","-1","3","https://assets.nflxext.com/ffe/siteui/fonts/nf-icon-v1-93.woff","1772","73572","","pm/ssl/assets.nflxext.com:443","font/woff","VeryHigh","","Mon, 18 Oct 2021 14:45:59 GMT","-1","-1","parser","99CD489834EC2D339E4B9F4E966587F4","assets.nflxext.com","73925","1000007102.46","","100","1","-1","","-1","https://www.netflix.com/cz-en/","100","273","/ffe/siteui/fonts/nf-icon-v1-93.woff","1542","54610","GET","-1","1541","","200","230","","","3424","1772","2237","2237","3424","1187","1441","3424","1982","20","21","1","0","","","","","","73572","","","","","","",
"45.57.90.1","3","420","2166","1000007102.17","0","","max-age=604801","0","211011_NM_2A","-1","LOWEST","137040","","-1","492","100","1440","100","604801","1778","443","http/1.1","-1","3","https://assets.nflxext.com/ffe/siteui/acquisition/ourStory/fuji/desktop/device-pile.png","1778","137040","","ssl/assets.nflxext.com:443","image/png","Low","","Mon, 18 Oct 2021 14:45:59 GMT","-1","-1","parser","99CD489834EC2D339E4B9F4E966587F4","assets.nflxext.com","137362","1000007102.17","","100","1","-1","","-1","https://www.netflix.com/cz-en/","106","269","/ffe/siteui/acquisition/ourStory/fuji/desktop/device-pile.png","1546","54602","GET","-1","1546","","200","232","","","3944","1778","2270","2270","3944","1674","1440","3944","2504","21","22","1","0","","","","","","137040","","","","","","",
"104.20.184.68","0","368","592","1000007102.70","","","","100","211011_NM_2A","1747","LOWEST","","","-1","591","0","1748","-1","0","2662","443","HTTP/2","100","3","https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location","2662","397","397","ssl/geolocation.onetrust.com:443","text/javascript","Low","7620","","-1","-1","script","99CD489834EC2D339E4B9F4E966587F4","geolocation.onetrust.com","397","1000007102.70","0","100","1","1558","","-1","https://cdn.cookielaw.org/scripttemplates/otSDKStub.js","343","291","/cookieconsentpub/v1/geo/location","2091","52336","GET","189","2091","","200","571","gzip","Cloudflare","3254","2662","3253","3253","3254","1","1558","3254","1695","22","23","1","0","1","147","True","0","","197","","0","","se.jsonp","","",
"45.57.90.1","3","547","628","1000007102.64","0","","max-age=604801","0","211011_NM_2A","-1","LOWEST","22171","","-1","590","100","-1","100","604801","2755","443","http/1.1","-1","3","https://assets.nflxext.com/ffe/siteui/acquisition/ourStory/fuji/desktop/download-icon.gif","-1","22171","","ssl/assets.nflxext.com:443","image/gif","Low","","Mon, 18 Oct 2021 14:46:00 GMT","-1","-1","parser","99CD489834EC2D339E4B9F4E966587F4","assets.nflxext.com","22492","1000007102.64","","100","1","-1","","-1","https://www.netflix.com/cz-en/","-1","271","/ffe/siteui/acquisition/ourStory/fuji/desktop/download-icon.gif","-1","54606","GET","-1","-1","","200","-1","","","3383","2755","3345","3345","3383","38","2755","3383","628","23","24","1","0","","","","","","22171","","","","","","",
"54.246.79.9","3","1433","560","1000007102.71","","","no-cache, no-store, max-age=0, must-revalidate","-1","211011_NM_2A","-1","MEDIUM","","","-1","560","-1","-1","-1","","2848","","HTTP/2","-1","3","https://www.netflix.com/personalization/log","-1","0","","","","High","26480","0","-1","-1","script","99CD489834EC2D339E4B9F4E966587F4","www.netflix.com","350","1000007102.71","","100","1","-1","","-1","https://codex.nflxext.com/%5E3.0.0/truthBundle/webui/1.22.5-shakti-js-v080e06a5/js/js/signup%7Cnmhp%7CnmhpFrameworkClient.js/2/0a3c022R2K2T052H2X3b070k003d2W372O2Z2U362L2Y2-2M2E01380M/l/true/none","-1","115","/personalization/log","-1","","POST","-1","-1","","200","-1","","","3408","2848","3408","3408","3408","0","2848","3408","560","24","25","1","0","13","","","","","","","","","send","","",
"45.57.90.1","3","405","472","1000007102.65","","","max-age=604801","-1","211011_NM_2A","-1","LOWEST","","","-1","375","-1","-1","-1","","3167","443","http/1.1","-1","3","https://assets.nflxext.com/ffe/siteui/acquisition/ourStory/fuji/desktop/video-tv-0819.m4v","-1","270046","","ssl/assets.nflxext.com:443","video/x-m4v","Low","","Mon, 18 Oct 2021 14:46:01 GMT","-1","-1","parser","99CD489834EC2D339E4B9F4E966587F4","assets.nflxext.com","48412","1000007102.65","","-1","1","-1","","-1","https://www.netflix.com/cz-en/","-1","270","/ffe/siteui/acquisition/ourStory/fuji/desktop/video-tv-0819.m4v","-1","54604","GET","-1","-1","","206","-1","","","3639","3167","3542","3542","3639","97","3167","3639","472","25","26","1","0","","","","","","48412","","","","","","",
"104.16.149.64","0","365","972","1000007102.72","","","public, max-age=691200","100","211011_NM_2A","-1","LOWEST","","","-1","407","0","-1","-1","-1772784","3263","","HTTP/2","100","3","https://cdn.cookielaw.org/scripttemplates/6.6.0/otBannerSdk.js","-1","73082","73082","","application/javascript","Low","7620","Tue, 19 Oct 2021 14:46:00 GMT","-1","-1","script","99CD489834EC2D339E4B9F4E966587F4","cdn.cookielaw.org","73394","1000007102.72","0","100","1","-1","","-1","https://cdn.cookielaw.org/scripttemplates/otSDKStub.js","-1","181","/scripttemplates/6.6.0/otBannerSdk.js","-1","","GET","-1","-1","","200","-1","gzip","Cloudflare","4235","3263","3670","3670","4235","565","3263","4235","972","26","27","1","0","3","147","True","0","","345623","","6","8","se.jsonp","","",
"45.57.90.1","3","405","543","1000007102.66","","","max-age=604801","-1","211011_NM_2A","-1","LOWEST","","","-1","446","-1","-1","-1","","3385","443","http/1.1","-1","3","https://assets.nflxext.com/ffe/siteui/acquisition/ourStory/fuji/desktop/video-devices.m4v","-1","266160","","ssl/assets.nflxext.com:443","video/x-m4v","Low","","Mon, 18 Oct 2021 14:46:01 GMT","-1","-1","parser","99CD489834EC2D339E4B9F4E966587F4","assets.nflxext.com","48412","1000007102.66","","-1","1","-1","","-1","https://www.netflix.com/cz-en/","-1","271","/ffe/siteui/acquisition/ourStory/fuji/desktop/video-devices.m4v","-1","54606","GET","-1","-1","","206","-1","","","3928","3385","3831","3831","3928","97","3385","3928","543","27","28","1","0","","","","","","48412","","","","","","",
"45.57.90.1","0","457","559","1000007102.73","","","max-age=604801","-1","211011_NM_2A","-1","LOWEST","","","-1","545","-1","-1","-1","","3646","443","http/1.1","-1","3","https://assets.nflxext.com/ffe/siteui/acquisition/ourStory/fuji/desktop/video-tv-0819.m4v","-1","7902","","ssl/assets.nflxext.com:443","video/x-m4v","Low","","Mon, 18 Oct 2021 14:46:01 GMT","-1","-1","parser","99CD489834EC2D339E4B9F4E966587F4","assets.nflxext.com","8258","1000007102.73","","-1","1","-1","","-1","https://www.netflix.com/cz-en/","-1","268","/ffe/siteui/acquisition/ourStory/fuji/desktop/video-tv-0819.m4v","-1","54600","GET","-1","-1","","206","-1","","","4205","3646","4191","4191","4205","14","3646","4205","559","28","29","1","0","","","","","","7902","","","","","","",
"45.57.90.1","0","457","511","1000007102.74","","","max-age=604801","-1","211011_NM_2A","-1","LOWEST","","","-1","504","-1","-1","-1","","3931","443","http/1.1","-1","3","https://assets.nflxext.com/ffe/siteui/acquisition/ourStory/fuji/desktop/video-devices.m4v","-1","4016","","ssl/assets.nflxext.com:443","video/x-m4v","Low","","Mon, 18 Oct 2021 14:46:01 GMT","-1","-1","parser","99CD489834EC2D339E4B9F4E966587F4","assets.nflxext.com","4372","1000007102.74","","-1","1","-1","","-1","https://www.netflix.com/cz-en/","-1","267","/ffe/siteui/acquisition/ourStory/fuji/desktop/video-devices.m4v","-1","54598","GET","-1","-1","","206","-1","","","4442","3931","4435","4435","4442","7","3931","4442","511","29","30","1","0","","","","","","4016","","","","","","",
