"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","score_progressive_jpeg","jpeg_scan_count",
"87.248.118.23","7","367","112","1000013482.4","","","max-age=31536000; immutable","100","211011_ZZ_1Z","1956","HIGHEST","","","-1","51","100","1956","-1","30515124","2059","443","HTTP/2","100","3","https://s.yimg.com/oa/build/css/site-ltr-d43e0c55.css","2059","23491","23491","ssl/s.yimg.com:443","text/css","VeryHigh","","","-1","-1","parser","40499F8A672A07C5DC26FEE5632BA3F8","s.yimg.com","23988","1000013482.4","0","100","1","1955","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","44","165","/oa/build/css/site-ltr-d43e0c55.css","2000","37124","GET","1","2000","","200","59","gzip","Yahoo","2171","2059","2110","2110","2171","61","1955","2171","216","5","6","2","0","1","256","True","0","","142010","","","","","",
"87.248.118.23","29","408","115","1000013482.5","0","","public,max-age=86400","100","211011_ZZ_1Z","-1","LOWEST","760","","-1","115","50","-1","100","32298","2059","","HTTP/2","-1","3","https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_p_bestfit_frontpage.png","-1","760","","","image/png","Low","","Tue, 31 Aug 2021 23:00:00 GMT","-1","-1","parser","40499F8A672A07C5DC26FEE5632BA3F8","s.yimg.com","1028","1000013482.5","","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","-1","165","/rz/p/yahoo_frontpage_en-US_s_f_p_bestfit_frontpage.png","-1","","GET","-1","-1","","200","-1","","Yahoo","2174","2059","2174","2174","2174","0","2059","2174","115","6","7","2","0","3","","","","","760","","","","","",
"54.75.180.192","79","630","124","1000013482.9","","","","-1","211011_ZZ_1Z","-1","LOWEST","","","-1","124","-1","-1","-1","","2177","443","http/1.1","-1","3","https://consent.yahoo.com/beacon?tag=TCF2&step=Layer1-View&brandDomain=www.yahoo.com&brandBid=&userType=nonreg&sdk=false&tos=en-US&country=CZ&sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","-1","142","","ssl/consent.yahoo.com:443","","Low","","","-1","-1","parser","40499F8A672A07C5DC26FEE5632BA3F8","consent.yahoo.com","142","1000013482.9","","-1","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","-1","144","/beacon?tag=TCF2&step=Layer1-View&brandDomain=www.yahoo.com&brandBid=&userType=nonreg&sdk=false&tos=en-US&country=CZ&sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","-1","38260","GET","-1","-1","","204","-1","","","2301","2177","2301","2301","2301","0","2177","2301","124","7","8","2","0","","","","","","","","","","","",
"87.248.118.23","29","408","80","1000013482.6","0","","public,max-age=86400","100","211011_ZZ_1Z","-1","LOWEST","810","","-1","80","0","-1","100","757","2178","","HTTP/2","-1","3","https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_w_bestfit_frontpage.png","-1","810","","","image/png","Low","","Tue, 31 Aug 2021 23:00:00 GMT","-1","-1","parser","40499F8A672A07C5DC26FEE5632BA3F8","s.yimg.com","1007","1000013482.6","","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","-1","165","/rz/p/yahoo_frontpage_en-US_s_f_w_bestfit_frontpage.png","-1","","GET","-1","-1","","200","-1","","Yahoo","2258","2178","2258","2258","2258","0","2178","2258","80","8","9","2","0","7","147","True","5","","810","","","","","",
"87.248.118.23","29","376","79","1000013482.7","","","","0","211011_ZZ_1Z","-1","LOWEST","","","-1","71","0","-1","-1","0","2178","","HTTP/2","36","3","https://edge-mcdn.secure.yahoo.com/ybar/cerebro_min.js","-1","5188","5188","","application/javascript","Low","","","-1","-1","parser","40499F8A672A07C5DC26FEE5632BA3F8","edge-mcdn.secure.yahoo.com","5449","1000013482.7","3285","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","-1","165","/ybar/cerebro_min.js","-1","","GET","-1","-1","","200","-1","","","2257","2178","2249","2249","2257","8","2178","2257","79","9","10","2","0","9","","","","","5188","","2","1","","",
"87.248.118.23","78","346","69","1000013482.8","","","max-age=31536000; immutable","100","211011_ZZ_1Z","-1","MEDIUM","","","-1","53","100","-1","-1","30515124","2178","","HTTP/2","100","3","https://s.yimg.com/oa/build/js/site-5e9771c8.js","-1","10137","10137","","application/javascript","Medium","","","-1","-1","parser","40499F8A672A07C5DC26FEE5632BA3F8","s.yimg.com","10321","1000013482.8","0","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","-1","165","/oa/build/js/site-5e9771c8.js","-1","","GET","-1","-1","","200","-1","gzip","Yahoo","2247","2178","2231","2231","2247","16","2178","2247","69","10","11","2","0","5","183","True","0","","52591","","1","4","","",
"87.248.118.23","78","429","183","1000013482.17","0","","max-age=31536000; immutable","100","211011_ZZ_1Z","-1","MEDIUM","63640","","-1","76","100","-1","100","30760432","2184","","HTTP/2","100","3","https://s.yimg.com/oa/build/images/en-GB-home_f0badd867efa6720.jpeg","-1","63640","63640","","image/jpeg","Low","","","-1","-1","parser","40499F8A672A07C5DC26FEE5632BA3F8","s.yimg.com","63905","1000013482.17","0","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","-1","165","/oa/build/images/en-GB-home_f0badd867efa6720.jpeg","-1","","GET","-1","-1","","200","-1","gzip","Yahoo","2367","2184","2260","2260","2367","107","2184","2367","183","11","12","2","0","11","147","True","9","","79439","","","","0","1",
"87.248.118.23","","388","48","1000013482.22","","","max-age=31536000; immutable","100","211011_ZZ_1Z","-1","MEDIUM","","","-1","47","100","-1","-1","30030082","2373","","HTTP/2","-1","3","https://s.yimg.com/oa/build/images/favicons/yahoo.png","-1","1406","","","image/png","High","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","s.yimg.com","1626","1000013482.22","","100","1","-1","","-1","","-1","165","/oa/build/images/favicons/yahoo.png","-1","","GET","-1","-1","","200","-1","","Yahoo","2421","2373","2420","2420","2421","1","2373","2421","48","12","13","2","0","13","220","True","0","","1406","","","","","",
"188.125.72.139","29","435","165","1000013482.16","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","2182","IDLE","","","-1","165","-1","2182","-1","","2386","443","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","2385","511","","pm/ssl/csp.yahoo.com:443","","VeryLow","","-1","-1","-1","parser","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","511","1000013482.16","","-1","1","2182","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","120","195","/beacon/csp?src=guce","2302","55496","POST","0","2302","","204","83","","","2551","2386","2551","2551","2551","0","2182","2551","368","13","14","2","0","1","110","True","0","","","","","","","",
"188.125.72.139","0","435","173","1000013482.20","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","173","-1","-1","-1","","2386","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","941","-1","-1","-1","script","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.20","","-1","1","-1","","-1","https://edge-mcdn.secure.yahoo.com/ybar/cerebro_min.js","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2559","2386","2559","2559","2559","0","2386","2559","173","14","15","2","0","3","","","","","","","","","","",
"87.248.118.23","0","382","63","1000013482.21","","","","0","211011_ZZ_1Z","2177","MEDIUM","","","-1","58","0","2261","-1","0","2434","443","HTTP/2","14","3","https://edge-mcdn.secure.yahoo.com/ybar/exp.json","2434","3731","3731","pm/ssl/edge-mcdn.secure.yahoo.com:443","application/json","High","941","","-1","-1","script","40499F8A672A07C5DC26FEE5632BA3F8","edge-mcdn.secure.yahoo.com","4217","1000013482.21","3183","100","1","2176","","-1","https://edge-mcdn.secure.yahoo.com/ybar/cerebro_min.js","107","216","/ybar/exp.json","2368","37132","GET","1","2368","","200","66","","","2497","2434","2492","2492","2497","5","2176","2497","237","15","16","2","0","1","220","True","0","","3731","","","","","",
"188.125.72.139","","435","177","1000013482.24","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","177","-1","-1","-1","","2501","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.24","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2678","2501","2678","2678","2678","0","2501","2678","177","16","17","2","0","5","110","True","3","","","","","","","",
"188.125.72.139","","435","167","1000013482.26","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","167","-1","-1","-1","","2511","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.26","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2678","2511","2678","2678","2678","0","2511","2678","167","17","18","2","0","7","110","True","5","","","","","","","",
"188.125.72.139","","435","175","1000013482.28","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","175","-1","-1","-1","","2513","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","119","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","119","1000013482.28","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2688","2513","2688","2688","2688","0","2513","2688","175","18","19","2","0","9","110","True","7","","","","","","","",
"188.125.72.139","","435","177","1000013482.30","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","177","-1","-1","-1","","2513","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.30","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2690","2513","2690","2690","2690","0","2513","2690","177","19","20","2","0","11","110","True","9","","","","","","","",
"188.125.72.139","","435","185","1000013482.32","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","185","-1","-1","-1","","2513","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.32","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2698","2513","2698","2698","2698","0","2513","2698","185","20","21","2","0","13","110","True","11","","","","","","","",
"188.125.72.139","","435","225","1000013482.34","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","225","-1","-1","-1","","2513","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.34","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2738","2513","2738","2738","2738","0","2513","2738","225","21","22","2","0","15","110","True","13","","","","","","","",
"188.125.72.139","","435","220","1000013482.36","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","220","-1","-1","-1","","2514","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.36","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2734","2514","2734","2734","2734","0","2514","2734","220","22","23","2","0","17","110","True","15","","","","","","","",
"188.125.72.139","","435","228","1000013482.38","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","228","-1","-1","-1","","2514","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","122","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","122","1000013482.38","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2742","2514","2742","2742","2742","0","2514","2742","228","23","24","2","0","19","110","True","17","","","","","","","",
"188.125.72.139","","435","406","1000013482.40","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","406","-1","-1","-1","","2514","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","122","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","122","1000013482.40","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2920","2514","2920","2920","2920","0","2514","2920","406","24","25","2","0","21","110","True","19","","","","","","","",
"188.125.72.139","","435","246","1000013482.42","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","246","-1","-1","-1","","2514","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.42","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2760","2514","2760","2760","2760","0","2514","2760","246","25","26","2","0","23","110","True","21","","","","","","","",
"87.248.118.23","","385","62","1000013482.29","0","","","0","211011_ZZ_1Z","-1","LOWEST","42","","-1","61","0","-1","100","0","2562","","HTTP/2","-1","3","https://dns-vuxgt40po.sombrero.yahoo.net/pixel.gif","-1","42","","","image/gif","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","dns-vuxgt40po.sombrero.yahoo.net","267","1000013482.29","","100","1","-1","","-1","","-1","165","/pixel.gif","-1","","GET","-1","-1","","200","-1","","","2624","2562","2623","2623","2624","1","2562","2624","62","26","27","2","0","15","","","","","42","","","","","",
"99.86.245.70","","395","43","1000013482.31","0","","","100","211011_ZZ_1Z","2512","LOWEST","42","","-1","43","0","2512","100","0","2649","443","HTTP/2","-1","3","https://d1vl8wytztdz.cloudfront.net/pixel.gif?rand=ffzt3kt92","2648","42","","ssl/d1vl8wytztdz.cloudfront.net:443","image/gif","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","d1vl8wytztdz.cloudfront.net","404","1000013482.31","","100","1","2508","","-1","","71","312","/pixel.gif?rand=ffzt3kt92","2583","57552","GET","4","2583","","200","65","","Amazon CloudFront","2692","2649","2692","2692","2692","0","2508","2692","183","27","28","2","0","1","147","True","0","","42","","","","","",
"8.249.62.20","","392","48","1000013482.37","0","","max-age=31536000","100","211011_ZZ_1Z","2514","LOWEST","43","","-1","47","100","2514","100","1573528","2654","443","http/1.1","-1","3","https://vop-yahoo.secure.footprint.net/pixel.gif?rand=3sb8uughc","2653","43","","ssl/vop-yahoo.secure.footprint.net:443","image/gif","Low","","Sat, 11 Dec 2021 16:03:59 GMT","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","vop-yahoo.secure.footprint.net","914","1000013482.37","","100","1","2513","","-1","","71","325","/pixel.gif?rand=3sb8uughc","2585","52098","GET","1","2585","","200","68","","Level 3","2702","2654","2701","2701","2702","1","2513","2702","188","28","29","2","0","","","","","","43","","","","","",
"87.248.118.23","","398","50","1000013482.33","0","","public, max-age=86400","0","211011_ZZ_1Z","2512","LOWEST","42","","-1","49","50","2512","100","39564","2663","443","HTTP/2","-1","3","https://cerebro.edna.yahoo.net/noquery/pixel.gif?rand=jwopntwax","2663","42","","ssl/cerebro.edna.yahoo.net:443","image/gif","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","cerebro.edna.yahoo.net","543","1000013482.33","","100","1","2509","","-1","","77","313","/noquery/pixel.gif?rand=jwopntwax","2590","37136","GET","3","2589","","200","73","","","2713","2663","2712","2712","2713","1","2509","2713","203","29","30","2","0","1","147","True","0","","42","","","","","",
"92.122.48.56","","385","40","1000013482.41","0","","max-age=23237131","100","211011_ZZ_1Z","2560","LOWEST","43","","-1","39","100","2560","100","23237131","2681","443","http/1.1","-1","3","https://vop-yahoo.akamaized.net/pixel.gif?rand=msdeql74k","2679","43","","ssl/vop-yahoo.akamaized.net:443","image/gif","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","vop-yahoo.akamaized.net","1096","1000013482.41","","100","1","2559","","-1","","49","344","/pixel.gif?rand=msdeql74k","2609","35230","GET","1","2609","","200","70","","Akamai","2721","2681","2720","2720","2721","1","2559","2721","160","30","31","2","0","","","","","","43","","","","","",
"152.195.132.116","","385","58","1000013482.39","0","","","100","211011_ZZ_1Z","2552","LOWEST","43","","-1","58","0","2552","100","0","2689","443","http/1.1","-1","3","https://edgecast-vod.yahoo.net/pixel2.gif?rand=ujpox51e2","2689","43","","ssl/edgecast-vod.yahoo.net:443","image/gif","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","edgecast-vod.yahoo.net","600","1000013482.39","","100","1","2552","","-1","","74","334","/pixel2.gif?rand=ujpox51e2","2626","41562","GET","0","2626","","200","63","","Amazon CloudFront","2747","2689","2747","2747","2747","0","2552","2747","195","31","32","2","0","","","","","","43","","","","","",
"178.79.242.0","","383","55","1000013482.35","0","","","100","211011_ZZ_1Z","2514","LOWEST","43","","-1","55","0","2514","100","0","2724","443","http/1.1","-1","3","https://yahoovod.hs.llnwd.net/pixel.gif?rand=uqal6icmv","2724","43","","ssl/yahoovod.hs.llnwd.net:443","image/gif","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","yahoovod.hs.llnwd.net","544","1000013482.35","","100","1","2512","","-1","","80","324","/pixel.gif?rand=uqal6icmv","2594","56158","GET","2","2594","","200","130","","Limelight","2779","2724","2779","2779","2779","0","2512","2779","267","32","33","2","0","","","","","","43","","","","","",
"188.125.90.200","","377","85","1000013482.23","","","no-store","-1","211011_ZZ_1Z","2553","LOWEST","","","-1","85","-1","2553","-1","","2762","443","HTTP/2","-1","3","https://v-aexs07h83m.wc.yahoodns.net/i.gif","2761","212","","ssl/v-aexs07h83m.wc.yahoodns.net:443","","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","v-aexs07h83m.wc.yahoodns.net","212","1000013482.23","","-1","1","2502","","-1","","114","335","/i.gif","2667","39048","GET","51","2667","","204","94","","","2847","2762","2847","2847","2847","0","2502","2847","344","33","34","2","0","","","","","","","","","","","",
"209.73.179.139","","377","150","1000013482.25","","","no-store","-1","211011_ZZ_1Z","2562","LOWEST","","","-1","150","-1","2562","-1","","2883","443","HTTP/2","-1","3","https://v-bcixgqnklv.wc.yahoodns.net/i.gif","2883","212","","ssl/v-bcixgqnklv.wc.yahoodns.net:443","","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","v-bcixgqnklv.wc.yahoodns.net","212","1000013482.25","","-1","1","2507","","-1","","162","345","/i.gif","2724","48328","GET","55","2724","","204","159","","","3033","2883","3033","3033","3033","0","2507","3033","526","34","35","2","0","","","","","","","","","","","",
"69.147.70.103","","381","171","1000013482.27","0","","","0","211011_ZZ_1Z","2570","LOWEST","42","","-1","171","0","2570","100","0","2924","443","HTTP/2","-1","3","https://v-cu8z1yxvk6.wc.yahoodns.net/pixel.gif","2923","42","","ssl/v-cu8z1yxvk6.wc.yahoodns.net:443","image/gif","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","v-cu8z1yxvk6.wc.yahoodns.net","494","1000013482.27","","100","1","2508","","-1","","174","346","/pixel.gif","2744","40288","GET","62","2744","","200","179","","","3095","2924","3095","3095","3095","0","2508","3095","586","35","36","2","0","1","147","True","0","","42","","","","","",
"188.125.72.139","","436","188","1000013482.44","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","188","-1","-1","-1","","3101","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","117","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","117","1000013482.44","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3289","3101","3289","3289","3289","0","3101","3289","188","36","37","2","0","25","110","True","0","","","","","","","",
"188.125.72.139","","436","198","1000013482.46","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","198","-1","-1","-1","","3102","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.46","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3300","3102","3300","3300","3300","0","3102","3300","198","37","38","2","0","27","110","True","25","","","","","","","",
"188.125.72.139","","436","211","1000013482.48","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","211","-1","-1","-1","","3102","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.48","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3313","3102","3313","3313","3313","0","3102","3313","211","38","39","2","0","29","110","True","27","","","","","","","",
"188.125.72.139","","436","220","1000013482.50","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","220","-1","-1","-1","","3102","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","csp.yahoo.com","94","1000013482.50","","-1","1","-1","","-1","","-1","195","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3322","3102","3322","3322","3322","0","3102","3322","220","39","40","2","0","31","110","True","29","","","","","","","",
