"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","score_progressive_jpeg","jpeg_scan_count",
"188.125.90.201","","377","85","1000012694.23","","","no-store","-1","211011_ZZ_1Z","2769","LOWEST","","","-1","85","-1","2769","-1","","2941","443","HTTP/2","-1","3","https://v-aa78tbhsfa.wc.yahoodns.net/i.gif","2940","212","","ssl/v-aa78tbhsfa.wc.yahoodns.net:443","","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","v-aa78tbhsfa.wc.yahoodns.net","212","1000012694.23","","-1","1","2716","","-1","","79","320","/i.gif","2848","43880","GET","53","2848","","204","92","","","3026","2941","3026","3026","3026","0","2716","3026","309","30","31","1","0","","","","","","","","","","","",
"152.195.132.116","","385","56","1000012694.39","0","","","100","211011_ZZ_1Z","2853","LOWEST","43","","-1","56","0","2853","100","0","2969","443","http/1.1","-1","3","https://edgecast-vod.yahoo.net/pixel2.gif?rand=ijf4722c1","2969","43","","ssl/edgecast-vod.yahoo.net:443","image/gif","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","edgecast-vod.yahoo.net","600","1000012694.39","","100","1","2788","","-1","","52","341","/pixel2.gif?rand=ijf4722c1","2905","41496","GET","65","2905","","200","64","","Amazon CloudFront","3025","2969","3025","3025","3025","0","2788","3025","237","31","32","1","0","","","","","","43","","","","","",
"92.122.48.56","","385","45","1000012694.41","0","","max-age=23237147","100","211011_ZZ_1Z","2875","LOWEST","43","","-1","45","100","2875","100","23237147","2983","443","http/1.1","-1","3","https://vop-yahoo.akamaized.net/pixel.gif?rand=4bb56hdil","2982","43","","ssl/vop-yahoo.akamaized.net:443","image/gif","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","vop-yahoo.akamaized.net","1096","1000012694.41","","100","1","2827","","-1","","42","342","/pixel.gif?rand=4bb56hdil","2917","35162","GET","48","2917","","200","65","","Akamai","3028","2983","3028","3028","3028","0","2827","3028","200","32","33","1","0","","","","","","43","","","","","",
"178.79.242.128","","383","55","1000012694.35","0","","","100","211011_ZZ_1Z","2809","LOWEST","43","","-1","55","0","2809","100","0","3003","443","http/1.1","-1","3","https://yahoovod.hs.llnwd.net/pixel.gif?rand=hy9rfllm1","3003","43","","ssl/yahoovod.hs.llnwd.net:443","image/gif","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","yahoovod.hs.llnwd.net","544","1000012694.35","","100","1","2769","","-1","","72","333","/pixel.gif?rand=hy9rfllm1","2881","60246","GET","40","2881","","200","122","","Limelight","3058","3003","3058","3058","3058","0","2769","3058","289","33","34","1","0","","","","","","43","","","","","",
"67.195.176.8","","381","153","1000012694.27","0","","","0","211011_ZZ_1Z","2777","LOWEST","42","","-1","152","0","2778","100","0","3085","443","HTTP/2","-1","3","https://v-cuwmxuuqqb.wc.yahoodns.net/pixel.gif","3085","42","","ssl/v-cuwmxuuqqb.wc.yahoodns.net:443","image/gif","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","v-cuwmxuuqqb.wc.yahoodns.net","496","1000012694.27","","100","1","2720","","-1","","147","322","/pixel.gif","2925","55918","GET","57","2925","","200","160","","","3238","3085","3237","3237","3238","1","2720","3238","517","34","35","1","0","1","147","True","0","","42","","","","","",
"8.241.44.169","","392","45","1000012694.37","0","","max-age=31536000","100","211011_ZZ_1Z","3006","LOWEST","43","","-1","44","100","3006","100","1573544","3097","443","http/1.1","-1","3","https://vop-yahoo.secure.footprint.net/pixel.gif?rand=qwpvvqphx","3096","43","","ssl/vop-yahoo.secure.footprint.net:443","image/gif","Low","","Sat, 11 Dec 2021 16:03:59 GMT","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","vop-yahoo.secure.footprint.net","914","1000012694.37","","100","1","2777","","-1","","40","363","/pixel.gif?rand=qwpvvqphx","3046","58960","GET","229","3046","","200","50","","Level 3","3142","3097","3141","3141","3142","1","2777","3142","364","35","36","1","0","","","","","","43","","","","","",
"188.125.72.139","","436","188","1000012694.44","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","188","-1","-1","-1","","3244","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","93","","","","VeryLow","","-1","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","csp.yahoo.com","93","1000012694.44","","-1","1","-1","","-1","","-1","199","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3432","3244","3432","3432","3432","0","3244","3432","188","36","37","1","0","25","110","True","0","","","","","","","",
"188.125.72.139","","436","193","1000012694.46","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","193","-1","-1","-1","","3245","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","csp.yahoo.com","94","1000012694.46","","-1","1","-1","","-1","","-1","199","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3438","3245","3438","3438","3438","0","3245","3438","193","37","38","1","0","27","110","True","25","","","","","","","",
"188.125.72.139","","436","213","1000012694.48","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","213","-1","-1","-1","","3246","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","csp.yahoo.com","94","1000012694.48","","-1","1","-1","","-1","","-1","199","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3459","3246","3459","3459","3459","0","3246","3459","213","38","39","1","0","29","110","True","27","","","","","","","",
"188.125.72.139","","436","223","1000012694.50","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","223","-1","-1","-1","","3246","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","93","","","","VeryLow","","-1","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","csp.yahoo.com","93","1000012694.50","","-1","1","-1","","-1","","-1","199","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3469","3246","3469","3469","3469","0","3246","3469","223","39","40","1","0","31","110","True","29","","","","","","","",
"87.248.106.201","","2991","86","1000012694.43","","","no-store","-1","211011_ZZ_1Z","3315","LOWEST","","","-1","86","-1","3315","-1","","3454","443","HTTP/2","-1","3","https://ybar-mcdn-report.wc.yahoodns.net/cs/W3sibiI6ImNvcmVkbnMiLCJtIjpbMjcxNS44MDAwMDAzNTQ2NDc2LDAsMCwyNzE1LjgwMDAwMDM1NDY0NzYsMjcxNS44MDAwMDAzNTQ2NDc2LDI3MTUuODAwMDAwMzU0NjQ3NiwyNzE1LjgwMDAwMDM1NDY0NzYsMCwyNzE1LjgwMDAwMDM1NDY0NzYsMjc3OC43OTk5OTk1MDUyODE0LDI4MjUuNzk5OTk5NzU4NjAxLDI4MjYuMzk5OTk4NzM5MzYxOF0sInIiOjAsInMiOjE2MzM5NjI3NjEwNzMsImUiOjE2MzM5NjI3NjExODgsInEiOiJpbWFnZSIsImIiOiJsa283ZW8xeWwifSx7Im4iOiJjbG91ZGZyb250IiwibSI6WzI3MTYuNDk5OTk5MTY1NTM1LDAsMCwyNzE2LjQ5OTk5OTE2NTUzNSwyNzIzLjc5OTk5OTgwMzMwNDcsMjc5NS44MDAwMDA0MjkxNTM0LDI3OTUuODAwMDAwNDI5MTUzNCwyODQ4LjUwMDAwMDMxMjkyNDQsMjkwNi43OTk5OTk5OTcwMTk4LDI5MDcuMDk5OTk5NDg3NCwyOTUxLjI5OTk5ODkwOTIzNSwyOTUxLjc5OTk5OTkyMjUxNF0sInIiOjAsInMiOjE2MzM5NjI3NjEwNzMsImUiOjE2MzM5NjI3NjEzMTQsInEiOiJpbWFnZSIsImIiOiJ1bmRlZmluZWQifSx7Im4iOiJ5Y3MiLCJtIjpbMjcxNy4xMDAwMDAwMDg5NDA3LDAsMCwyNzE3LjEwMDAwMDAwODk0MDcsMjcyNC4wOTk5OTkyOTM2ODUsMjc5NC4xOTk5OTk0MjE4MzUsMjc5NC4xOTk5OTk0MjE4MzUsMjg1OC4zMDAwMDA0MjkxNTM0LDI5MTguMzk5OTk4OTE4MTc1NywyOTE4LjQ5OTk5ODc0ODMwMjUsMjk3NC40OTk5OTg2MTQxOTIsMjk3NS4wOTk5OTk0NTc1OTc3XSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTMzNywicSI6ImltYWdlIiwiYiI6Im41cDVpbXI3ayJ9LHsibiI6ImVkZ2VjYXN0IiwibSI6WzI3MTguNTk5OTk5MzIzNDg3MywwLDAsMjcxOC41OTk5OTkzMjM0ODczLDI3ODcuNjk5OTk5Mjg3NzI0NSwyODUzLjAwMDAwMDExOTIwOTMsMjg1My4wMDAwMDAxMTkyMDkzLDI5MDQuOTk5OTk5MzI5NDQ3NywyOTY4Ljg5OTk5ODgxMzg2NzYsMjk2OS4xMDAwMDAzMzY3NjYyLDMwMjUuMDAwMDAwMzcyNTI5LDMwMjUuNTk5OTk5MzUzMjg5Nl0sInIiOjAsInMiOjE2MzM5NjI3NjEwNzMsImUiOjE2MzM5NjI3NjEzODgsInEiOiJpbWFnZSIsImIiOiJ1bmRlZmluZWQifSx7Im4iOiJha2FtYWkiLCJtIjpbMjcxOS4yMDAwMDAxNjY4OTMsMCwwLDI3MTkuMjAwMDAwMTY2ODkzLDI4MjYuOTk5OTk5NTgyNzY3NSwyODc0LjgwMDAwMDMzOTc0NjUsMjg3NC44MDAwMDAzMzk3NDY1LDI5MTYuNTAwMDAwMjgzMTIyLDI5ODIuMzAwMDAwMjY1MjQwNywyOTgyLjQ5OTk5OTkyNTQ5NCwzMDI3LjQ5OTk5OTg1MDk4ODQsMzAyNy44OTk5OTkxNzE0OTU0XSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTM4OSwicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6ImxpbWVsaWdodCIsIm0iOlsyNzE3LjQ5OTk5OTMyOTQ0NzcsMCwwLDI3MTcuNDk5OTk5MzI5NDQ3NywyNzI0LjQ5OTk5ODYxNDE5MiwyODA4LjY5OTk5OTAwNDYwMjQsMjgwOC42OTk5OTkwMDQ2MDI0LDI4ODAuNDk5OTk5OTcwMTk3NywzMDAyLjU5OTk5OTMwODU4NiwzMDAyLjY5OTk5OTEzODcxMywzMDU3LjU5OTk5OTAxMDU2MywzMDU4LjI5OTk5OTY4NDA5NTRdLCJyIjowLCJzIjoxNjMzOTYyNzYxMDczLCJlIjoxNjMzOTYyNzYxNDIwLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn0seyJuIjoibGV2ZWwzIiwibSI6WzI3MTguMDAwMDAwMzQyNzI2NywwLDAsMjcxOC4wMDAwMDAzNDI3MjY3LDI3MjQuNzAwMDAwMTM3MDkwNywzMDA1LjU5OTk5OTgwMDMyNDQsMzAwNS41OTk5OTk4MDAzMjQ0LDMwNDYuMDAwMDAwMDg5NDA3LDMwOTYuNDAwMDAwMTU0OTcyLDMwOTYuNDAwMDAwMTU0OTcyLDMxNDAuOTk5OTk4ODk3MzE0LDMxNDEuNTk5OTk5NzQwNzJdLCJyIjowLCJzIjoxNjMzOTYyNzYxMDczLCJlIjoxNjMzOTYyNzYxNTAzLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn1d","3454","212","","ssl/ybar-mcdn-report.wc.yahoodns.net:443","","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","ybar-mcdn-report.wc.yahoodns.net","212","1000012694.43","","-1","1","3242","","-1","","63","411","/cs/W3sibiI6ImNvcmVkbnMiLCJtIjpbMjcxNS44MDAwMDAzNTQ2NDc2LDAsMCwyNzE1LjgwMDAwMDM1NDY0NzYsMjcxNS44MDAwMDAzNTQ2NDc2LDI3MTUuODAwMDAwMzU0NjQ3NiwyNzE1LjgwMDAwMDM1NDY0NzYsMCwyNzE1LjgwMDAwMDM1NDY0NzYsMjc3OC43OTk5OTk1MDUyODE0LDI4MjUuNzk5OTk5NzU4NjAxLDI4MjYuMzk5OTk4NzM5MzYxOF0sInIiOjAsInMiOjE2MzM5NjI3NjEwNzMsImUiOjE2MzM5NjI3NjExODgsInEiOiJpbWFnZSIsImIiOiJsa283ZW8xeWwifSx7Im4iOiJjbG91ZGZyb250IiwibSI6WzI3MTYuNDk5OTk5MTY1NTM1LDAsMCwyNzE2LjQ5OTk5OTE2NTUzNSwyNzIzLjc5OTk5OTgwMzMwNDcsMjc5NS44MDAwMDA0MjkxNTM0LDI3OTUuODAwMDAwNDI5MTUzNCwyODQ4LjUwMDAwMDMxMjkyNDQsMjkwNi43OTk5OTk5OTcwMTk4LDI5MDcuMDk5OTk5NDg3NCwyOTUxLjI5OTk5ODkwOTIzNSwyOTUxLjc5OTk5OTkyMjUxNF0sInIiOjAsInMiOjE2MzM5NjI3NjEwNzMsImUiOjE2MzM5NjI3NjEzMTQsInEiOiJpbWFnZSIsImIiOiJ1bmRlZmluZWQifSx7Im4iOiJ5Y3MiLCJtIjpbMjcxNy4xMDAwMDAwMDg5NDA3LDAsMCwyNzE3LjEwMDAwMDAwODk0MDcsMjcyNC4wOTk5OTkyOTM2ODUsMjc5NC4xOTk5OTk0MjE4MzUsMjc5NC4xOTk5OTk0MjE4MzUsMjg1OC4zMDAwMDA0MjkxNTM0LDI5MTguMzk5OTk4OTE4MTc1NywyOTE4LjQ5OTk5ODc0ODMwMjUsMjk3NC40OTk5OTg2MTQxOTIsMjk3NS4wOTk5OTk0NTc1OTc3XSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTMzNywicSI6ImltYWdlIiwiYiI6Im41cDVpbXI3ayJ9LHsibiI6ImVkZ2VjYXN0IiwibSI6WzI3MTguNTk5OTk5MzIzNDg3MywwLDAsMjcxOC41OTk5OTkzMjM0ODczLDI3ODcuNjk5OTk5Mjg3NzI0NSwyODUzLjAwMDAwMDExOTIwOTMsMjg1My4wMDAwMDAxMTkyMDkzLDI5MDQuOTk5OTk5MzI5NDQ3NywyOTY4Ljg5OTk5ODgxMzg2NzYsMjk2OS4xMDAwMDAzMzY3NjYyLDMwMjUuMDAwMDAwMzcyNTI5LDMwMjUuNTk5OTk5MzUzMjg5Nl0sInIiOjAsInMiOjE2MzM5NjI3NjEwNzMsImUiOjE2MzM5NjI3NjEzODgsInEiOiJpbWFnZSIsImIiOiJ1bmRlZmluZWQifSx7Im4iOiJha2FtYWkiLCJtIjpbMjcxOS4yMDAwMDAxNjY4OTMsMCwwLDI3MTkuMjAwMDAwMTY2ODkzLDI4MjYuOTk5OTk5NTgyNzY3NSwyODc0LjgwMDAwMDMzOTc0NjUsMjg3NC44MDAwMDAzMzk3NDY1LDI5MTYuNTAwMDAwMjgzMTIyLDI5ODIuMzAwMDAwMjY1MjQwNywyOTgyLjQ5OTk5OTkyNTQ5NCwzMDI3LjQ5OTk5OTg1MDk4ODQsMzAyNy44OTk5OTkxNzE0OTU0XSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTM4OSwicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6ImxpbWVsaWdodCIsIm0iOlsyNzE3LjQ5OTk5OTMyOTQ0NzcsMCwwLDI3MTcuNDk5OTk5MzI5NDQ3NywyNzI0LjQ5OTk5ODYxNDE5MiwyODA4LjY5OTk5OTAwNDYwMjQsMjgwOC42OTk5OTkwMDQ2MDI0LDI4ODAuNDk5OTk5OTcwMTk3NywzMDAyLjU5OTk5OTMwODU4NiwzMDAyLjY5OTk5OTEzODcxMywzMDU3LjU5OTk5OTAxMDU2MywzMDU4LjI5OTk5OTY4NDA5NTRdLCJyIjowLCJzIjoxNjMzOTYyNzYxMDczLCJlIjoxNjMzOTYyNzYxNDIwLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn0seyJuIjoibGV2ZWwzIiwibSI6WzI3MTguMDAwMDAwMzQyNzI2NywwLDAsMjcxOC4wMDAwMDAzNDI3MjY3LDI3MjQuNzAwMDAwMTM3MDkwNywzMDA1LjU5OTk5OTgwMDMyNDQsMzAwNS41OTk5OTk4MDAzMjQ0LDMwNDYuMDAwMDAwMDg5NDA3LDMwOTYuNDAwMDAwMTU0OTcyLDMwOTYuNDAwMDAwMTU0OTcyLDMxNDAuOTk5OTk4ODk3MzE0LDMxNDEuNTk5OTk5NzQwNzJdLCJyIjowLCJzIjoxNjMzOTYyNzYxMDczLCJlIjoxNjMzOTYyNzYxNTAzLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn1d","3378","59792","GET","73","3378","","204","76","","","3540","3454","3540","3540","3540","0","3242","3540","298","40","41","1","0","","","","","","","","","","","",
"68.180.134.73","","764","166","1000012694.47","","","no-store","-1","211011_ZZ_1Z","3328","LOWEST","","","-1","166","-1","3328","-1","","3658","443","HTTP/2","-1","3","https://ybar-aa78tbhsfareport.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWEiLCJtIjpbMjcxNC4wOTk5OTk1MTcyMDI0LDAsMCwyNzE0LjA5OTk5OTUxNzIwMjQsMjcxNS44MDAwMDAzNTQ2NDc2LDI3NjguNzk5OTk5NzI4Nzk5LDI3NjguNzk5OTk5NzI4Nzk5LDI4NDcuOTk5OTk5Mjk5NjQ1NCwyOTQwLjE5OTk5OTEzODcxMywyOTQwLjM5OTk5ODc5ODk2NjQsMzAyNS43OTk5OTkwMTM1NDMsMzAyNi4xMDAwMDAzNjY1Njg2XSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTM4NywicSI6ImltYWdlIiwiYiI6ImFhNzh0YmhzZmEifV0=","3658","212","","ssl/ybar-aa78tbhsfareport.wc.yahoodns.net:443","","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","ybar-aa78tbhsfareport.wc.yahoodns.net","212","1000012694.47","","-1","1","3245","","-1","","158","413","/cs/W3sibiI6InZwaXhpZWEiLCJtIjpbMjcxNC4wOTk5OTk1MTcyMDI0LDAsMCwyNzE0LjA5OTk5OTUxNzIwMjQsMjcxNS44MDAwMDAzNTQ2NDc2LDI3NjguNzk5OTk5NzI4Nzk5LDI3NjguNzk5OTk5NzI4Nzk5LDI4NDcuOTk5OTk5Mjk5NjQ1NCwyOTQwLjE5OTk5OTEzODcxMywyOTQwLjM5OTk5ODc5ODk2NjQsMzAyNS43OTk5OTkwMTM1NDMsMzAyNi4xMDAwMDAzNjY1Njg2XSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTM4NywicSI6ImltYWdlIiwiYiI6ImFhNzh0YmhzZmEifV0=","3486","47974","GET","83","3486","","204","172","","","3824","3658","3824","3824","3824","0","3245","3824","579","41","42","1","0","","","","","","","","","","","",
"200.152.173.201","","756","290","1000012694.45","","","no-store","-1","211011_ZZ_1Z","3325","LOWEST","","","-1","290","-1","3325","-1","","3904","443","HTTP/2","-1","3","https://ybar-bvapy9oqr1report.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWIiLCJtIjpbMjcxNC43MDAwMDAzNjA2MDgsMCwwLDI3MTQuNzAwMDAwMzYwNjA4LDI3MTkuNDk5OTk5NjU3MjczMywyNzc2Ljc5OTk5OTE3NzQ1NiwyNzc2Ljc5OTk5OTE3NzQ1NiwyODI4LjE5OTk5OTQwNjkzNCwyODk2Ljk5OTk5OTg4MDc5MDcsMjg5Ny4wOTk5OTk3MTA5MTc1LDI5NTQuMDk5OTk5NzQwNzIsMjk1NC4zOTk5OTkyMzExXSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTMxNiwicSI6ImltYWdlIiwiYiI6ImJ2YXB5OW9xcjEifV0=","3903","212","","ssl/ybar-bvapy9oqr1report.wc.yahoodns.net:443","","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","ybar-bvapy9oqr1report.wc.yahoodns.net","212","1000012694.45","","-1","1","3245","","-1","","283","412","/cs/W3sibiI6InZwaXhpZWIiLCJtIjpbMjcxNC43MDAwMDAzNjA2MDgsMCwwLDI3MTQuNzAwMDAwMzYwNjA4LDI3MTkuNDk5OTk5NjU3MjczMywyNzc2Ljc5OTk5OTE3NzQ1NiwyNzc2Ljc5OTk5OTE3NzQ1NiwyODI4LjE5OTk5OTQwNjkzNCwyODk2Ljk5OTk5OTg4MDc5MDcsMjg5Ny4wOTk5OTk3MTA5MTc1LDI5NTQuMDk5OTk5NzQwNzIsMjk1NC4zOTk5OTkyMzExXSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTMxNiwicSI6ImltYWdlIiwiYiI6ImJ2YXB5OW9xcjEifV0=","3608","49960","GET","80","3608","","204","295","","","4194","3904","4194","4194","4194","0","3245","4194","948","42","43","1","0","","","","","","","","","","","",
"119.161.14.92","","764","358","1000012694.49","","","no-store","-1","211011_ZZ_1Z","3343","LOWEST","","","-1","358","-1","3343","-1","","4057","443","HTTP/2","-1","3","https://ybar-cuwmxuuqqbreport.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWMiLCJtIjpbMjcxNS4yOTk5OTkzNDEzNjg3LDAsMCwyNzE1LjI5OTk5OTM0MTM2ODcsMjcyMC4yMDAwMDAzMzA4MDYsMjc3Ny40MDAwMDAwMjA4NjE2LDI3NzcuNDAwMDAwMDIwODYxNiwyOTI0Ljg5OTk5OTA1MjI4NiwzMDg0LjU5OTk5OTcxMDkxNzUsMzA4NC43OTk5OTkzNzExNzEsMzIzNy4wOTk5OTk1NjE5MDYsMzIzNy43MDAwMDA0MDUzMTE2XSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTYwMCwicSI6ImltYWdlIiwiYiI6ImN1d214dXVxcWIifV0=","4057","212","","ssl/ybar-cuwmxuuqqbreport.wc.yahoodns.net:443","","Low","","","-1","-1","other","E3A94F903DF988E5CDC602FB3CD94938","ybar-cuwmxuuqqbreport.wc.yahoodns.net","212","1000012694.49","","-1","1","3245","","-1","","350","414","/cs/W3sibiI6InZwaXhpZWMiLCJtIjpbMjcxNS4yOTk5OTkzNDEzNjg3LDAsMCwyNzE1LjI5OTk5OTM0MTM2ODcsMjcyMC4yMDAwMDAzMzA4MDYsMjc3Ny40MDAwMDAwMjA4NjE2LDI3NzcuNDAwMDAwMDIwODYxNiwyOTI0Ljg5OTk5OTA1MjI4NiwzMDg0LjU5OTk5OTcxMDkxNzUsMzA4NC43OTk5OTkzNzExNzEsMzIzNy4wOTk5OTk1NjE5MDYsMzIzNy43MDAwMDA0MDUzMTE2XSwiciI6MCwicyI6MTYzMzk2Mjc2MTA3MywiZSI6MTYzMzk2Mjc2MTYwMCwicSI6ImltYWdlIiwiYiI6ImN1d214dXVxcWIifV0=","3693","42900","GET","98","3693","","204","364","","","4415","4057","4415","4415","4415","0","3245","4415","1170","43","44","1","0","","","","","","","","","","","",
"98.137.11.163","","382","233","AF06685F4830CA3F3C71FD053339AE79","","","no-store, no-cache","-1","211011_ZZ_1Z","3","HIGHEST","","","-1","233","-1","3","-1","","197","80","http/1.1","-1","3","http://yahoo.com/","-1","8","","yahoo.com:80","text/html","VeryHigh","","","-1","-1","script","40499F8A672A07C5DC26FEE5632BA3F8","yahoo.com","8","AF06685F4830CA3F3C71FD053339AE79","","-1","0","3","","-1","","194","104","/","-1","54416","GET","0","197","","301","-1","","","430","197","430","430","430","0","3","430","427","0","1","2","0","","","","","","","","","","","",
"98.137.11.163","","392","197","AF06685F4830CA3F3C71FD053339AE79-1","","","no-store, no-cache","-1","211011_ZZ_1Z","-1","VeryHigh","","","-1","197","-1","432","-1","","826","443","HTTP/2","-1","3","https://yahoo.com/","825","8","","ssl/yahoo.com:443","text/html","VeryHigh","","","-1","-1","script","40499F8A672A07C5DC26FEE5632BA3F8","yahoo.com","0","AF06685F4830CA3F3C71FD053339AE79","","-1","1","-1","","-1","","191","115","/","623","58150","GET","-1","623","","301","202","","","1023","826","1023","1023","1023","0","432","1023","590","1","2","2","0","1","256","True","0","","","","","","","",
"87.248.100.216","","396","80","AF06685F4830CA3F3C71FD053339AE79-2","","","no-store","-1","211011_ZZ_1Z","1057","VeryHigh","","","-1","80","-1","1057","-1","","1212","443","HTTP/2","-1","3","https://www.yahoo.com/","1212","0","","ssl/www.yahoo.com:443","text/html","VeryHigh","","","-1","-1","script","40499F8A672A07C5DC26FEE5632BA3F8","www.yahoo.com","0","AF06685F4830CA3F3C71FD053339AE79","","-1","1","1024","","-1","","73","125","/","1130","40712","GET","33","1130","","307","82","","","1292","1212","1292","1292","1292","0","1024","1292","268","2","3","2","0","","","","","","","","","","","",
"54.75.180.192","","488","91","AF06685F4830CA3F3C71FD053339AE79-3","","","","-1","211011_ZZ_1Z","1294","VeryHigh","","","-1","91","-1","1294","-1","","1519","443","http/1.1","-1","3","https://guce.yahoo.com/consent?brandType=nonEu&gcrumb=b1ukQcE&done=https%3A%2F%2Fwww.yahoo.com%2F","1518","0","","ssl/guce.yahoo.com:443","","VeryHigh","","","-1","-1","script","40499F8A672A07C5DC26FEE5632BA3F8","guce.yahoo.com","0","AF06685F4830CA3F3C71FD053339AE79","","-1","1","1294","","-1","","68","135","/consent?brandType=nonEu&gcrumb=b1ukQcE&done=https%3A%2F%2Fwww.yahoo.com%2F","1362","38258","GET","0","1362","","302","156","","","1610","1519","1610","1610","1610","0","1294","1610","315","3","4","2","0","","","","","","","","","","","",
"54.75.180.192","","494","114","AF06685F4830CA3F3C71FD053339AE79-4","","","no-cache, no-store, must-revalidate","-1","211011_ZZ_1Z","1611","VeryHigh","","","-1","112","-1","1611","-1","","1833","443","http/1.1","100","3","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","1833","7729","7729","ssl/consent.yahoo.com:443","text/html","VeryHigh","","0","-1","-1","script","40499F8A672A07C5DC26FEE5632BA3F8","consent.yahoo.com","8637","AF06685F4830CA3F3C71FD053339AE79","0","100","1","1611","","-1","","68","144","/v2/collectConsent?sessionId=3_cc-session_404e666d-46d2-4465-8393-63ae0f4dd06e","1679","38260","GET","0","1679","","200","154","gzip","","1947","1833","1945","1945","1947","2","1611","1947","336","4","5","2","0","","","","","1","37316","1","1","","","",
