"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","objectSizeUncompressed","final_base_page","http2_stream_dependency","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","initiator_function","score_progressive_jpeg","jpeg_scan_count",
"140.249.226.225","3","399","712","1000009261.168","","","no-store, no-cache, must-revalidate","-1","211011_46_2B","-1","HIGHEST","","","-1","711","-1","-1","-1","","4940","","HTTP/2","-1","3","https://www.zhanqi.tv/api/public/room.viewer?uid=110985225&_t=27232726","-1","607","","","application/json","VeryHigh","12670","Thu, 19 Nov 1981 08:52:00 GMT","-1","-1","script","551F35118E3BD02D5E53C9D1D6C8F50D","www.zhanqi.tv","607","1000009261.168","","100","1","-1","","-1","https://static.zhanqi.tv/assets/web/v3/static/j/pkg/zhanqi.js?v=60f7069f","-1","117","/api/public/room.viewer?uid=110985225&_t=27232726","-1","","GET","-1","-1","","200","-1","","","5652","4940","5651","5651","5652","1","4940","5652","712","20","21","1","0","5","256","True","278","","0","","","","send","","",
"150.139.250.237","0","387","420","1000009261.165","","","max-age=86400","0","211011_46_2B","-1","HIGHEST","","","-1","323","50","-1","-1","79359","4986","","HTTP/2","100","3","https://h5player.zhanqi.tv/assets/h5liveplayer/dist/css/app.css?v=f696cb17602","-1","72932","72932","","text/css","VeryHigh","13350","Tue, 12 Oct 2021 12:49:25 GMT","-1","-1","script","551F35118E3BD02D5E53C9D1D6C8F50D","h5player.zhanqi.tv","73354","1000009261.165","0","100","1","-1","","-1","https://static.zhanqi.tv/assets/web/v3/static/j/yp/yp-socket.js?v=f00e896d","-1","214","/assets/h5liveplayer/dist/css/app.css?v=f696cb17602","-1","","GET","-1","-1","","200","-1","gzip","","5406","4986","5309","5309","5406","97","4986","5406","420","21","22","1","0","35","","","145935","","","","","","","","",
"150.139.250.237","3","371","717","1000009261.166","","","max-age=86400","0","211011_46_2B","-1","LOWEST","","","-1","444","50","-1","-1","85357","4986","","HTTP/2","100","3","https://h5player.zhanqi.tv/assets/h5liveplayer/dist/zplayer.js?v=f696cb17602","-1","148577","148577","","application/javascript","Low","13951","Tue, 12 Oct 2021 14:29:23 GMT","-1","-1","script","551F35118E3BD02D5E53C9D1D6C8F50D","h5player.zhanqi.tv","149032","1000009261.166","0","100","1","-1","","-1","https://static.zhanqi.tv/assets/web/v3/static/j/pkg/zhanqi.js?v=60f7069f","-1","214","/assets/h5liveplayer/dist/zplayer.js?v=f696cb17602","-1","","GET","-1","-1","","200","-1","gzip","","5703","4986","5430","5430","5703","273","4986","5703","717","22","23","1","0","37","","","599397","","","","29","14","send","","",
"150.139.250.237","1320","390","469","1000009261.50","0","","max-age=86400","0","211011_46_2B","-1","LOWEST","1787","","-1","469","50","-1","100","50254","5187","","HTTP/2","-1","3","https://static.zhanqi.tv/assets/web/v3/static/i/loading.gif","-1","1787","","","image/gif","Low","","Tue, 12 Oct 2021 04:44:20 GMT","-1","-1","parser","551F35118E3BD02D5E53C9D1D6C8F50D","static.zhanqi.tv","2081","1000009261.50","","100","1","-1","","-1","https://www.zhanqi.tv/","-1","214","/assets/web/v3/static/i/loading.gif","-1","","GET","-1","-1","","200","-1","","","5656","5187","5656","5656","5656","0","5187","5656","469","23","24","1","0","39","147","True","1787","","37","","","","","","",
"150.139.250.237","1378","401","531","1000009261.51","0","","max-age=86400","0","211011_46_2B","-1","LOWEST","36943","","-1","498","50","-1","100","56112","5187","","HTTP/2","-1","3","https://static.zhanqi.tv/assets/web/v3/static/i/index/index/notice.png","-1","36943","","","image/png","Low","","Tue, 12 Oct 2021 06:21:58 GMT","-1","-1","parser","551F35118E3BD02D5E53C9D1D6C8F50D","static.zhanqi.tv","37277","1000009261.51","","100","1","-1","","-1","https://www.zhanqi.tv/","-1","214","/assets/web/v3/static/i/index/index/notice.png","-1","","GET","-1","-1","","200","-1","","","5718","5187","5685","5685","5718","33","5187","5718","531","24","25","1","0","41","147","True","36943","","39","","","","","","",
"150.139.250.237","1603","398","535","1000009261.56","0","","max-age=86400","0","211011_46_2B","-1","LOWEST","1527","","-1","534","50","-1","100","49622","5187","","HTTP/2","-1","3","https://static.zhanqi.tv/assets/web/v3/static/i/index/jcsp-icon.png","-1","1527","","","image/png","Low","","Tue, 12 Oct 2021 04:33:48 GMT","-1","-1","parser","551F35118E3BD02D5E53C9D1D6C8F50D","static.zhanqi.tv","1812","1000009261.56","","100","1","-1","","-1","https://www.zhanqi.tv/","-1","214","/assets/web/v3/static/i/index/jcsp-icon.png","-1","","GET","-1","-1","","200","-1","","","5722","5187","5721","5721","5722","1","5187","5722","535","25","26","1","0","43","147","True","1527","","41","","","","","","",
"150.139.250.237","2038","400","583","1000009261.59","15200","","max-age=86400","0","211011_46_2B","-1","LOWEST","19256","","-1","580","50","-1","21","56113","5187","","HTTP/2","-1","3","https://static.zhanqi.tv/assets/web/v3/static/images/wangan-beian.png","-1","19256","","","image/png","Low","","Tue, 12 Oct 2021 06:21:59 GMT","-1","-1","parser","551F35118E3BD02D5E53C9D1D6C8F50D","static.zhanqi.tv","19566","1000009261.59","","100","1","-1","","-1","https://www.zhanqi.tv/","-1","214","/assets/web/v3/static/images/wangan-beian.png","-1","","GET","-1","-1","","200","-1","","","5770","5187","5767","5767","5770","3","5187","5770","583","26","27","1","0","49","147","True","19256","","47","","","","","","",
"150.139.250.237","2045","396","596","1000009261.60","0","","max-age=86400","0","211011_46_2B","-1","LOWEST","7313","","-1","585","50","-1","100","56113","5187","","HTTP/2","-1","3","https://static.zhanqi.tv/assets/web/v3/static/images/new-wlgs.png","-1","7313","","","image/png","Low","","Tue, 12 Oct 2021 06:21:59 GMT","-1","-1","parser","551F35118E3BD02D5E53C9D1D6C8F50D","static.zhanqi.tv","7525","1000009261.60","","100","1","-1","","-1","https://www.zhanqi.tv/","-1","214","/assets/web/v3/static/images/new-wlgs.png","-1","","GET","-1","-1","","200","-1","","","5783","5187","5772","5772","5783","11","5187","5783","596","27","28","1","0","51","147","True","7313","","49","","","","","","",
"150.139.250.237","2048","396","604","1000009261.61","0","","max-age=86400","0","211011_46_2B","-1","LOWEST","4342","","-1","602","50","-1","100","56113","5187","","HTTP/2","-1","3","https://static.zhanqi.tv/assets/web/v3/static/images/new-wlwh.png","-1","4342","","","image/png","Low","","Tue, 12 Oct 2021 06:21:59 GMT","-1","-1","parser","551F35118E3BD02D5E53C9D1D6C8F50D","static.zhanqi.tv","4556","1000009261.61","","100","1","-1","","-1","https://www.zhanqi.tv/","-1","214","/assets/web/v3/static/images/new-wlwh.png","-1","","GET","-1","-1","","200","-1","","","5791","5187","5789","5789","5791","2","5187","5791","604","28","29","1","0","53","147","True","4342","","51","","","","","","",
"150.139.250.237","2003","411","551","1000009261.57","1854","","max-age=86400","0","211011_46_2B","-1","LOWEST","9388","","-1","551","50","-1","80","55223","5187","","HTTP/2","-1","3","https://static.zhanqi.tv/assets/web/v3/static/images/wx-two-code.jpg?_v=20161027","-1","9388","","","image/jpeg","Low","","Tue, 12 Oct 2021 06:07:09 GMT","-1","-1","parser","551F35118E3BD02D5E53C9D1D6C8F50D","static.zhanqi.tv","9751","1000009261.57","","100","1","-1","","-1","https://www.zhanqi.tv/","-1","214","/assets/web/v3/static/images/wx-two-code.jpg?_v=20161027","-1","","GET","-1","-1","","200","-1","","","5738","5187","5738","5738","5738","0","5187","5738","551","29","30","1","0","45","147","True","9388","","43","","","","","50","1",
