"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","objectSizeUncompressed","final_base_page","http2_stream_dependency","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","score_progressive_jpeg","jpeg_scan_count","initiator_function",
"13.107.21.200","0","1072","336","1000023221.33","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","334","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/V_fBQ_iVmAgE_Ta_T-6BNXc0ZY4.br.js","-1","368","368","","application/x-javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","679","1000023221.33","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/V_fBQ_iVmAgE_Ta_T-6BNXc0ZY4.br.js","-1","","GET","-1","-1","","200","-1","br","","1542","1206","1540","1540","1542","2","1206","1542","336","20","21","1","0","49","220","True","576","","47","","0","","","","oi",
"13.107.21.200","0","1072","341","1000023221.34","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","340","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/C7TuoP5bfHv-CZlMHZy7yfvI4Fk.br.js","-1","203","203","","application/x-javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","480","1000023221.34","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/C7TuoP5bfHv-CZlMHZy7yfvI4Fk.br.js","-1","","GET","-1","-1","","200","-1","br","","1547","1206","1546","1546","1547","1","1206","1547","341","21","22","1","0","51","220","True","328","","49","","0","","","","oi",
"13.107.21.200","0","1072","339","1000023221.35","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","338","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/XJ8OmILbNhm0zU9tdkuGYeXVPRQ.br.js","-1","269","269","","application/x-javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","547","1000023221.35","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/XJ8OmILbNhm0zU9tdkuGYeXVPRQ.br.js","-1","","GET","-1","-1","","200","-1","br","","1545","1206","1544","1544","1545","1","1206","1545","339","22","23","1","0","53","220","True","391","","51","","0","0","","","oi",
"13.107.21.200","0","1072","313","1000023221.24","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","313","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/xrUJJ8sN8ucbiFbMJle3n0IfRwU.br.js","-1","151","151","","application/x-javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","427","1000023221.24","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/xrUJJ8sN8ucbiFbMJle3n0IfRwU.br.js","-1","","GET","-1","-1","","200","-1","br","","1519","1206","1519","1519","1519","0","1206","1519","313","23","24","1","0","31","220","True","257","","29","","0","","","","oi",
"13.107.21.200","0","1072","314","1000023221.25","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","314","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/LXu4eYVt3NhFk3Ud9ZbhZ_PYFaA.br.js","-1","238","238","","application/x-javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","547","1000023221.25","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/LXu4eYVt3NhFk3Ud9ZbhZ_PYFaA.br.js","-1","","GET","-1","-1","","200","-1","br","","1520","1206","1520","1520","1520","0","1206","1520","314","24","25","1","0","33","220","True","426","","31","","0","","","","oi",
"13.107.21.200","0","1072","317","1000023221.26","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","317","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/JXkjDPywJD9oeuWPLy7bD8Jc6mw.br.js","-1","278","278","","application/x-javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","555","1000023221.26","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/JXkjDPywJD9oeuWPLy7bD8Jc6mw.br.js","-1","","GET","-1","-1","","200","-1","br","","1523","1206","1523","1523","1523","0","1206","1523","317","25","26","1","0","35","220","True","423","","33","","0","","","","oi",
"13.107.21.200","0","1072","317","1000023221.27","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","317","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/ilbkF5vv0sk3tJ8LDY0Nm39p12g.br.js","-1","258","258","","application/x-javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","535","1000023221.27","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/ilbkF5vv0sk3tJ8LDY0Nm39p12g.br.js","-1","","GET","-1","-1","","200","-1","br","","1523","1206","1523","1523","1523","0","1206","1523","317","26","27","1","0","37","220","True","425","","35","","0","","","","oi",
"13.107.21.200","0","1072","332","1000023221.28","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","331","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/NlBESWMQs1lNi0lqIqVRG5-LWVQ.br.js","-1","8411","8411","","text/javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","8712","1000023221.28","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/NlBESWMQs1lNi0lqIqVRG5-LWVQ.br.js","-1","","GET","-1","-1","","200","-1","br","","1538","1206","1537","1537","1538","1","1206","1538","332","27","28","1","0","39","220","True","20244","","37","","3","17","","","oi",
"13.107.21.200","0","1072","339","1000023221.29","","","public, max-age=432000","0","211011_JW_2H","-1","MEDIUM","","","-1","339","50","-1","-1","432000","1206","","HTTP/2","100","3","https://www.bing.com/rp/TFQelnVQseKo8S3sA_Zh33yg_rQ.br.js","-1","489","489","","application/x-javascript","High","8886","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","767","1000023221.29","0","100","1","-1","","-1","https://www.bing.com/rp/vJas3x65T1E8ayI2_YkhhCg5F5U.br.js","-1","122","/rp/TFQelnVQseKo8S3sA_Zh33yg_rQ.br.js","-1","","GET","-1","-1","","200","-1","br","","1545","1206","1545","1545","1545","0","1206","1545","339","28","29","1","0","41","220","True","930","","39","","0","","","","oi",
"13.107.21.200","0","1194","145","1000023221.39","","","private","-1","211011_JW_2H","-1","MEDIUM","","","-1","124","-1","-1","-1","","1441","","HTTP/2","100","3","https://www.bing.com/images/sbi?mmasync=1&ptn=Homepage&IID=SBI&IG=58CFF1B2FE164116A38F353B6E9FEC8B&toHttps=1&redig=A0C9CAAE23F54FE0AC48DAD75FA31163","-1","15836","15836","","text/html","High","9051","","-1","-1","script","313F29797765366CAB82D294D04A1164","www.bing.com","15994","1000023221.39","0","100","1","-1","","-1","https://www.bing.com/rp/xCIXoHA1D9Uh8IIFMrrDlSQuEYg.br.js","-1","122","/images/sbi?mmasync=1&ptn=Homepage&IID=SBI&IG=58CFF1B2FE164116A38F353B6E9FEC8B&toHttps=1&redig=A0C9CAAE23F54FE0AC48DAD75FA31163","-1","","GET","-1","-1","","200","-1","br","","1586","1441","1565","1565","1586","21","1441","1586","145","29","30","1","0","55","220","True","46758","","53","","","","","","",
