"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","objectSizeUncompressed","final_base_page","http2_stream_dependency","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","score_progressive_jpeg","jpeg_scan_count","initiator_function",
"2.21.74.48","1408","406","135","1000024404.206","0","","max-age=12983571","0","211011_SS_3K","-1","MEDIUM","4503","","-1","135","100","-1","100","12983571","2710","443","http/1.1","-1","3","https://n.sinaimg.cn/www/index/play_icon_normal.png","-1","4503","","ssl/n.sinaimg.cn:443","image/png","Low","","","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","n.sinaimg.cn","5991","1000024404.206","","100","1","-1","","-1","https://www.sina.com.cn/","-1","233","/www/index/play_icon_normal.png","-1","53490","GET","-1","-1","","200","-1","","","2845","2710","2845","2845","2845","0","2710","2845","135","20","21","1","0","","","","4503","","","","","","","","",
"2.21.74.48","1226","425","145","1000024404.19","6325","","max-age=31435579","0","211011_SS_3K","-1","MEDIUM","9004","","-1","144","100","-1","29","31435579","2719","443","http/1.1","-1","3","https://n.sinaimg.cn/news/transform/195/w105h90/20211010/b5fb-076f0a1ab45a4b465d0788b2d956f66f.jpg","-1","9004","","ssl/n.sinaimg.cn:443","image/jpeg","Low","","","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","n.sinaimg.cn","10424","1000024404.19","","100","1","-1","","-1","https://www.sina.com.cn/","-1","298","/news/transform/195/w105h90/20211010/b5fb-076f0a1ab45a4b465d0788b2d956f66f.jpg","-1","53496","GET","-1","-1","","200","-1","","","2864","2719","2863","2863","2864","1","2719","2864","145","21","22","1","0","","","","9004","","","","","","50","1","",
"2.21.74.48","1139","426","191","1000024404.18","20160","","max-age=31435514","0","211011_SS_3K","-1","MEDIUM","28771","","-1","159","100","-1","29","31435514","2743","443","http/1.1","-1","3","https://n.sinaimg.cn/news/transform/350/w210h140/20211010/ba56-cb661a8b0cd2539e8775808215833ed6.jpg","-1","28771","","ssl/n.sinaimg.cn:443","image/jpeg","Low","","","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","n.sinaimg.cn","30196","1000024404.18","","100","1","-1","","-1","https://www.sina.com.cn/","-1","293","/news/transform/350/w210h140/20211010/ba56-cb661a8b0cd2539e8775808215833ed6.jpg","-1","53494","GET","-1","-1","","200","-1","","","2934","2743","2902","2902","2934","32","2743","2934","191","22","23","1","0","","","","28771","","","","","","0","1","",
"2.21.74.48","1129","426","232","1000024404.16","18908","","max-age=31435516","0","211011_SS_3K","-1","MEDIUM","25690","","-1","196","100","-1","26","31435516","2747","443","http/1.1","-1","3","https://n.sinaimg.cn/news/transform/350/w210h140/20211010/c9a8-f6d8d0093f9333115506c903c3a92fa8.jpg","-1","25690","","ssl/n.sinaimg.cn:443","image/jpeg","Low","","","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","n.sinaimg.cn","27114","1000024404.16","","100","1","-1","","-1","https://www.sina.com.cn/","-1","324","/news/transform/350/w210h140/20211010/c9a8-f6d8d0093f9333115506c903c3a92fa8.jpg","-1","53498","GET","-1","-1","","200","-1","","","2979","2747","2943","2943","2979","36","2747","2979","232","23","24","1","0","","","","25690","","","","","","0","1","",
"2.21.74.48","1134","426","261","1000024404.17","24384","","max-age=31435504","0","211011_SS_3K","-1","MEDIUM","34007","","-1","231","100","-1","28","31435504","2758","443","http/1.1","-1","3","https://n.sinaimg.cn/news/transform/350/w210h140/20211010/d765-9b47722edcd62625d593497841ea3b36.jpg","-1","34007","","ssl/n.sinaimg.cn:443","image/jpeg","Low","","","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","n.sinaimg.cn","35460","1000024404.17","","100","1","-1","","-1","https://www.sina.com.cn/","-1","385","/news/transform/350/w210h140/20211010/d765-9b47722edcd62625d593497841ea3b36.jpg","-1","53502","GET","-1","-1","","200","-1","","","3019","2758","2989","2989","3019","30","2758","3019","261","24","25","1","0","","","","34007","","","","","","0","1","",
"2.21.74.48","1239","407","217","1000024404.20","0","","max-age=22416178","0","211011_SS_3K","-1","MEDIUM","4655","","-1","215","100","-1","100","22416178","2814","443","http/1.1","-1","3","https://n.sinaimg.cn/top/transform/200/w100h100/20210628/cba8-krwipar8825054.jpg","-1","4655","","ssl/n.sinaimg.cn:443","image/jpeg","Low","","","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","n.sinaimg.cn","5990","1000024404.20","","100","1","-1","","-1","https://www.sina.com.cn/","-1","356","/top/transform/200/w100h100/20210628/cba8-krwipar8825054.jpg","-1","53500","GET","-1","-1","","200","-1","","","3031","2814","3029","3029","3031","2","2814","3031","217","25","26","1","0","","","","4655","","","","","","50","1","",
"2.21.74.48","634","378","566","1000024404.11","0","","max-age=12983591","0","211011_SS_3K","-1","MEDIUM","147054","","-1","213","100","-1","100","12983591","2846","443","http/1.1","-1","3","https://n.sinaimg.cn/finance/blackcat/pc/heimao.gif","-1","147054","","ssl/n.sinaimg.cn:443","image/gif","Low","","","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","n.sinaimg.cn","148480","1000024404.11","","100","1","-1","","-1","https://www.sina.com.cn/","-1","233","/finance/blackcat/pc/heimao.gif","-1","53490","GET","-1","-1","","200","-1","","","3412","2846","3059","3059","3412","353","2846","3412","566","26","27","1","0","","","","147054","","","","","","","","",
"79.133.176.229","3","445","440","1000024404.231","","","max-age=120","0","211011_SS_3K","-1","MEDIUM","","","-1","438","0","-1","-1","75","2863","","HTTP/2","100","3","https://www.sina.com.cn/api/hotword.json","-1","1197","1197","","application/json","High","17983","Mon, 11 Oct 2021 19:47:27 GMT","-1","-1","script","1EBEE22374330B52CDB1B11316FEC030","www.sina.com.cn","1823","1000024404.231","0","100","1","-1","","-1","https://n.sinaimg.cn/ent/js/lib/jquery-1.7.2.js","-1","119","/api/hotword.json","-1","","GET","-1","-1","","200","-1","gzip","","3303","2863","3301","3301","3303","2","2863","3303","440","27","28","1","0","15","220","True","2878","","0","","","","","","send",
"2.21.74.48","673","419","435","1000024404.12","26563","","max-age=31320212","0","211011_SS_3K","-1","MEDIUM","36177","","-1","358","100","-1","26","31320212","2865","443","http/1.1","-1","3","https://n.sinaimg.cn/default/284/w120h164/20211009/9fe1-dfe727821483f029b691d7a08d569600.jpg","-1","36177","","ssl/n.sinaimg.cn:443","image/jpeg","Low","","","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","n.sinaimg.cn","37739","1000024404.12","","100","1","-1","","-1","https://www.sina.com.cn/","-1","298","/default/284/w120h164/20211009/9fe1-dfe727821483f029b691d7a08d569600.jpg","-1","53496","GET","-1","-1","","200","-1","","","3300","2865","3223","3223","3300","77","2865","3300","435","28","29","1","0","","","","36177","","","","","","0","1","",
"79.133.176.229","2678","358","445","1000024404.34","","","max-age=120","0","211011_SS_3K","-1","MEDIUM","","","-1","442","0","-1","-1","104","2865","","HTTP/2","100","3","https://auto.sina.com.cn/sinaauto/2016/sinahome/chooseCars.js","-1","3780","3780","","application/x-javascript","Medium","","Mon, 11 Oct 2021 19:48:00 GMT","-1","-1","parser","1EBEE22374330B52CDB1B11316FEC030","auto.sina.com.cn","4361","1000024404.34","0","100","1","-1","","-1","https://www.sina.com.cn/","-1","119","/sinaauto/2016/sinahome/chooseCars.js","-1","","GET","-1","-1","","200","-1","gzip","","3310","2865","3307","3307","3310","3","2865","3310","445","29","30","1","0","17","","","18494","","","","1","10","","","",
