"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency",
"13.107.6.156","","383","41","C7D0071AB67D1585BBCBE16436C45DEF","","","","-1","211011_J9_3Q","44","HIGHEST","","","-1","41","-1","44","-1","","81","80","http/1.1","-1","3","http://office.com/","-1","0","","office.com:80","","VeryHigh","","","-1","-1","script","B3A89E505F38F66075B777E3ECA6DB85","office.com","0","C7D0071AB67D1585BBCBE16436C45DEF","","-1","0","3","","-1","","37","104","/","-1","46652","GET","41","81","","301","-1","","","122","81","122","122","122","0","3","122","119","0","1","1","0","","","","",
"13.107.9.156","","397","65","C7D0071AB67D1585BBCBE16436C45DEF-1","","","","-1","211011_J9_3Q","166","VeryHigh","","","-1","65","-1","166","-1","","256","443","HTTP/2","-1","3","https://www.office.com/","256","0","","ssl/www.office.com:443","","VeryHigh","","","-1","-1","script","B3A89E505F38F66075B777E3ECA6DB85","www.office.com","0","C7D0071AB67D1585BBCBE16436C45DEF","","-1","1","123","","-1","","38","116","/","204","34692","GET","43","204","","500","52","","","321","256","321","321","321","0","123","321","198","1","2","1","0","1","256","True","0",
"13.107.6.156","","383","41","777B927C546B597D5068CE9311CB3787","","","","-1","211011_J9_3Q","4","HIGHEST","","","-1","41","-1","4","-1","","41","80","http/1.1","-1","3","http://office.com/","-1","0","","office.com:80","","VeryHigh","","","-1","-1","script","2B870F10D01448079374FDAD4A0DD446","office.com","0","777B927C546B597D5068CE9311CB3787","","-1","0","3","","-1","","37","108","/","-1","46678","GET","1","41","","301","-1","","","82","41","82","82","82","0","3","82","79","0","1","2","0","","","","",
"13.107.9.156","","397","62","777B927C546B597D5068CE9311CB3787-1","","","","-1","211011_J9_3Q","83","VeryHigh","","","-1","62","-1","83","-1","","170","443","HTTP/2","-1","3","https://www.office.com/","170","0","","ssl/www.office.com:443","","VeryHigh","","","-1","-1","script","2B870F10D01448079374FDAD4A0DD446","www.office.com","0","777B927C546B597D5068CE9311CB3787","","-1","1","83","","-1","","37","116","/","120","34716","GET","0","120","","500","50","","","232","170","232","232","232","0","83","232","149","1","2","2","0","1","256","True","0",
"13.107.6.156","","383","41","CB9FECD82D629419844C258B8A41B392","","","","-1","211011_J9_3Q","4","HIGHEST","","","-1","41","-1","4","-1","","41","80","http/1.1","-1","3","http://office.com/","-1","0","","office.com:80","","VeryHigh","","","-1","-1","script","F2E292C2A50357638351F5BBB80F49A3","office.com","0","CB9FECD82D629419844C258B8A41B392","","-1","0","3","","-1","","37","108","/","-1","46702","GET","1","41","","301","-1","","","82","41","82","82","82","0","3","82","79","0","1","3","0","","","","",
"13.107.6.156","","397","67","CB9FECD82D629419844C258B8A41B392-1","","","","-1","211011_J9_3Q","117","VeryHigh","","","-1","67","-1","117","-1","","209","443","HTTP/2","-1","3","https://www.office.com/","209","0","","ssl/www.office.com:443","","VeryHigh","","","-1","-1","script","F2E292C2A50357638351F5BBB80F49A3","www.office.com","0","CB9FECD82D629419844C258B8A41B392","","-1","1","83","","-1","","39","116","/","156","44912","GET","34","156","","500","53","","","276","209","276","276","276","0","83","276","193","1","2","3","0","1","256","True","0",
