"minify_total","responses_200","testStartOffset","bytesOut","gzip_savings","requestsFull","start_epoch","connections","base_page_cdn","cpu.EventDispatch","bytesOutDoc","result","final_base_page_request_id","score_cookies","basePageSSLTime","docTime","domContentLoadedEventEnd","image_savings","cpu.ParseHTML","requestsDoc","cpu.v8.compile","cpu.CommitLoad","firstMeaningfulPaint","cpu.FunctionCall","firstTextPaint","firstPaint","cpu.ParseAuthorStyleSheet","score_cdn","cpu.Idle","optimization_checked","cpu.XHRReadyStateChange","image_total","score_minify","cpu.ScriptWrappableMarkingVisitor::performLazyCleanup","gzip_total","cpu.MajorGC","responses_404","cpu.TimerFire","cpu.Layout","loadTime","URL","score_combine","firstContentfulPaint","cpu.PlatformResourceSendRequest","firstLayout","score_etags","loadEventStart","cpu.EvaluateScript","minify_savings","score_progressive_jpeg","domInteractive","score_gzip","cpu.Paint","score_compress","domContentLoadedEventStart","final_url","cpu.ResourceChangePriority","cpu.MinorGC","cpu.UpdateLayoutTree","bytesInDoc","firstImagePaint","score_keep-alive","loadEventEnd","cached","score_cache","responses_other","cpu.UpdateLayerTree","cpu.ResourceSendRequest","main_frame","fullyLoaded","requests","final_base_page_request","TTFB","cpu.XHRLoad","bytesIn","test_run_time_ms","browser_version","base_page_dns_server","fullyLoadedCPUms","PerformancePaintTiming.first-contentful-paint","base_page_ip_ptr","eventName","base_page_cname","document_URL","date","PerformancePaintTiming.first-paint","domElements","browserVersion","document_origin","browser_name","fullyLoadedCPUpct","domComplete","document_hostname","lastVisualChange","visualComplete","render","SpeedIndex","visualComplete85","visualComplete90","visualComplete95","visualComplete99","chromeUserTiming.redirectStart","chromeUserTiming.redirectEnd","chromeUserTiming.fetchStart","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.domLoading","chromeUserTiming.responseEnd","chromeUserTiming.firstLayout","chromeUserTiming.firstPaint","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstTextPaint","chromeUserTiming.firstImagePaint","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","FirstInteractive","TTIMeasurementEnd","LastInteractive","run","step","effectiveBps","effectiveBpsDoc","domTime","aft","titleTime","domLoading","server_rtt","smallImageCount","bigImageCount","maybeCaptcha","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id",
"-1","461","0","364962","49546","487","0","76","","252","31978","99999","B4BCB0F1065543D005C4156DDAAA5892-1","-1","71","5762","4962","424508","42","70","86","0","3337","606","3337","3337.0999991894","10","2","18670","1","22","1807606","-1","0","1051051","19","2","72","358","5762","http://sohu.com","-1","3337","20","3309","-1","5761","353","-1","0","4960","96","98","77","4960","https://www.sohu.com/","0","15","118","947260","3337","100","5768","0","45","24","269","0","607A84E7D0496A82E765C3D363954162","21010","487","1","1800","0","3004631","31743","68.0.3440.75","ns11.sohu.com","10140","3337.0999991894","","Step_1","gs.a.sohu.com","https://www.sohu.com/","1633980336.045","3337.0999991894","3293","68.0.3440.75","https://www.sohu.com","Chrome","6.0689490061","5761","www.sohu.com","22000","10000","3300","5741","10000","10000","10000","10000","1","927","927","1803","1803","1806","1898","3309","3337","3337","3337","3337","3337","3337","4960","4960","4962","5761","5761","5768","6594","22853","6594","1","1","156409","239086","0","0","0","0","0","72","3","0","214071","104","661249","622861","112","1938526","260823","4","615519","1870762","247","1807450","0","0","0","0","0","0","0","0","0","20345","19","21154","211011_X6_38",
"-1","5","0","2119","8776","6","0","5","","0","2119","0","87F34A4F6326B3E10339ABC2A846D6FE-1","-1","200","1755","1751","15200","15","6","2","0","1462","","1462","1461.9999993593","0","0","1578","1","","19256","-1","","64422","","0","","127","1755","http://sohu.com","-1","1462","1","1455","-1","1756","17","-1","-1","1751","87","1","22","1751","https://www.sohu.com/","","","10","85106","","100","1756","0","75","1","3","0","C922738DA2D48F3A9D7F159D989C1318","1755","6","1","1144","","85106","10133","68.0.3440.75","ns16.sohu.com","1690","1461.9999993593","","Step_1","gs.a.sohu.com","https://www.sohu.com/","1633980437.1202","1461.9999993593","1766","68.0.3440.75","https://www.sohu.com","Chrome","3.2525019248","1756","www.sohu.com","1400","1400","1400","1400","1400","1400","1400","1400","2","618","618","1242","1242","1246","1280","1454","1462","1462","1462","","1462","1462","1750","1750","1750","1755","1755","1755","","1751","1751","2","1","139289","139289","0","0","0","0","0","0","0","0","48423","2","218321","17004","3","21262","0","0","0","19679","1","19256","0","0","0","0","0","0","0","0","0","0","0","0","211011_X6_38",
"-1","5","0","2119","8775","6","0","5","","1","2119","0","4C56F5371F910E06E6164F649A03300F-1","-1","72","1453","1449","15200","12","6","2","0","899","","899","898.7999986857","0","0","1289","1","","19256","-1","","64422","","0","","114","1453","http://sohu.com","-1","899","1","894","-1","1453","17","-1","-1","1448","87","1","22","1449","https://www.sohu.com/","","","14","85115","","100","1453","0","75","1","3","0","14C085785D5F3FEA80832A3B034675F8","1453","6","1","835","","85115","5620","68.0.3440.75","ns16.sohu.com","1120","898.7999986857","","Step_1","gs.a.sohu.com","https://www.sohu.com/","1633980453.956","898.7999986857","1766","68.0.3440.75","https://www.sohu.com","Chrome","2.1857923497","1453","www.sohu.com","900","900","900","900","900","900","900","900","1","621","621","838","838","840","942","893","898","898","898","","898","898","1448","1448","1448","1453","1453","1453","","1457","1449","3","1","137726","137726","0","0","0","0","0","0","0","0","48423","2","218321","17013","3","21262","0","0","0","19679","1","19256","0","0","0","0","0","0","0","0","0","0","0","0","211011_X6_38",
