"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","score_progressive_jpeg","jpeg_scan_count",
"178.79.242.0","","383","56","1000003214.35","0","","","100","211011_2K_3D","2726","LOWEST","43","","-1","56","0","2726","100","0","2929","443","http/1.1","-1","3","https://yahoovod.hs.llnwd.net/pixel.gif?rand=s205y0voi","2929","43","","ssl/yahoovod.hs.llnwd.net:443","image/gif","Low","","","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","yahoovod.hs.llnwd.net","545","1000003214.35","","100","1","2683","","-1","","82","342","/pixel.gif?rand=s205y0voi","2808","39034","GET","43","2808","","200","121","","Limelight","2985","2929","2985","2985","2985","0","2683","2985","302","33","34","1","0","","","","","","43","","","","","",
"69.147.86.186","","380","167","1000003214.27","0","","","0","211011_2K_3D","2693","LOWEST","42","","-1","167","0","2694","100","0","3030","443","HTTP/2","-1","3","https://v-czu40ckmd.wc.yahoodns.net/pixel.gif","3029","42","","ssl/v-czu40ckmd.wc.yahoodns.net:443","image/gif","Low","","","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","v-czu40ckmd.wc.yahoodns.net","494","1000003214.27","","100","1","2638","","-1","","160","323","/pixel.gif","2854","42080","GET","55","2854","","200","175","","","3197","3030","3197","3197","3197","0","2638","3197","557","34","35","1","0","1","147","True","0","","42","","","","","",
"200.152.165.201","","377","262","1000003214.23","","","no-store","-1","211011_2K_3D","2690","LOWEST","","","-1","262","-1","2690","-1","","3216","443","HTTP/2","-1","3","https://v-ao8cvgpwmf.wc.yahoodns.net/i.gif","3216","212","","ssl/v-ao8cvgpwmf.wc.yahoodns.net:443","","Low","","","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","v-ao8cvgpwmf.wc.yahoodns.net","212","1000003214.23","","-1","1","2633","","-1","","256","322","/i.gif","2946","47730","GET","57","2946","","204","270","","","3478","3216","3478","3478","3478","0","2633","3478","845","35","36","1","0","","","","","","","","","","","",
"188.125.72.139","","436","199","1000003214.50","","","no-store, no-cache, private, max-age=0","-1","211011_2K_3D","-1","IDLE","","","-1","199","-1","-1","-1","","3487","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","csp.yahoo.com","94","1000003214.50","","-1","1","-1","","-1","","-1","199","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3686","3487","3686","3686","3686","0","3487","3686","199","36","37","1","0","27","110","True","25","","","","","","","",
"188.125.72.139","","436","209","1000003214.44","","","no-store, no-cache, private, max-age=0","-1","211011_2K_3D","-1","IDLE","","","-1","209","-1","-1","-1","","3487","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","csp.yahoo.com","94","1000003214.44","","-1","1","-1","","-1","","-1","199","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3696","3487","3696","3696","3696","0","3487","3696","209","37","38","1","0","29","110","True","27","","","","","","","",
"188.125.72.139","","436","214","1000003214.46","","","no-store, no-cache, private, max-age=0","-1","211011_2K_3D","-1","IDLE","","","-1","214","-1","-1","-1","","3487","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","117","","","","VeryLow","","-1","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","csp.yahoo.com","117","1000003214.46","","-1","1","-1","","-1","","-1","199","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3701","3487","3701","3701","3701","0","3487","3701","214","38","39","1","0","31","110","True","29","","","","","","","",
"188.125.72.139","","436","219","1000003214.48","","","no-store, no-cache, private, max-age=0","-1","211011_2K_3D","-1","IDLE","","","-1","219","-1","-1","-1","","3487","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","csp.yahoo.com","94","1000003214.48","","-1","1","-1","","-1","","-1","199","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3706","3487","3706","3706","3706","0","3487","3706","219","39","40","1","0","25","110","True","0","","","","","","","",
"209.73.179.139","","2987","167","1000003214.43","","","no-store","-1","211011_2K_3D","3527","LOWEST","","","-1","167","-1","3527","-1","","3855","443","HTTP/2","-1","3","https://ybar-mcdn-report.wc.yahoodns.net/cs/W3sibiI6ImNvcmVkbnMiLCJtIjpbMjYzMS42OTk5OTk3OTQzNjQsMCwwLDI2MzEuNjk5OTk5Nzk0MzY0LDI2MzEuNjk5OTk5Nzk0MzY0LDI2MzEuNjk5OTk5Nzk0MzY0LDI2MzEuNjk5OTk5Nzk0MzY0LDAsMjYzMS42OTk5OTk3OTQzNjQsMjY5Ni4wMDAwMDA0NjE5MzYsMjc0MS4yMDAwMDAwNDc2ODM3LDI3NDEuNjk5OTk5MTk4MzE3NV0sInIiOjAsInMiOjE2MzM5ODA4OTMyNjYsImUiOjE2MzM5ODA4OTMzNzksInEiOiJpbWFnZSIsImIiOiIxY3ljdWttbGkifSx7Im4iOiJ5Y3MiLCJtIjpbMjYzMi42MDAwMDAxMjgxNSwwLDAsMjYzMi42MDAwMDAxMjgxNSwyNjM4LjQ5OTk5OTQxODg1NDcsMjY5NS4yOTk5OTk3ODg0MDM1LDI2OTUuMjk5OTk5Nzg4NDAzNSwyNzM3LjgwMDAwMDIzNTQzODMsMjgwOS43OTk5OTg5OTg2NDIsMjgxMC4wMDAwMDA1MjE1NDA2LDI4NjMuNTk5OTk4ODc2NDUyNCwyODY0LjE5OTk5OTcxOTg1OF0sInIiOjAsInMiOjE2MzM5ODA4OTMyNjYsImUiOjE2MzM5ODA4OTM1MDAsInEiOiJpbWFnZSIsImIiOiJmcXR3cjZiOWkifSx7Im4iOiJjbG91ZGZyb250IiwibSI6WzI2MzIuMTk5OTk4OTQ0OTk4LDAsMCwyNjMyLjE5OTk5ODk0NDk5OCwyNjM4LjE5OTk5OTkyODQ3NDQsMjY5Ny44OTk5OTkwOTY5ODk2LDI2OTcuODk5OTk5MDk2OTg5NiwyNzYxLjQ5OTk5OTA5MTAyOSwyODIwLjE5OTk5OTk1ODI3NjcsMjgyMC4yOTk5OTk3ODg0MDM1LDI4NzUuNTk5OTk4OTgwNzYwNiwyODc2LjE5OTk5OTgyNDE2NjNdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNTEzLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn0seyJuIjoibGV2ZWwzIiwibSI6WzI2MzMuNzAwMDAwMTIyMTg5NSwwLDAsMjYzMy43MDAwMDAxMjIxODk1LDI2NDAuNTk5OTk5NTc2ODA3LDI3MzMuMTk5OTk4NzM2MzgxNSwyNzMzLjE5OTk5ODczNjM4MTUsMjc4Mi42MDAwMDA1MDA2NzksMjgzNi43OTk5OTk2OTg5OTY1LDI4MzYuODk5OTk5NTI5MTIzMywyODk2LjYwMDAwMDU2MDI4MzcsMjg5Ny4yOTk5OTkzNzExNzFdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNTM1LCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn0seyJuIjoiYWthbWFpIiwibSI6WzI2MzQuNjAwMDAwNDU1OTc1NSwwLDAsMjYzNC42MDAwMDA0NTU5NzU1LDI3MDYuNzk5OTk4ODc5NDMyNywyNzY2LjEwMDAwMDU5MDA4NiwyNzY2LjEwMDAwMDU5MDA4NiwyODA4LjAwMDAwMDE5MzcxNSwyODkxLjQwMDAwMDA4MDQ2NjMsMjg5MS40OTk5OTk5MTA1OTMsMjkzNi41OTk5OTk2NjYyMTQsMjkzNy4wOTk5OTg4MTY4NDhdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNTc0LCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn0seyJuIjoiZWRnZWNhc3QiLCJtIjpbMjYzNC4wOTk5OTk0NDI2OTY2LDAsMCwyNjM0LjA5OTk5OTQ0MjY5NjYsMjY5OC40MDAwMDAxMTAyNjg2LDI3NjguNDAwMDAwNDA4MjkyLDI3NjguNDAwMDAwNDA4MjkyLDI4MTguMjk5OTk5NDYwNTc4LDI4ODUuOTk5OTk5OTQwMzk1NCwyODg2LjA5OTk5OTc3MDUyMiwyOTM5Ljk5OTk5OTQ3ODQ1OTQsMjk0MC4zOTk5OTg3OTg5NjY0XSwiciI6MCwicyI6MTYzMzk4MDg5MzI2NiwiZSI6MTYzMzk4MDg5MzU3NywicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6ImxpbWVsaWdodCIsIm0iOlsyNjMyLjg5OTk5OTYxODUzMDMsMCwwLDI2MzIuODk5OTk5NjE4NTMwMywyNjM4LjY5OTk5OTA3OTEwODIsMjcyNi4xOTk5OTk0NTE2MzczLDI3MjYuMTk5OTk5NDUxNjM3MywyODA4LjAwMDAwMDE5MzcxNSwyOTI5LjE5OTk5OTE5ODMxNzUsMjkyOS4yOTk5OTkwMjg0NDQzLDI5ODQuOTk5OTk5NDAzOTUzNiwyOTg1LjUwMDAwMDQxNzIzMjVdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNjIyLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn1d","3854","212","","ssl/ybar-mcdn-report.wc.yahoodns.net:443","","Low","","","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","ybar-mcdn-report.wc.yahoodns.net","212","1000003214.43","","-1","1","3485","","-1","","170","414","/cs/W3sibiI6ImNvcmVkbnMiLCJtIjpbMjYzMS42OTk5OTk3OTQzNjQsMCwwLDI2MzEuNjk5OTk5Nzk0MzY0LDI2MzEuNjk5OTk5Nzk0MzY0LDI2MzEuNjk5OTk5Nzk0MzY0LDI2MzEuNjk5OTk5Nzk0MzY0LDAsMjYzMS42OTk5OTk3OTQzNjQsMjY5Ni4wMDAwMDA0NjE5MzYsMjc0MS4yMDAwMDAwNDc2ODM3LDI3NDEuNjk5OTk5MTk4MzE3NV0sInIiOjAsInMiOjE2MzM5ODA4OTMyNjYsImUiOjE2MzM5ODA4OTMzNzksInEiOiJpbWFnZSIsImIiOiIxY3ljdWttbGkifSx7Im4iOiJ5Y3MiLCJtIjpbMjYzMi42MDAwMDAxMjgxNSwwLDAsMjYzMi42MDAwMDAxMjgxNSwyNjM4LjQ5OTk5OTQxODg1NDcsMjY5NS4yOTk5OTk3ODg0MDM1LDI2OTUuMjk5OTk5Nzg4NDAzNSwyNzM3LjgwMDAwMDIzNTQzODMsMjgwOS43OTk5OTg5OTg2NDIsMjgxMC4wMDAwMDA1MjE1NDA2LDI4NjMuNTk5OTk4ODc2NDUyNCwyODY0LjE5OTk5OTcxOTg1OF0sInIiOjAsInMiOjE2MzM5ODA4OTMyNjYsImUiOjE2MzM5ODA4OTM1MDAsInEiOiJpbWFnZSIsImIiOiJmcXR3cjZiOWkifSx7Im4iOiJjbG91ZGZyb250IiwibSI6WzI2MzIuMTk5OTk4OTQ0OTk4LDAsMCwyNjMyLjE5OTk5ODk0NDk5OCwyNjM4LjE5OTk5OTkyODQ3NDQsMjY5Ny44OTk5OTkwOTY5ODk2LDI2OTcuODk5OTk5MDk2OTg5NiwyNzYxLjQ5OTk5OTA5MTAyOSwyODIwLjE5OTk5OTk1ODI3NjcsMjgyMC4yOTk5OTk3ODg0MDM1LDI4NzUuNTk5OTk4OTgwNzYwNiwyODc2LjE5OTk5OTgyNDE2NjNdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNTEzLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn0seyJuIjoibGV2ZWwzIiwibSI6WzI2MzMuNzAwMDAwMTIyMTg5NSwwLDAsMjYzMy43MDAwMDAxMjIxODk1LDI2NDAuNTk5OTk5NTc2ODA3LDI3MzMuMTk5OTk4NzM2MzgxNSwyNzMzLjE5OTk5ODczNjM4MTUsMjc4Mi42MDAwMDA1MDA2NzksMjgzNi43OTk5OTk2OTg5OTY1LDI4MzYuODk5OTk5NTI5MTIzMywyODk2LjYwMDAwMDU2MDI4MzcsMjg5Ny4yOTk5OTkzNzExNzFdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNTM1LCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn0seyJuIjoiYWthbWFpIiwibSI6WzI2MzQuNjAwMDAwNDU1OTc1NSwwLDAsMjYzNC42MDAwMDA0NTU5NzU1LDI3MDYuNzk5OTk4ODc5NDMyNywyNzY2LjEwMDAwMDU5MDA4NiwyNzY2LjEwMDAwMDU5MDA4NiwyODA4LjAwMDAwMDE5MzcxNSwyODkxLjQwMDAwMDA4MDQ2NjMsMjg5MS40OTk5OTk5MTA1OTMsMjkzNi41OTk5OTk2NjYyMTQsMjkzNy4wOTk5OTg4MTY4NDhdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNTc0LCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn0seyJuIjoiZWRnZWNhc3QiLCJtIjpbMjYzNC4wOTk5OTk0NDI2OTY2LDAsMCwyNjM0LjA5OTk5OTQ0MjY5NjYsMjY5OC40MDAwMDAxMTAyNjg2LDI3NjguNDAwMDAwNDA4MjkyLDI3NjguNDAwMDAwNDA4MjkyLDI4MTguMjk5OTk5NDYwNTc4LDI4ODUuOTk5OTk5OTQwMzk1NCwyODg2LjA5OTk5OTc3MDUyMiwyOTM5Ljk5OTk5OTQ3ODQ1OTQsMjk0MC4zOTk5OTg3OTg5NjY0XSwiciI6MCwicyI6MTYzMzk4MDg5MzI2NiwiZSI6MTYzMzk4MDg5MzU3NywicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6ImxpbWVsaWdodCIsIm0iOlsyNjMyLjg5OTk5OTYxODUzMDMsMCwwLDI2MzIuODk5OTk5NjE4NTMwMywyNjM4LjY5OTk5OTA3OTEwODIsMjcyNi4xOTk5OTk0NTE2MzczLDI3MjYuMTk5OTk5NDUxNjM3MywyODA4LjAwMDAwMDE5MzcxNSwyOTI5LjE5OTk5OTE5ODMxNzUsMjkyOS4yOTk5OTkwMjg0NDQzLDI5ODQuOTk5OTk5NDAzOTUzNiwyOTg1LjUwMDAwMDQxNzIzMjVdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNjIyLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn1d","3697","59436","GET","42","3697","","204","157","","","4022","3855","4022","4022","4022","0","3485","4022","536","40","41","1","0","","","","","","","","","","","",
"209.73.179.126","","768","171","1000003214.49","","","no-store","-1","211011_2K_3D","3531","LOWEST","","","-1","171","-1","3531","-1","","3863","443","HTTP/2","-1","3","https://ybar-ao8cvgpwmfreport.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWEiLCJtIjpbMjYzMC40OTk5OTk5NzAxOTc3LDAsMCwyNjMwLjQ5OTk5OTk3MDE5NzcsMjYzMi43OTk5OTk3ODg0MDM1LDI2ODkuNjAwMDAwMTU3OTUyMywyNjg5LjYwMDAwMDE1Nzk1MjMsMjk0NS42OTk5OTkxMDg5MTA2LDMyMTUuNTk5OTk4ODMxNzQ5LDMyMTUuNzAwMDAwNTI0NTIxLDM0NzcuNDk5OTk5MTA1OTMwMywzNDc4LjAwMDAwMDExOTIwOTNdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODk0MTE0LCJxIjoiaW1hZ2UiLCJiIjoiYW84Y3ZncHdtZiJ9XQ==","3863","212","","ssl/ybar-ao8cvgpwmfreport.wc.yahoodns.net:443","","Low","","","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","ybar-ao8cvgpwmfreport.wc.yahoodns.net","212","1000003214.49","","-1","1","3487","","-1","","169","417","/cs/W3sibiI6InZwaXhpZWEiLCJtIjpbMjYzMC40OTk5OTk5NzAxOTc3LDAsMCwyNjMwLjQ5OTk5OTk3MDE5NzcsMjYzMi43OTk5OTk3ODg0MDM1LDI2ODkuNjAwMDAwMTU3OTUyMywyNjg5LjYwMDAwMDE1Nzk1MjMsMjk0NS42OTk5OTkxMDg5MTA2LDMyMTUuNTk5OTk4ODMxNzQ5LDMyMTUuNzAwMDAwNTI0NTIxLDM0NzcuNDk5OTk5MTA1OTMwMywzNDc4LjAwMDAwMDExOTIwOTNdLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODk0MTE0LCJxIjoiaW1hZ2UiLCJiIjoiYW84Y3ZncHdtZiJ9XQ==","3700","45120","GET","44","3700","","204","163","","","4034","3863","4034","4034","4034","0","3487","4034","547","41","42","1","0","","","","","","","","","","","",
"212.82.117.201","","763","174","1000003214.47","","","no-store","-1","211011_2K_3D","3531","LOWEST","","","-1","174","-1","3531","-1","","3871","443","HTTP/2","-1","3","https://ybar-czu40ckmdreport.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWMiLCJtIjpbMjYzMS40MDAwMDAzMDM5ODM3LDAsMCwyNjMxLjQwMDAwMDMwMzk4MzcsMjYzNy42OTk5OTg5MTUxOTU1LDI2OTMuMzk5OTk5MjkwNzA0NywyNjkzLjM5OTk5OTI5MDcwNDcsMjg1NC4xOTk5OTk5NDMzNzU2LDMwMjkuMTk5OTk4ODI1Nzg4NSwzMDI5LjQwMDAwMDM0ODY4NywzMTk2LjI5OTk5OTk1MjMxNjMsMzE5Ni43OTk5OTkxMDI5NV0sInIiOjAsInMiOjE2MzM5ODA4OTMyNjYsImUiOjE2MzM5ODA4OTM4MzQsInEiOiJpbWFnZSIsImIiOiJjenU0MGNrbWQifV0=","3871","212","","ssl/ybar-czu40ckmdreport.wc.yahoodns.net:443","","Low","","","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","ybar-czu40ckmdreport.wc.yahoodns.net","212","1000003214.47","","-1","1","3486","","-1","","172","416","/cs/W3sibiI6InZwaXhpZWMiLCJtIjpbMjYzMS40MDAwMDAzMDM5ODM3LDAsMCwyNjMxLjQwMDAwMDMwMzk4MzcsMjYzNy42OTk5OTg5MTUxOTU1LDI2OTMuMzk5OTk5MjkwNzA0NywyNjkzLjM5OTk5OTI5MDcwNDcsMjg1NC4xOTk5OTk5NDMzNzU2LDMwMjkuMTk5OTk4ODI1Nzg4NSwzMDI5LjQwMDAwMDM0ODY4NywzMTk2LjI5OTk5OTk1MjMxNjMsMzE5Ni43OTk5OTkxMDI5NV0sInIiOjAsInMiOjE2MzM5ODA4OTMyNjYsImUiOjE2MzM5ODA4OTM4MzQsInEiOiJpbWFnZSIsImIiOiJjenU0MGNrbWQifV0=","3703","49366","GET","45","3703","","204","168","","","4045","3871","4045","4045","4045","0","3486","4045","559","42","43","1","0","","","","","","","","","","","",
"69.147.70.142","","764","175","1000003214.45","","","no-store","-1","211011_2K_3D","3527","LOWEST","","","-1","175","-1","3527","-1","","3902","443","HTTP/2","-1","3","https://ybar-beytc356sureport.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWIiLCJtIjpbMjYzMC45OTk5OTkxMjA4MzE1LDAsMCwyNjMwLjk5OTk5OTEyMDgzMTUsMjYzMy4yOTk5OTg5MzkwMzczLDI2ODMuMDAwMDAwMTkzNzE1LDI2ODMuMDAwMDAwMTkzNzE1LDI3MjguNjk5OTk4OTMwMDk2NiwyODAyLjA5OTk5OTA0MDM2NSwyODAyLjE5OTk5ODg3MDQ5MiwyODUzLjc5OTk5ODc2MDIyMzQsMjg1NC4zOTk5OTk2MDM2MjldLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNDkxLCJxIjoiaW1hZ2UiLCJiIjoiYmV5dGMzNTZzdSJ9XQ==","3902","212","","ssl/ybar-beytc356sureport.wc.yahoodns.net:443","","Low","","","-1","-1","other","3CDD47425880D0A808436663E8C40F9C","ybar-beytc356sureport.wc.yahoodns.net","212","1000003214.45","","-1","1","3486","","-1","","194","415","/cs/W3sibiI6InZwaXhpZWIiLCJtIjpbMjYzMC45OTk5OTkxMjA4MzE1LDAsMCwyNjMwLjk5OTk5OTEyMDgzMTUsMjYzMy4yOTk5OTg5MzkwMzczLDI2ODMuMDAwMDAwMTkzNzE1LDI2ODMuMDAwMDAwMTkzNzE1LDI3MjguNjk5OTk4OTMwMDk2NiwyODAyLjA5OTk5OTA0MDM2NSwyODAyLjE5OTk5ODg3MDQ5MiwyODUzLjc5OTk5ODc2MDIyMzQsMjg1NC4zOTk5OTk2MDM2MjldLCJyIjowLCJzIjoxNjMzOTgwODkzMjY2LCJlIjoxNjMzOTgwODkzNDkxLCJxIjoiaW1hZ2UiLCJiIjoiYmV5dGMzNTZzdSJ9XQ==","3721","35084","GET","41","3721","","204","181","","","4077","3902","4077","4077","4077","0","3486","4077","591","43","44","1","0","","","","","","","","","","","",
"74.6.231.21","","382","384","C2550B1ADD7A02795E90D060A45A6CB8","","","no-store, no-cache","-1","211011_2K_3D","4","HIGHEST","","","-1","384","-1","4","-1","","160","80","http/1.1","-1","3","http://yahoo.com/","-1","8","","yahoo.com:80","text/html","VeryHigh","","","-1","-1","script","17E4715133F8B1988C165A2D11C4D251","yahoo.com","8","C2550B1ADD7A02795E90D060A45A6CB8","","-1","0","3","","-1","","155","104","/","-1","50038","GET","1","159","","301","-1","","","544","160","544","544","544","0","3","544","540","0","1","2","0","","","","","","","","","","","",
"74.6.231.21","","392","166","C2550B1ADD7A02795E90D060A45A6CB8-1","","","no-store, no-cache","-1","211011_2K_3D","-1","VeryHigh","","","-1","166","-1","545","-1","","877","443","HTTP/2","-1","3","https://yahoo.com/","876","8","","ssl/yahoo.com:443","text/html","VeryHigh","","","-1","-1","script","17E4715133F8B1988C165A2D11C4D251","yahoo.com","0","C2550B1ADD7A02795E90D060A45A6CB8","","-1","1","-1","","-1","","159","115","/","705","38758","GET","-1","704","","301","171","","","1043","877","1043","1043","1043","0","545","1043","496","1","2","2","0","1","256","True","0","","","","","","","",
"87.248.100.216","","396","81","C2550B1ADD7A02795E90D060A45A6CB8-2","","","no-store","-1","211011_2K_3D","1084","VeryHigh","","","-1","81","-1","1084","-1","","1241","443","HTTP/2","-1","3","https://www.yahoo.com/","1241","0","","ssl/www.yahoo.com:443","text/html","VeryHigh","","","-1","-1","script","17E4715133F8B1988C165A2D11C4D251","www.yahoo.com","0","C2550B1ADD7A02795E90D060A45A6CB8","","-1","1","1044","","-1","","73","125","/","1157","51970","GET","40","1157","","307","84","","","1322","1241","1322","1322","1322","0","1044","1322","278","2","3","2","0","","","","","","","","","","","",
"54.154.118.105","","488","89","C2550B1ADD7A02795E90D060A45A6CB8-3","","","","-1","211011_2K_3D","1375","VeryHigh","","","-1","89","-1","1375","-1","","1595","443","http/1.1","-1","3","https://guce.yahoo.com/consent?brandType=nonEu&gcrumb=cLyZVC0&done=https%3A%2F%2Fwww.yahoo.com%2F","1595","0","","ssl/guce.yahoo.com:443","","VeryHigh","","","-1","-1","script","17E4715133F8B1988C165A2D11C4D251","guce.yahoo.com","0","C2550B1ADD7A02795E90D060A45A6CB8","","-1","1","1324","","-1","","67","135","/consent?brandType=nonEu&gcrumb=cLyZVC0&done=https%3A%2F%2Fwww.yahoo.com%2F","1442","56630","GET","51","1442","","302","153","","","1684","1595","1684","1684","1684","0","1324","1684","360","3","4","2","0","","","","","","","","","","","",
"54.154.118.105","","494","150","C2550B1ADD7A02795E90D060A45A6CB8-4","","","no-cache, no-store, must-revalidate","-1","211011_2K_3D","1686","VeryHigh","","","-1","148","-1","1686","-1","","1904","443","http/1.1","100","3","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_8fdce1d3-cc57-4827-afab-5496804676f8","1903","7730","7730","ssl/consent.yahoo.com:443","text/html","VeryHigh","","0","-1","-1","script","17E4715133F8B1988C165A2D11C4D251","consent.yahoo.com","8638","C2550B1ADD7A02795E90D060A45A6CB8","0","100","1","1685","","-1","","66","144","/v2/collectConsent?sessionId=3_cc-session_8fdce1d3-cc57-4827-afab-5496804676f8","1753","56632","GET","1","1752","","200","150","gzip","","2054","1904","2052","2052","2054","2","1685","2054","367","4","5","2","0","","","","","1","37316","1","1","","","",
"54.154.118.105","79","630","73","1000004541.9","","","","-1","211011_2K_3D","-1","MEDIUM","","","-1","73","-1","-1","-1","","2066","443","http/1.1","-1","3","https://consent.yahoo.com/beacon?tag=TCF2&step=Layer1-View&brandDomain=www.yahoo.com&brandBid=&userType=nonreg&sdk=false&tos=en-US&country=CZ&sessionId=3_cc-session_8fdce1d3-cc57-4827-afab-5496804676f8","-1","142","","ssl/consent.yahoo.com:443","","Low","","","-1","-1","parser","17E4715133F8B1988C165A2D11C4D251","consent.yahoo.com","142","1000004541.9","","-1","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_8fdce1d3-cc57-4827-afab-5496804676f8","-1","144","/beacon?tag=TCF2&step=Layer1-View&brandDomain=www.yahoo.com&brandBid=&userType=nonreg&sdk=false&tos=en-US&country=CZ&sessionId=3_cc-session_8fdce1d3-cc57-4827-afab-5496804676f8","-1","56632","GET","-1","-1","","204","-1","","","2139","2066","2139","2139","2139","0","2066","2139","73","5","6","2","0","","","","","","","","","","","",
"188.125.72.139","29","435","164","1000004541.15","","","no-store, no-cache, private, max-age=0","-1","211011_2K_3D","2069","IDLE","","","-1","164","-1","2069","-1","","2227","443","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","2227","512","","pm/ssl/csp.yahoo.com:443","","VeryLow","","-1","-1","-1","parser","17E4715133F8B1988C165A2D11C4D251","csp.yahoo.com","512","1000004541.15","","-1","1","2068","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_8fdce1d3-cc57-4827-afab-5496804676f8","75","196","/beacon/csp?src=guce","2144","38518","POST","1","2144","","204","83","","","2391","2227","2391","2391","2391","0","2068","2391","323","6","7","2","0","1","110","True","0","","","","","","","",
"74.6.231.21","","382","191","4E8681243CC638793D512095CB7D9894","","","no-store, no-cache","-1","211011_2K_3D","4","HIGHEST","","","-1","191","-1","4","-1","","160","80","http/1.1","-1","3","http://yahoo.com/","-1","8","","yahoo.com:80","text/html","VeryHigh","","","-1","-1","script","2B4BC20BFABFF98FB02501C23A17A6BC","yahoo.com","8","4E8681243CC638793D512095CB7D9894","","-1","0","3","","-1","","156","104","/","-1","50070","GET","1","160","","301","-1","","","351","160","351","351","351","0","3","351","348","0","1","3","0","","","","","","","","","","","",
