time,power_consumption.power,url,start
2021-11-13T21:02:51.405+05:00,0.064860216,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:02:58.954+05:00,0.092235213,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:00.969+05:00,0.094713167,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:19.027+05:00,0.052996776,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:19.528+05:00,1.574060477,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:20.029+05:00,10.76205607,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:22.537+05:00,4.353419207,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:23.039+05:00,0.515382882,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:23.540+05:00,1.091579842,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:24.042+05:00,1.197664988,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:24.546+05:00,5.694973442,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:25.551+05:00,0.626301345,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:26.054+05:00,0.460432102,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:26.558+05:00,19.12753488,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:27.060+05:00,8.755570959,WARMUP,2021-11-13T21:02:51.405+05:00
2021-11-13T21:03:34.588+05:00,71.70517168,github.com,2021-11-13T21:03:32.705+05:00
2021-11-13T21:03:36.092+05:00,14.50757995,github.com,2021-11-13T21:03:32.705+05:00
2021-11-13T21:03:36.593+05:00,28.96320747,wetransfer.com,2021-11-13T21:03:36.392+05:00
2021-11-13T21:03:42.620+05:00,1.701969289,zillow.com,2021-11-13T21:03:40.990+05:00
2021-11-13T21:03:48.643+05:00,160.9480379,amazon.co.uk,2021-11-13T21:03:46.183+05:00
2021-11-13T21:03:49.144+05:00,16.38050996,amazon.co.uk,2021-11-13T21:03:46.183+05:00
2021-11-13T21:03:51.658+05:00,1.499685937,amazon.co.uk,2021-11-13T21:03:46.183+05:00
2021-11-13T21:03:53.168+05:00,1.023236284,amazon.co.uk,2021-11-13T21:03:46.183+05:00
2021-11-13T21:03:54.676+05:00,2.251425136,amazon.co.uk,2021-11-13T21:03:46.183+05:00
2021-11-13T21:03:55.180+05:00,0.448057417,amazon.co.uk,2021-11-13T21:03:46.183+05:00
