_id,groups.core.0.0.CPU_CLK_THREAD_UNHALTED:REF_P,groups.core.0.0.CPU_CLK_THREAD_UNHALTED:THREAD_P,groups.core.0.0.INSTRUCTIONS_RETIRED,groups.core.0.0.LLC_MISSES,groups.core.0.0.time_enabled,groups.core.0.0.time_running,groups.core.0.1.CPU_CLK_THREAD_UNHALTED:REF_P,groups.core.0.1.CPU_CLK_THREAD_UNHALTED:THREAD_P,groups.core.0.1.INSTRUCTIONS_RETIRED,groups.core.0.1.LLC_MISSES,groups.core.0.1.time_enabled,groups.core.0.1.time_running,groups.core.0.2.CPU_CLK_THREAD_UNHALTED:REF_P,groups.core.0.2.CPU_CLK_THREAD_UNHALTED:THREAD_P,groups.core.0.2.INSTRUCTIONS_RETIRED,groups.core.0.2.LLC_MISSES,groups.core.0.2.time_enabled,groups.core.0.2.time_running,groups.core.0.3.CPU_CLK_THREAD_UNHALTED:REF_P,groups.core.0.3.CPU_CLK_THREAD_UNHALTED:THREAD_P,groups.core.0.3.INSTRUCTIONS_RETIRED,groups.core.0.3.LLC_MISSES,groups.core.0.3.time_enabled,groups.core.0.3.time_running,groups.hwpc.0.0.CYCLES,groups.hwpc.0.0.LLC_MISSES,groups.hwpc.0.0.time_enabled,groups.hwpc.0.0.time_running,groups.hwpc.0.1.CYCLES,groups.hwpc.0.1.LLC_MISSES,groups.hwpc.0.1.time_enabled,groups.hwpc.0.1.time_running,groups.hwpc.0.2.CYCLES,groups.hwpc.0.2.LLC_MISSES,groups.hwpc.0.2.time_enabled,groups.hwpc.0.2.time_running,groups.hwpc.0.3.CYCLES,groups.hwpc.0.3.LLC_MISSES,groups.hwpc.0.3.time_enabled,groups.hwpc.0.3.time_running,groups.msr.0.0.APERF,groups.msr.0.0.MPERF,groups.msr.0.0.TSC,groups.msr.0.0.time_enabled,groups.msr.0.0.time_running,groups.msr.0.1.APERF,groups.msr.0.1.MPERF,groups.msr.0.1.TSC,groups.msr.0.1.time_enabled,groups.msr.0.1.time_running,groups.msr.0.2.APERF,groups.msr.0.2.MPERF,groups.msr.0.2.TSC,groups.msr.0.2.time_enabled,groups.msr.0.2.time_running,groups.msr.0.3.APERF,groups.msr.0.3.MPERF,groups.msr.0.3.TSC,groups.msr.0.3.time_enabled,groups.msr.0.3.time_running,groups.rapl.0.3.RAPL_ENERGY_PKG,groups.rapl.0.3.time_enabled,groups.rapl.0.3.time_running,sensor,target,timestamp
61680e1e5cffb904bc3bc281,,,,,,,,,,,,,,,,,,,,,,,,,1955360,7007,21450659,21450659,2523186,14188,53200928,53200928,690239,1611,21056182,21056182,471475,1399,36534795,36534795,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:50.454Z
61680e1e5cffb904bc3bc282,17533734,318294610,177347063,2441667,35024262503,35024262503,17071755,296003908,148154138,2239319,35054087123,35054087123,16472759,294208951,159319715,2117523,35049586222,35049586222,19027546,334473733,211568226,2499385,35049621342,35049621342,,,,,,,,,,,,,,,,,302166693,546526206,3299304768,35063024741,35063024741,277089480,528323605,3299337036,35063039353,35063039353,280371015,516480623,3299354385,35063020257,35063020257,318989751,597019257,3299305890,35063003751,35063003751,34327232512,35063036356,35063036356,sensor-test,all,2021-10-14T11:01:50.454Z
61680e1e5cffb904bc3bc283,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:50.454Z
61680e1f5cffb904bc3bc284,,,,,,,,,,,,,,,,,,,,,,,,,4860505,58049,95264442,95264442,385499,4498,153977003,153977003,2999719,30175,152383844,152383844,675708,6948,100603259,100603259,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:51.456Z
61680e1f5cffb904bc3bc285,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1871272,1871272,0,0,819659,819659,33566,361,1416153,1416153,0,0,3525102,3525102,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:51.456Z
61680e1f5cffb904bc3bc286,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21450659,21450659,3082907,13852,54881103,54881103,728449,1903,21508242,21508242,2312496,8448,38106545,38106545,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:51.456Z
61680e1f5cffb904bc3bc287,18358835,322204760,199317147,2310428,36025617318,36025617318,21241362,370237824,240426801,2909012,36055559481,36055559481,19056331,336817661,198105133,2681947,36050958447,36050958447,18067924,321770897,203731839,2476669,36050971046,36050971046,,,,,,,,,,,,,,,,,305193957,572196003,3297561330,36064604181,36064604181,351725679,665380432,3297534915,36064611162,36064611162,319458093,595753032,3297881808,36064695797,36064695797,304984638,563995735,3297575481,36064587320,36064587320,34750332928,36064716181,36064716181,sensor-test,all,2021-10-14T11:01:51.456Z
61680e1f5cffb904bc3bc288,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:51.456Z
61680e205cffb904bc3bc289,,,,,,,,,,,,,,,,,,,,,,,,,133878,441,21558165,21558165,2492047,13210,56683219,56683219,350337,1082,21779080,21779080,2597190,15603,39849420,39849420,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:52.458Z
61680e205cffb904bc3bc28a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1871272,1871272,0,0,819659,819659,29542,313,1433902,1433902,0,0,3525102,3525102,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:52.458Z
61680e205cffb904bc3bc28b,,,,,,,,,,,,,,,,,,,,,,,,,3625781,32705,97017282,97017282,612529,8000,154590686,154590686,4731186,69645,156252731,156252731,353641,3429,101037004,101037004,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:52.458Z
61680e205cffb904bc3bc28c,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:52.458Z
61680e205cffb904bc3bc28d,12960168,204326258,129651530,1882593,37027449488,37027449488,9539987,154968591,79297296,1360349,37057393304,37057393304,10188850,168905461,97028235,1480536,37052490056,37052490056,9341816,149324864,80124103,1170506,37052768238,37052768238,,,,,,,,,,,,,,,,,195712152,408546860,3299120238,37066658249,37066658249,143925490,290490937,3299153622,37066675794,37066675794,161272449,319684825,3298804113,37066652071,37066652071,139300211,285746075,3299041437,37066618585,37066618585,23608426496,37066651901,37066651901,sensor-test,all,2021-10-14T11:01:52.458Z
61680e215cffb904bc3bc28e,,,,,,,,,,,,,,,,,,,,,,,,,1733103,2222,23080889,23080889,2277157,10658,59105764,59105764,464623,852,22192066,22192066,541602,5793,40279135,40279135,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:53.460Z
61680e215cffb904bc3bc28f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1871272,1871272,0,0,819659,819659,0,0,1433902,1433902,0,0,3525102,3525102,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:53.460Z
61680e215cffb904bc3bc290,,,,,,,,,,,,,,,,,,,,,,,,,5212303,43570,99754771,99754771,2514751,18891,156706244,156706244,3140723,46436,158903522,158903522,157951,3638,101274331,101274331,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:53.460Z
61680e215cffb904bc3bc291,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:53.460Z
61680e215cffb904bc3bc292,15418146,267383282,160403904,2162660,38029575007,38029575007,14714594,254628124,155497601,2024882,38059806873,38059806873,13751584,230951166,147317951,1894729,38054553324,38054553324,16087977,280410402,169616973,2441505,38055215758,38055215758,,,,,,,,,,,,,,,,,254439949,482770307,3301040992,38069297196,38069297196,241139147,459849229,3301009491,38069302756,38069302756,220061077,432424656,3301017439,38069279573,38069279573,266891395,504110649,3301071384,38069264480,38069264480,29999497216,38069283181,38069283181,sensor-test,all,2021-10-14T11:01:53.460Z
61680e225cffb904bc3bc293,,,,,,,,,,,,,,,,,,,,,,,,,2064860,7224,24602027,24602027,2429461,14109,61201691,61201691,451281,1053,22628707,22628707,222008,831,40543266,40543266,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:54.463Z
61680e225cffb904bc3bc294,,,,,,,,,,,,,,,,,,,,,,,,,5243549,72647,103621411,103621411,2695023,23432,158803364,158803364,1595308,19990,160337147,160337147,413082,6263,101677027,101677027,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:54.463Z
61680e225cffb904bc3bc295,,,,,,,,,,,,,,,,,,,,,,,,,376560,2505,2122040,2122040,292290,4727,992140,992140,545207,5608,1746603,1746603,0,0,3525102,3525102,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:54.463Z
61680e225cffb904bc3bc296,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:54.463Z
61680e225cffb904bc3bc297,11431111,196063762,117774628,1722652,39031244425,39031244425,12064267,212295215,131610309,1824329,39061726061,39061726061,10151496,172367885,86262095,1445498,39056509040,39056509040,14079615,245487502,171211759,1976591,39057361158,39057361158,,,,,,,,,,,,,,,,,186697792,357747127,3299599613,39071495960,39071495960,201483258,377020892,3299613416,39071505980,39071505980,159866868,309893279,3299623413,39071483856,39071483856,235095834,443672875,3299567236,39071454632,39071454632,26614693888,39071485750,39071485750,sensor-test,all,2021-10-14T11:01:54.463Z
61680e235cffb904bc3bc298,,,,,,,,,,,,,,,,,,,,,,,,,1442058,7017,25869665,25869665,2262099,10557,63263288,63263288,1032871,1279,23548219,23548219,247578,632,40778715,40778715,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:55.465Z
61680e235cffb904bc3bc299,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2122040,2122040,0,0,992140,992140,0,0,1746603,1746603,34888,334,3564192,3564192,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:55.465Z
61680e235cffb904bc3bc29a,,,,,,,,,,,,,,,,,,,,,,,,,1758397,25622,105052892,105052892,3398039,38519,161994799,161994799,3556055,38877,163213642,163213642,984686,15882,102763335,102763335,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:55.465Z
61680e235cffb904bc3bc29b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:55.465Z
61680e235cffb904bc3bc29c,11872844,209490109,119267987,1816372,40032961335,40032961335,11582489,212370270,119616483,1548588,40063478678,40063478678,11422671,199127130,128805845,1535909,40058405858,40058405858,10809994,186963056,105315530,1548357,40059118188,40059118188,,,,,,,,,,,,,,,,,198940786,369621607,3299397582,40073633895,40073633895,201141160,360997531,3299481340,40073669052,40073669052,189155705,358219543,3299516764,40073655804,40073655804,176200078,336419883,3299287491,40073564703,40073564703,25197019136,40073664968,40073664968,sensor-test,all,2021-10-14T11:01:55.465Z
61680e245cffb904bc3bc29d,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2122040,2122040,0,0,992140,992140,0,0,1746603,1746603,34062,434,3619439,3619439,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:56.467Z
61680e245cffb904bc3bc29e,,,,,,,,,,,,,,,,,,,,,,,,,324666,737,26213553,26213553,2361143,14126,65866051,65866051,566723,1065,24127215,24127215,2026974,6780,42738510,42738510,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:56.467Z
61680e245cffb904bc3bc29f,,,,,,,,,,,,,,,,,,,,,,,,,937145,13592,106055729,106055729,2281491,19686,164279479,164279479,2974398,37101,166610295,166610295,1533092,32390,104360218,104360218,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:56.467Z
61680e245cffb904bc3bc2a0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:56.467Z
61680e245cffb904bc3bc2a1,5328877,118794955,48303262,921633,41035297035,41035297035,10512446,225137778,119032335,1848498,41065969399,41065969399,7764443,157014829,80368834,1271353,41060977153,41060977153,5611231,141819639,66965514,987021,41061322385,41061322385,,,,,,,,,,,,,,,,,111040440,161019877,3301175656,41076315399,41076315399,215334885,327369329,3301134022,41076334587,41076334587,149081654,241464303,3301208139,41076341312,41076341312,135639180,175415171,3301195848,41076282872,41076282872,24580980736,41076350887,41076350887,sensor-test,all,2021-10-14T11:01:56.467Z
61680e255cffb904bc3bc2a2,,,,,,,,,,,,,,,,,,,,,,,,,310962,697,26449772,26449772,3007306,10712,67034555,67034555,286041,500,24455863,24455863,2189412,7824,44982691,44982691,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:57.469Z
61680e255cffb904bc3bc2a3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2122040,2122040,0,0,992140,992140,0,0,1746603,1746603,36069,295,3648076,3648076,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:57.469Z
61680e255cffb904bc3bc2a4,,,,,,,,,,,,,,,,,,,,,,,,,467783,5736,106570195,106570195,2395846,17692,166785694,166785694,11902542,56935,173533246,173533246,3174603,53499,106630328,106630328,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:57.469Z
61680e255cffb904bc3bc2a5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:57.469Z
61680e255cffb904bc3bc2a6,13045808,306709237,250566970,1722515,42036436834,42036436834,15761089,347624677,301392176,1975563,42067056047,42067056047,14898008,349650048,303439309,1844817,42062000818,42062000818,11119530,232927435,167022728,1658703,42062137289,42062137289,,,,,,,,,,,,,,,,,299068705,412917166,3296357570,42077532108,42077532108,338928313,501280404,3296263882,42077522706,42077522706,341576895,473936489,3296156527,42077494715,42077494715,226545016,352607997,3296411517,42077516111,42077516111,27879014400,42077490877,42077490877,sensor-test,all,2021-10-14T11:01:57.469Z
61680e265cffb904bc3bc2a7,,,,,,,,,,,,,,,,,,,,,,,,,894393,1717,26826559,26826559,2326287,14312,69394115,69394115,143986,456,24633136,24633136,2161984,6890,45722877,45722877,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:58.471Z
61680e265cffb904bc3bc2a8,,,,,,,,,,,,,,,,,,,,,,,,,1642326,16193,107340867,107340867,4642258,54342,169225292,169225292,4127806,43655,176164636,176164636,855759,15119,107309163,107309163,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:58.471Z
61680e265cffb904bc3bc2a9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2122040,2122040,0,0,992140,992140,0,0,1746603,1746603,0,0,3648076,3648076,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:58.471Z
61680e265cffb904bc3bc2aa,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:58.471Z
61680e265cffb904bc3bc2ab,23283805,640893942,504781822,2998975,43038715432,43038715432,21558822,545127656,371982856,3381545,43069125200,43069125200,23466603,661767989,502411201,3012621,43064175387,43064175387,22064593,629507098,493247855,2582340,43064326660,43064326660,,,,,,,,,,,,,,,,,633442446,753906030,3300772559,43080083841,43080083841,537046445,695181214,3300817620,43080088829,43080088829,654324824,758562885,3300965790,43080106063,43080106063,620926817,711270515,3300742821,43080059213,43080059213,42207543296,43080127644,43080127644,sensor-test,all,2021-10-14T11:01:58.471Z
61680e275cffb904bc3bc2ac,,,,,,,,,,,,,,,,,,,,,,,,,503381,918,27418780,27418780,2238283,14404,71913207,71913207,219810,1057,24904412,24904412,1979053,7076,47988107,47988107,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:01:59.474Z
61680e275cffb904bc3bc2ad,,,,,,,,,,,,,,,,,,,,,,,,,700539,14394,108311105,108311105,4205039,60365,173468176,173468176,4284786,51157,180444620,180444620,274773,5774,107658609,107658609,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:01:59.474Z
61680e275cffb904bc3bc2ae,,,,,,,,,,,,,,,,,,,,,,,,,262296,1865,2443916,2443916,0,0,992140,992140,629864,10146,2408698,2408698,22938,107,3687788,3687788,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:01:59.474Z
61680e275cffb904bc3bc2af,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:01:59.474Z
61680e275cffb904bc3bc2b0,14940525,250206089,166631281,2237411,44040918358,44040918358,11838563,208828767,110005275,1637328,44071435271,44071435271,13012819,215478290,127590455,1797514,44066291599,44066291599,14492673,263848802,180806468,1955714,44066737093,44066737093,,,,,,,,,,,,,,,,,239461091,471709440,3301087959,44082733771,44082733771,195277242,364247185,3301079954,44082739200,44082739200,203317052,405395803,3301061446,44082756590,44082756590,253342504,457463217,3301017710,44082690886,44082690886,27459584000,44082795299,44082795299,sensor-test,all,2021-10-14T11:01:59.474Z
61680e285cffb904bc3bc2b1,,,,,,,,,,,,,,,,,,,,,,,,,507252,1357,28014072,28014072,2329287,14186,74533311,74533311,220289,1143,25177246,25177246,2019121,7303,50354472,50354472,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:02:00.476Z
61680e285cffb904bc3bc2b2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2443916,2443916,0,0,992140,992140,0,0,2408698,2408698,28932,325,3726528,3726528,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:02:00.476Z
61680e285cffb904bc3bc2b3,,,,,,,,,,,,,,,,,,,,,,,,,1853957,17215,110059476,110059476,7760885,69318,181552488,181552488,4154949,43860,184953048,184953048,514315,6805,108299056,108299056,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:02:00.476Z
61680e285cffb904bc3bc2b4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:02:00.476Z
61680e285cffb904bc3bc2b5,7287493,124439475,68380019,991361,45043373381,45043373381,10981499,180370863,123039832,1499129,45073733409,45073733409,8510657,133671611,79124663,1239764,45068119042,45068119042,9426015,150876072,78784293,1429976,45069062703,45069062703,,,,,,,,,,,,,,,,,116819437,224638124,3301281365,45085442917,45085442917,172495156,345352577,3301261345,45085444818,45085444818,126731140,266022212,3301224891,45085459532,45085459532,143101780,294476759,3301156999,45085383858,45085383858,21045706752,45085476233,45085476233,sensor-test,all,2021-10-14T11:02:00.476Z
61680e295cffb904bc3bc2b6,,,,,,,,,,,,,,,,,,,,,,,,,566747,1037,28597473,28597473,2473391,14408,76325791,76325791,380126,801,25547266,25547266,2076724,7840,52202444,52202444,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:02:01.478Z
61680e295cffb904bc3bc2b7,,,,,,,,,,,,,,,,,,,,,,,,,894143,16779,110844933,110844933,5190805,45978,185927077,185927077,2309510,38549,186571553,186571553,144807,3365,108503475,108503475,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:02:01.478Z
61680e295cffb904bc3bc2b8,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2443916,2443916,0,0,992140,992140,0,0,2408698,2408698,27117,351,3762374,3762374,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:02:01.478Z
61680e295cffb904bc3bc2b9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:02:01.478Z
61680e295cffb904bc3bc2ba,21020908,480141517,330412609,2970017,46045003027,46045003027,21787961,527526550,394218759,2755982,46075389401,46075389401,20867386,501841825,351992110,2720694,46069527358,46069527358,20399740,493631209,359868005,2450719,46070698383,46070698383,,,,,,,,,,,,,,,,,467921005,671869406,3298194172,46087213416,46087213416,514124686,693747703,3298187605,46087218734,46087218734,488983589,665144082,3298105162,46087206609,46087206609,479818968,648502424,3298284033,46087189301,46087189301,40990146560,46087228761,46087228761,sensor-test,all,2021-10-14T11:02:01.478Z
61680e2a5cffb904bc3bc2bb,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2443916,2443916,0,0,992140,992140,0,0,2408698,2408698,32367,794,3795771,3795771,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:02:02.480Z
61680e2a5cffb904bc3bc2bc,,,,,,,,,,,,,,,,,,,,,,,,,1991093,40738,112598899,112598899,5619348,58544,191155285,191155285,632423,11452,187202153,187202153,359895,4699,108910577,108910577,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:02:02.480Z
61680e2a5cffb904bc3bc2bd,10459198,211057730,141143151,1539886,47046195321,47046195321,13255303,275377623,192622520,2001801,47076542997,47076542997,10538300,213032156,136415100,1681211,47070870119,47070870119,9349926,197062521,125427942,1286196,47072123376,47072123376,,,,,,,,,,,,,,,,,201705292,327316332,3297482451,47088768440,47088768440,265660690,419121520,3297456529,47088768851,47088768851,203719757,329402022,3297408595,47088742538,47088742538,187398615,290977998,3297498852,47088753259,47088753259,28192538624,47088751079,47088751079,sensor-test,all,2021-10-14T11:02:02.480Z
61680e2a5cffb904bc3bc2be,,,,,,,,,,,,,,,,,,,,,,,,,412654,609,29028219,29028219,1153079,1630,77561493,77561493,3969065,23327,28353969,28353969,871346,2495,52825802,52825802,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:02:02.480Z
61680e2a5cffb904bc3bc2bf,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:02:02.480Z
61680e2b5cffb904bc3bc2c0,,,,,,,,,,,,,,,,,,,,,,,,,1853197,28139,113803741,113803741,3510284,26108,193199530,193199530,2334307,6509,188314633,188314633,6066346,49337,112174792,112174792,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:02:03.482Z
61680e2b5cffb904bc3bc2c1,,,,,,,,,,,,,,,,,,,,,,,,,132867,2507,2596003,2596003,0,0,992140,992140,116399,2095,2543365,2543365,0,0,3795771,3795771,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:02:03.482Z
61680e2b5cffb904bc3bc2c2,,,,,,,,,,,,,,,,,,,,,,,,,2883814,12602,30656841,30656841,892102,1798,78080030,78080030,1958539,5100,29353944,29353944,103867,221,52887050,52887050,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:02:03.482Z
61680e2b5cffb904bc3bc2c3,15173081,269632883,172814388,2133288,48047674678,48047674678,16246700,300334547,175241072,2415648,48078099170,48078099170,15503479,270725827,169843468,2163990,48072356262,48072356262,18297660,313105983,210594239,2514423,48073624344,48073624344,,,,,,,,,,,,,,,,,256595091,475741772,3298014491,48090486087,48090486087,284115074,504195588,3298021733,48090486913,48090486913,255977392,482692285,3298068890,48090475216,48090475216,298955312,576137206,3298027246,48090472407,48090472407,31868059648,48090487855,48090487855,sensor-test,all,2021-10-14T11:02:03.482Z
61680e2b5cffb904bc3bc2c4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:02:03.482Z
61680e2c5cffb904bc3bc2c5,,,,,,,,,,,,,,,,,,,,,,,,,524995,6789,114424689,114424689,5183862,48070,197382300,197382300,2214932,15535,190070439,190070439,2178175,49033,114457386,114457386,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:02:04.485Z
61680e2c5cffb904bc3bc2c6,,,,,,,,,,,,,,,,,,,,,,,,,204962,2001,2822934,2822934,796271,10349,1752824,1752824,0,0,2543365,2543365,61157,342,3878997,3878997,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:02:04.485Z
61680e2c5cffb904bc3bc2c7,,,,,,,,,,,,,,,,,,,,,,,,,3214448,14524,33609333,33609333,331528,930,78377545,78377545,1418957,8484,30288226,30288226,34354,129,52942319,52942319,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:02:04.485Z
61680e2c5cffb904bc3bc2c8,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/formula,2021-10-14T11:02:04.485Z
61680e2c5cffb904bc3bc2c9,10640924,162048860,98340033,1504961,49050162002,49050162002,9902748,150885825,90177028,1299238,49080643517,49080643517,10493340,165479299,105172368,1513997,49074768808,49074768808,8271184,132969183,72913023,1161403,49075807564,49075807564,,,,,,,,,,,,,,,,,153699215,332564021,3301808457,49093355448,49093355448,140884327,304176826,3301845685,49093366595,49093366595,157581788,329468725,3301869361,49093362672,49093362672,125367189,256542004,3301695595,49093306734,49093306734,22812295168,49093379087,49093379087,sensor-test,all,2021-10-14T11:02:04.485Z
61680e2d5cffb904bc3bc2ca,,,,,,,,,,,,,,,,,,,,,,,,,2343850,13570,35912977,35912977,325277,454,78756728,78756728,1894729,6938,32199531,32199531,233235,755,53236363,53236363,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,powerapi-sensor,2021-10-14T11:02:05.487Z
61680e2d5cffb904bc3bc2cb,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2822934,2822934,0,0,1752824,1752824,0,0,2543365,2543365,40540,326,3913775,3913775,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,/hwpc-sensor,2021-10-14T11:02:05.487Z
61680e2d5cffb904bc3bc2cc,,,,,,,,,,,,,,,,,,,,,,,,,483568,5433,114891684,114891684,5576651,42695,200864105,200864105,613056,8433,190665518,190665518,2372625,46160,115958064,115958064,,,,,,,,,,,,,,,,,,,,,,,,sensor-test,system,2021-10-14T11:02:05.487Z
