_id,dispatcher_report_id,metadata.formula,metadata.predict,metadata.ratio,metadata.scope,metadata.socket,power,sender_name,sensor,target,timestamp
61753c476a126a6974348a3a,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.7696533203125,null,sensor,rapl,2021-10-24T10:57:19.834Z
61753c496a126a6974348a3b,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.2161865234375,null,sensor,rapl,2021-10-24T10:57:20.337Z
61753c4a6a126a6974348a3c,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.5616455078125,null,sensor,rapl,2021-10-24T10:57:20.841Z
61753c4c6a126a6974348a3d,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.244140625,null,sensor,rapl,2021-10-24T10:57:21.344Z
61753c4d6a126a6974348a3e,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.2962646484375,null,sensor,rapl,2021-10-24T10:57:21.847Z
61753c4f6a126a6974348a3f,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.4698486328125,null,sensor,rapl,2021-10-24T10:57:22.349Z
61753c516a126a6974348a40,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.343017578125,null,sensor,rapl,2021-10-24T10:57:22.852Z
61753c526a126a6974348a41,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.9381103515625,null,sensor,rapl,2021-10-24T10:57:23.355Z
61753c526a126a6974348a42,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,3.1035977102520507,1,cpu,0,3.1035977102520507,null,sensor,global,2021-10-24T10:57:23.355Z
61753c526a126a6974348a43,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,1.0578696883723275,0.34085270938236883,cpu,0,1.0578696883723275,null,sensor,sensor,2021-10-24T10:57:23.355Z
61753c526a126a6974348a44,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,2.0457280218797234,0.6591472906176312,cpu,0,2.0457280218797234,null,sensor,formula,2021-10-24T10:57:23.355Z
61753c536a126a6974348a45,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.1256103515625,null,sensor,rapl,2021-10-24T10:57:23.856Z
61753c556a126a6974348a46,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.4354248046875,null,sensor,rapl,2021-10-24T10:57:24.357Z
61753c566a126a6974348a47,null,RAPL_ENERGY_PKG,0,1,cpu,0,3.588134765625,null,sensor,rapl,2021-10-24T10:57:24.860Z
61753c586a126a6974348a48,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.6695556640625,null,sensor,rapl,2021-10-24T10:57:25.362Z
61753c586a126a6974348a49,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,5.197953528384113,1,cpu,0,5.197953528384113,null,sensor,global,2021-10-24T10:57:25.362Z
61753c586a126a6974348a4a,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,0.8568192869904495,0.16483781209502438,cpu,0,0.8568192869904495,null,sensor,sensor,2021-10-24T10:57:25.362Z
61753c586a126a6974348a4b,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,4.3411342413936636,0.8351621879049755,cpu,0,4.3411342413936636,null,sensor,formula,2021-10-24T10:57:25.362Z
61753c596a126a6974348a4c,null,RAPL_ENERGY_PKG,0,1,cpu,0,3.8958740234375,null,sensor,rapl,2021-10-24T10:57:25.865Z
61753c5b6a126a6974348a4d,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.0152587890625,null,sensor,rapl,2021-10-24T10:57:26.368Z
61753c5b6a126a6974348a4e,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,4.447495554489909,1,cpu,0,4.447495554489909,null,sensor,global,2021-10-24T10:57:26.368Z
61753c5b6a126a6974348a4f,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,3.150555774726668,0.7083887406129202,cpu,0,3.150555774726668,null,sensor,formula,2021-10-24T10:57:26.368Z
61753c5b6a126a6974348a50,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,1.2969397797632416,0.2916112593870799,cpu,0,1.2969397797632416,null,sensor,sensor,2021-10-24T10:57:26.368Z
61753c5c6a126a6974348a51,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.591064453125,null,sensor,rapl,2021-10-24T10:57:26.872Z
61753c5e6a126a6974348a52,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.51708984375,null,sensor,rapl,2021-10-24T10:57:27.375Z
61753c5e6a126a6974348a53,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,4.558866158469571,1,cpu,0,4.558866158469571,null,sensor,global,2021-10-24T10:57:27.375Z
61753c5e6a126a6974348a54,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,3.300375487677644,0.7239465632361518,cpu,0,3.300375487677644,null,sensor,formula,2021-10-24T10:57:27.375Z
61753c5e6a126a6974348a55,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,1.258490670791927,0.27605343676384814,cpu,0,1.258490670791927,null,sensor,sensor,2021-10-24T10:57:27.375Z
61753c5f6a126a6974348a56,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.4407958984375,null,sensor,rapl,2021-10-24T10:57:27.876Z
61753c5f6a126a6974348a57,null,9d9b54830ce544957058e1af206bfc571c808eaf,4.065297976549116,1,cpu,0,4.065297976549116,null,sensor,global,2021-10-24T10:57:27.876Z
61753c5f6a126a6974348a58,null,9d9b54830ce544957058e1af206bfc571c808eaf,2.8041417744920456,0.6897752122151645,cpu,0,2.8041417744920456,null,sensor,formula,2021-10-24T10:57:27.876Z
61753c5f6a126a6974348a59,null,9d9b54830ce544957058e1af206bfc571c808eaf,1.2611562020570708,0.3102247877848355,cpu,0,1.2611562020570708,null,sensor,sensor,2021-10-24T10:57:27.876Z
61753c616a126a6974348a5a,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.2432861328125,null,sensor,rapl,2021-10-24T10:57:28.378Z
61753c626a126a6974348a5b,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.5765380859375,null,sensor,rapl,2021-10-24T10:57:28.881Z
61753c626a126a6974348a5c,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,4.553161784210419,1,cpu,0,4.553161784210419,null,sensor,global,2021-10-24T10:57:28.881Z
61753c626a126a6974348a5d,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,1.196747596677531,0.26283880375778557,cpu,0,1.196747596677531,null,sensor,sensor,2021-10-24T10:57:28.881Z
61753c626a126a6974348a5e,null,f0f5f307e36725a024f02f69c7c6de2fb17810fd,3.3564141875328874,0.7371611962422144,cpu,0,3.3564141875328874,null,sensor,formula,2021-10-24T10:57:28.881Z
61753c646a126a6974348a5f,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.602294921875,null,sensor,rapl,2021-10-24T10:57:29.382Z
61753c656a126a6974348a60,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.505126953125,null,sensor,rapl,2021-10-24T10:57:29.885Z
61753c676a126a6974348a61,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.345458984375,null,sensor,rapl,2021-10-24T10:57:30.388Z
61753c686a126a6974348a62,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.60205078125,null,sensor,rapl,2021-10-24T10:57:30.889Z
61753c686a126a6974348a63,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,2.731656501167116,1,cpu,0,2.731656501167116,null,sensor,global,2021-10-24T10:57:30.889Z
61753c686a126a6974348a64,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,2.113990591220482,0.7738859517356108,cpu,0,2.113990591220482,null,sensor,formula,2021-10-24T10:57:30.889Z
61753c686a126a6974348a65,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,0.617665909946634,0.22611404826438927,cpu,0,0.617665909946634,null,sensor,sensor,2021-10-24T10:57:30.889Z
61753c6a6a126a6974348a66,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.8516845703125,null,sensor,rapl,2021-10-24T10:57:31.392Z
61753c6b6a126a6974348a67,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.3297119140625,null,sensor,rapl,2021-10-24T10:57:31.896Z
61753c6d6a126a6974348a68,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.530029296875,null,sensor,rapl,2021-10-24T10:57:32.399Z
61753c6d6a126a6974348a69,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,2.805606369330063,1,cpu,0,2.805606369330063,null,sensor,global,2021-10-24T10:57:32.399Z
61753c6d6a126a6974348a6a,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,1.4582045816410498,0.5197466749368862,cpu,0,1.4582045816410498,null,sensor,formula,2021-10-24T10:57:32.399Z
61753c6d6a126a6974348a6b,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,1.3474017876890134,0.48025332506311386,cpu,0,1.3474017876890134,null,sensor,sensor,2021-10-24T10:57:32.399Z
61753c6e6a126a6974348a6c,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.7735595703125,null,sensor,rapl,2021-10-24T10:57:32.900Z
