requestedUrl,finalUrl,category,name,title,type,score
"https://t-online.de/","https://www.t-online.de/","Performance","performance-score","Overall Performance Category Score","numeric","0.07"
"https://t-online.de/","https://www.t-online.de/","Performance","first-contentful-paint","First Contentful Paint","numeric","0"
"https://t-online.de/","https://www.t-online.de/","Performance","speed-index","Speed Index","numeric","0"
"https://t-online.de/","https://www.t-online.de/","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","0"
"https://t-online.de/","https://www.t-online.de/","Performance","interactive","Time to Interactive","numeric","0"
"https://t-online.de/","https://www.t-online.de/","Performance","total-blocking-time","Total Blocking Time","numeric","0.09"
"https://t-online.de/","https://www.t-online.de/","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","0.27"
"https://t-online.de/","https://www.t-online.de/","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.41"
"https://t-online.de/","https://www.t-online.de/","Performance","first-meaningful-paint","First Meaningful Paint","numeric","0"
"https://t-online.de/","https://www.t-online.de/","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","0.47"
"https://t-online.de/","https://www.t-online.de/","Performance","uses-responsive-images","Properly size images","numeric","1"
"https://t-online.de/","https://www.t-online.de/","Performance","offscreen-images","Defer offscreen images","numeric","0.69"
"https://t-online.de/","https://www.t-online.de/","Performance","unminified-css","Minify CSS","numeric","1"
"https://t-online.de/","https://www.t-online.de/","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://t-online.de/","https://www.t-online.de/","Performance","unused-css-rules","Reduce unused CSS","numeric","0.67"
"https://t-online.de/","https://www.t-online.de/","Performance","unused-javascript","Reduce unused JavaScript","numeric","0.07"
"https://t-online.de/","https://www.t-online.de/","Performance","uses-optimized-images","Efficiently encode images","numeric","0.93"
"https://t-online.de/","https://www.t-online.de/","Performance","modern-image-formats","Serve images in next-gen formats","numeric","0.5"
"https://t-online.de/","https://www.t-online.de/","Performance","uses-text-compression","Enable text compression","numeric","1"
"https://t-online.de/","https://www.t-online.de/","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","0.46"
"https://t-online.de/","https://www.t-online.de/","Performance","server-response-time","Initial server response time was short","binary","1"
"https://t-online.de/","https://www.t-online.de/","Performance","redirects","Avoid multiple page redirects","numeric","1"
"https://t-online.de/","https://www.t-online.de/","Performance","uses-rel-preload","Preload key requests","notApplicable","-1"
