"Test","URL","FV Successful Tests","FV Document Complete Median","FV Document Complete Avg","FV Document Complete Std. Dev","FV Document Complete Min","FV Document Complete Max","FV Fully Loaded Median","FV Fully Loaded Avg","FV Fully Loaded Std. Dev","FV Fully Loaded Min","FV Fully Loaded Max","FV First Byte Median","FV First Byte Avg","FV First Byte Std. Dev","FV First Byte Min","FV First Byte Max","FV Start Render Median","FV Start Render Avg","FV Start Render Std. Dev","FV Start Render Min","FV Start Render Max","FV Bytes In (Doc) Median","FV Bytes In (Doc) Avg","FV Bytes In (Doc) Std. Dev","FV Bytes In (Doc) Min","FV Bytes In (Doc) Max","FV Requests (Doc) Median","FV Requests (Doc) Avg","FV Requests (Doc) Std. Dev","FV Requests (Doc) Min","FV Requests (Doc) Max","FV Load Event Start Median","FV Load Event Start Avg","FV Load Event Start Std. Dev","FV Load Event Start Min","FV Load Event Start Max","FV Speed Index Median","FV Speed Index Avg","FV Speed Index Std. Dev","FV Speed Index Min","FV Speed Index Max","FV Last Visual Change Median","FV Last Visual Change Avg","FV Last Visual Change Std. Dev","FV Last Visual Change Min","FV Last Visual Change Max","FV Visually Complete Median","FV Visually Complete Avg","FV Visually Complete Std. Dev","FV Visually Complete Min","FV Visually Complete Max",Test ID
"","http://shutterstock.com","3","3555","3578","70.090417794922","3506","3673","13141","10479.333333333","3930.0722922387","4923","13374","907","969.33333333333","101.88337559299","888","1113","1400","1366.6666666667","124.72191289246","1200","1500","956966","977703.66666667","29408.844206387","956851","1019294","35","37","2.8284271247462","35","41","3555","3577.6666666667","69.638750387665","3506","3672","2076","2130.3333333333","92.830789911298","2054","2261","13200","11333.333333333","3073.9045022396","7000","13800","13000","10633.333333333","3346.9720976163","5900","13000","211025_1R_4W"
"","http://roblox.com","3","4359","4413.6666666667","112.96410442653","4311","4571","4513","4565","112.3328387724","4461","4721","676","667.33333333333","17.441967269268","643","683","1500","1533.3333333333","47.140452079103","1500","1600","1844303","1898274.6666667","76339.484114637","1844286","2006235","99","99","0","99","99","4359","4414","113.42839150759","4311","4572","3205","3232.6666666667","74.07353703509","3159","3334","4200","4266.6666666667","94.280904158206","4200","4400","4200","4233.3333333333","47.140452079103","4200","4300","211025_CR_4X"
"","http://google.ru","3","1566","1591.6666666667","61.915713317021","1532","1677","1973","2017.6666666667","70.357815644193","1963","2117","406","440.66666666667","51.16205190916","403","513","500","533.33333333333","47.140452079103","500","600","402494","402439","91.545981160653","402310","402513","23","23","0","23","23","1566","1591.6666666667","61.915713317021","1532","1677","607","577","46.007245806141","512","612","1600","1633.3333333333","47.140452079103","1600","1700","1600","1633.3333333333","47.140452079103","1600","1700","211025_N7_4Y"
"","http://vimeo.com","1","1403","1403","0","1403","1403","4056","4056","0","4056","4056","599","599","0","599","599","900","900","0","900","900","260295","260295","0","260295","260295","13","13","0","13","13","1403","1403","0","1403","1403","955","955","0","955","955","1300","1300","0","1300","1300","1300","1300","0","1300","1300","211025_5B_4Z"
"","http://tokopedia.com","3","3781","3557.3333333333","514.40602208329","2846","4045","11008","11049","117.53297409663","10930","11209","1241","1222.6666666667","58.2084377236","1144","1283","1400","1933.3333333333","754.24723326565","1400","3000","835127","735343.33333333","180756.11267918","481634","889269","101","81.666666666667","30.214051182999","39","105","3781","3557.3333333333","514.40602208329","2846","4045","4652","4902.6666666667","754.333848873","4130","5926","13000","13033.333333333","124.72191289246","12900","13200","9500","10733.333333333","1744.1967269268","9500","13200","211025_6K_50"
"","http://office365.com","3","5851","5881.6666666667","298.80911781418","5532","6262","7946","8104","489.74755401805","7599","8767","1480","1487.3333333333","303.78098835985","1119","1863","1900","1933.3333333333","368.17870057291","1500","2400","2436287","2436024","503.83793690696","2435319","2436466","74","73.666666666667","0.47140452079103","73","74","5851","5881.3333333333","298.38491174246","5532","6261","2826","2773.6666666667","319.36012413714","2359","3136","5900","5933.3333333333","286.74417556809","5600","6300","5900","5933.3333333333","286.74417556809","5600","6300","211025_72_51"
"","http://daum.net","1","9563","9563","0","9563","9563","10662","10662","0","10662","10662","4658","4658","0","4658","4658","5300","5300","0","5300","5300","1551740","1551740","0","1551740","1551740","105","105","0","105","105","9563","9563","0","9563","9563","6151","6151","0","6151","6151","9000","9000","0","9000","9000","8900","8900","0","8900","8900","211025_5E_52"
"","http://kumparan.com","3","4136","4179.6666666667","80.838659618334","4110","4293","8070","8136.3333333333","215.41639264973","7912","8427","537","541.66666666667","26.335442953472","512","576","700","733.33333333333","47.140452079103","700","800","1499422","1502338.6666667","4150.2714235203","1499386","1508208","80","80.666666666667","0.94280904158206","80","82","4135","4179.3333333333","81.019887819117","4110","4293","3755","3734.6666666667","244.14795150118","3426","4023","9900","9933.3333333333","124.72191289246","9800","10100","6500","6333.3333333333","235.70226039552","6000","6500","211025_3H_53"
"","http://google.es","3","1585","1614","58.804761711957","1561","1696","1988","2042","87.92420978699","1972","2166","416","453.66666666667","57.563491516373","410","535","500","533.33333333333","47.140452079103","500","600","402447","402555.66666667","240.41260828464","402331","402889","23","23","0","23","23","1585","1613.6666666667","58.339999619091","1561","1695","511","576.66666666667","92.866690595833","511","708","1600","1600","81.649658092773","1500","1700","1500","1533.3333333333","124.72191289246","1400","1700","211025_8E_54"
"","http://primevideo.com","2","3862","3787.5","74.5","3713","3862","5213","4732.5","480.5","4252","5213","557","513","44","469","557","1100","1000","100","900","1100","1792840","1787155","5685","1781470","1792840","30","29.5","0.5","29","30","3862","3787","75","3712","3862","1596","1448","148","1300","1596","3200","3200","0","3200","3200","3200","3200","0","3200","3200","211025_CB_55"
