"minify_total","responses_200","testStartOffset","bytesOut","gzip_savings","requestsFull","start_epoch","connections","base_page_cdn","cpu.EventDispatch","bytesOutDoc","result","final_base_page_request_id","score_cookies","basePageSSLTime","docTime","domContentLoadedEventEnd","image_savings","cpu.XHRReadyStateChange","requestsDoc","cpu.v8.compile","cpu.CommitLoad","firstMeaningfulPaint","cpu.FunctionCall","firstTextPaint","firstPaint","cpu.ParseAuthorStyleSheet","score_cdn","cpu.Idle","cpu.ParseHTML","optimization_checked","image_total","score_minify","gzip_total","cpu.MajorGC","responses_404","cpu.ResourceSendRequest","cpu.Layout","loadTime","URL","score_combine","firstContentfulPaint","cpu.PlatformResourceSendRequest","firstLayout","score_etags","loadEventStart","cpu.EvaluateScript","minify_savings","score_progressive_jpeg","domInteractive","score_gzip","cpu.Paint","score_compress","domContentLoadedEventStart","final_url","cpu.FireAnimationFrame","cpu.ResourceChangePriority","cpu.MinorGC","cpu.UpdateLayoutTree","bytesInDoc","firstImagePaint","score_keep-alive","loadEventEnd","cached","score_cache","cpu.FireIdleCallback","responses_other","cpu.UpdateLayerTree","cpu.TimerFire","main_frame","fullyLoaded","requests","final_base_page_request","TTFB","cpu.XHRLoad","bytesIn","test_run_time_ms","browser_version","base_page_dns_server","fullyLoadedCPUms","PerformancePaintTiming.first-contentful-paint","base_page_ip_ptr","eventName","base_page_cname","document_URL","date","PerformancePaintTiming.first-paint","domElements","browserVersion","document_origin","browser_name","fullyLoadedCPUpct","domComplete","document_hostname","lastVisualChange","visualComplete","render","SpeedIndex","visualComplete85","visualComplete90","visualComplete95","visualComplete99","chromeUserTiming.redirectStart","chromeUserTiming.redirectEnd","chromeUserTiming.fetchStart","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.domLoading","chromeUserTiming.responseEnd","chromeUserTiming.domInteractive","chromeUserTiming.firstLayout","chromeUserTiming.firstPaint","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstTextPaint","chromeUserTiming.firstImagePaint","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","FirstInteractive","TimeToInteractive","TTIMeasurementEnd","LastInteractive","run","step","effectiveBps","effectiveBpsDoc","domTime","aft","titleTime","domLoading","server_rtt","smallImageCount","bigImageCount","maybeCaptcha","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","cpu.v8.evaluateModule","cpu.ScriptWrappableMarkingVisitor::performLazyCleanup","cpu.v8.compileModule","userTime.AFT Interactive","userTime.loaded HOPS_Homepage","userTime.onload completed","userTimingMeasure.Loading-LazyZillowHomeLoansUpsell_intervalDuration","userTimingMeasure.Loading-LazyZillowHomeLoansUpsell_dynamicEventDuration","userTime","userTime.gpt-tag-load","userTime.loadStarteventUtils","userTime.loadEndeventUtils","userTime.loadStartpixelQueue","userTime.loadEndpixelQueue","userTimingMeasure.lteu","userTimingMeasure.ltpq","CSI.v","CSI.s","CSI.action","CSI.dmc","CSI.top","CSI.puid","CSI.c","CSI.e","CSI.ctx","CSI.met_7","CSI.met_3","CSI.met_1","chromeUserTiming.InteractiveTime","userTimingMeasure.Next.js-before-hydration","userTimingMeasure.Next.js-hydration","cpu.ScrollLayer","userTime.app-init-start","userTime.app-did-mount","userTime.app-init-end","CSI.t","CSI.atyp","CSI.ei","CSI.rt","CSI.imn","CSI.ima","CSI.imad","CSI.aftp","CSI.bl","CSI.wsrt","CSI.aft","CSI.prt","cpu.HitTest","userTime.gpt-first-ad-request","userTime.gpt-first-ad-render","userTime.optimizely_blockBegin","userTime.optimizelyStart","userTime.optimizelyEnd","userTime.headEnd","userTime.footerStart","userTime.footerEnd","userTime.domReady","userTime.zonesReady","userTime.zonesAndDomReady","userTime._ADFUEL_ Registry Load ___cdn.cnn.com_ads_cnni_cnni_homepage.json_ Start","userTime._ADFUEL_ Registry Load ___cdn.cnn.com_ads_cnni_cnni_homepage.json_ End","userTimingMeasure.headTime","userTimingMeasure.timeToZonesComplete","userTimingMeasure.timeToInteractive","userTimingMeasure.timeToDomReady","userTimingMeasure.timeToZonesAndDomReady","userTimingMeasure.optimizelyTime","userTimingMeasure.domTime","userTimingMeasure.footerTime","userTimingMeasure._ADFUEL_ Registry Load ___cdn.cnn.com_ads_cnni_cnni_homepage.json_","userTime.timeToBundle","userTime.timeToRouter","userTime.timeToRender","userTime.start-appRenderTime","userTime.start-homeRenderTime","userTime.meter-start","userTime.dfp-ad-mid1-undefined","userTime.dfp-ad-mid2-undefined","userTime.dfp-ad-mid3-undefined","userTime.dfp-ad-mid4-undefined","userTime.dfp-ad-bottom-undefined","userTime.timeToRenderEnd","userTime.end-homeRenderTime","userTime.end-appRenderTime","userTime.dfp-ad-top-undefined","userTime.dfp-ad-top-timeCalled","userTime.dfp-ad-top-timeCallSent","userTime.dfp-ad-mid1-timeCalled","userTime.dfp-ad-mid1-timeCallSent","userTime.meter-end","userTime.dfp-ad-top-timeReceived","userTime.dfp-ad-top-timeRendered","userTime.dfp-ad-mid1-timeReceived","userTime.dfp-ad-mid1-timeRendered","userTime.dfp-ad-mid1-timeLoaded","userTime.dfp-ad-top-timeLoaded","userTime.dfp-ad-top-timeViewed","userTimingMeasure.dfp-ad-mid1-undefined","userTimingMeasure.dfp-ad-mid2-undefined","userTimingMeasure.dfp-ad-mid3-undefined","userTimingMeasure.dfp-ad-mid4-undefined","userTimingMeasure.dfp-ad-bottom-undefined","userTimingMeasure.dfp-ad-top-undefined","userTimingMeasure.dfp-ad-top-timeCalled","userTimingMeasure.dfp-ad-top-timeCallSent","userTimingMeasure.dfp-ad-mid1-timeCalled","userTimingMeasure.dfp-ad-mid1-timeCallSent","userTimingMeasure.routerMatchTime","userTimingMeasure.renderTime","userTimingMeasure.appRenderTime","userTimingMeasure.homeRenderTime","userTimingMeasure.meter","userTimingMeasure.dfp-ad-top-timeReceived","userTimingMeasure.dfp-ad-top-timeRendered","userTimingMeasure.dfp-ad-top-timeLoaded","userTimingMeasure.dfp-ad-top-timeViewed","userTimingMeasure.dfp-ad-mid1-timeReceived","userTimingMeasure.dfp-ad-mid1-timeRendered","userTimingMeasure.dfp-ad-mid1-timeLoaded","CSI.met_9","CSI.slotId","CSI.met_4","CSI.event_name","CSI.asset_bytes","CSI.video_bytes","CSI.cached_data_bytes","CSI.js_cached","CSI.css_cached","CSI.num_assets","CSI.num_assets_cached","CSI.num_assets_cache_validated","CSI.num_assets_unmeasurable","CSI.video_played_seconds","CSI.video_muted","CSI.video_seconds_loaded","userTimingMeasure.body_execution_started","userTimingMeasure.bundle_loaded","userTime.____ initialAppLoad","userTime.____ RenderReactContainer","userTime.____ stopwatch_facebook_autologin_autoLoginFacebookStart","userTime.____ stopwatch_facebook_autologin_autoLoginFacebookInitEnd","userTimingMeasure.____ initialAppLoad","userTimingMeasure.____ RenderReactContainer","userTimingMeasure.____ stopwatch_facebook_autologin_autoLoginFacebookStart","userTimingMeasure.____ stopwatch_facebook_autologin_autoLoginFacebookInitEnd","userTime.Init (beat 1)","userTime.platform_create-worker started","userTime.platform_create-worker ended","userTime._fedops_ code-parsing-phase finished","userTime._fedops_ dom_ready started","userTime._fedops_ phase_dom_ready undefined started","userTime._fedops_ component_loader started","userTime._fedops_ phase_component_loader undefined started","userTime._fedops_ component_loader finished","userTime._fedops_ phase_component_loader undefined finished","userTime._fedops_ load_environment started","userTime._fedops_ phase_load_environment undefined started","userTime._fedops_ load_environment finished","userTime._fedops_ phase_load_environment undefined finished","userTime._fedops_ load_renderer started","userTime._fedops_ phase_load_renderer undefined started","userTime._fedops_ loadSiteFeatures_renderFeaturesOnly started","userTime._fedops_ phase_loadSiteFeatures_renderFeaturesOnly undefined started","userTime._fedops_ loadSiteFeatures started","userTime._fedops_ phase_loadSiteFeatures undefined started","userTime._fedops_ loadSiteFeatures_renderFeaturesOnly finished","userTime._fedops_ phase_loadSiteFeatures_renderFeaturesOnly undefined finished","userTime._fedops_ loadMasterPageFeaturesConfigs started","userTime._fedops_ phase_loadMasterPageFeaturesConfigs undefined started","userTime._fedops_ thunderbolt interaction buildLogger started","userTime._fedops_ thunderbolt interaction execute-thunderbolt-features started","userTime._fedops_ thunderbolt interaction cdn-hit-thunderbolt-features started","userTime._fedops_ thunderbolt interaction execute-thunderbolt-features ended","userTime._fedops_ loadMasterPageFeaturesConfigs finished","userTime._fedops_ phase_loadMasterPageFeaturesConfigs undefined finished","userTime._fedops_ loadDynamicModel started","userTime._fedops_ phase_loadDynamicModel undefined started","userTime.Partially visible (beat 12)","userTime._fedops_ partially_visible started","userTime._fedops_ phase_partially_visible undefined started","userTime._fedops_ loadDynamicModel finished","userTime._fedops_ phase_loadDynamicModel undefined finished","userTime._fedops_ loadSiteFeatures finished","userTime._fedops_ phase_loadSiteFeatures undefined finished","userTime._fedops_ load_renderer finished","userTime._fedops_ phase_load_renderer undefined finished","userTime._fedops_ tb_client started","userTime._fedops_ phase_tb_client undefined started","userTime._fedops_ container_get_thunderbolt started","userTime._fedops_ phase_container_get_thunderbolt undefined started","userTime._fedops_ container_get_thunderbolt finished","userTime._fedops_ phase_container_get_thunderbolt undefined finished","userTime._fedops_ thunderbolt_ready started","userTime._fedops_ phase_thunderbolt_ready undefined started","userTime._fedops_ structureAPI_addShellStructure started","userTime._fedops_ phase_structureAPI_addShellStructure undefined started","userTime._fedops_ structureAPI_addShellStructure finished","userTime._fedops_ phase_structureAPI_addShellStructure undefined finished","userTime._fedops_ features_appWillMount started","userTime._fedops_ phase_features_appWillMount undefined started","userTime._fedops_ router_navigate started","userTime._fedops_ phase_router_navigate undefined started","userTime._fedops_ init_page started","userTime._fedops_ phase_init_page undefined started","userTime._fedops_ dom_ready finished","userTime._fedops_ phase_dom_ready undefined finished","userTime._fedops_ init_page finished","userTime._fedops_ phase_init_page undefined finished","userTime._fedops_ router_navigate finished","userTime._fedops_ phase_router_navigate undefined finished","userTime._fedops_ features_appWillMount finished","userTime._fedops_ phase_features_appWillMount undefined finished","userTime._fedops_ thunderbolt_ready finished","userTime._fedops_ phase_thunderbolt_ready undefined finished","userTime._fedops_ tb_client finished","userTime._fedops_ phase_tb_client undefined finished","userTime._fedops_ client_render started","userTime._fedops_ phase_client_render undefined started","userTime._fedops_ client_render finished","userTime._fedops_ phase_client_render undefined finished","userTime._fedops_ thunderbolt interaction page_features_loaded started","userTime.page interactive (beat 33)","userTime._fedops_ thunderbolt app-loaded","userTimingMeasure.Create Platform Web Worker","userTimingMeasure._fedops_ execute-thunderbolt-features duration","userTime.onInitialClientRender","userTime.pageLoad","userTime.pageRender","userTime.adInit","userTimingMeasure.jsLoad","userTimingMeasure.afterRender","userTimingMeasure.afterAdRequest","userTimingMeasure.afterMPD","userTimingMeasure.pageLoad","userTimingMeasure.uipagerender","userTimingMeasure.uipageload","userTime.eagerLoadedPhotoLoaded","userTime.firstLazyLoadedPhotoLoaded","userTimingMeasure.navigationStart-eagerLoadedPhotoLoaded","userTimingMeasure.navigationStart-firstLazyLoadedPhotoLoaded","userTime.cs-start-tag","userTime.cs-start-boot","userTime.cs-step2-boot","userTime.cs-end-boot","userTime.ct-upload-page-initiated","userTime.ct-upload-page-finished","userTime.ct-recorderB-parsed","userTimingMeasure.cs-measure-boot","userTimingMeasure.ct-measure-upload-page","userTime.teads-mark-a","userTime.teads-mark-d","userTime.teads-mark-b","userTime.teads-mark-b-77045-0-83430","userTime.teads-mark-d-77045-0-83430","userTime.teads-mark-c-77045-0-83430","userTime.teads-mark-e-77045-0-83430","CSI.fb","CSI.sdkv","CSI.ppt","CSI.ppv","CSI.mrd","CSI.aab","CSI.itv","CSI.aec","userTime.Fbs Video_ Loaded","userTime.FbsAds_Loaded",
"-1","119","0","49810","22317","121","0","7","","4","47844","0","256266E3D9EC852EBA0E0FA94DD91C5E-1","-1","50","8216","1833","0","0","117","23","0","974","3391","974","973.7999999998","18","100","5631","21","1","1433889","-1","494741","5","0","0","231","8216","http://github.com","-1","974","3","958","-1","8216","75","-1","88","380","96","25","100","1833","https://github.com/","2","0","19","163","2150850","974","100","8220","0","18","0","2","33","1","0E0641C191ABEB7021E3BF39883C4758","9646","121","1","273","0","2154227","48041","68.0.3440.75","h.gtld-servers.net","20700","973.7999999998","lb-140-82-121-4-fra.github.com","Step_1","","https://github.com/","1635193231.7893","973.7999999998","1447","68.0.3440.75","https://github.com","Chrome","20.7893943959","8216","github.com","12400","6900","1000","2003","5300","5700","5800","5800","2","131","131","277","277","280","366","380","957","973","973","973","973","973","973","1833","1833","8215","8215","8219","6275","6275","12432","6275","1","1","229833","270785","0","0","0","0","0","48","0","0","47415","1","244365","280705","14","1029442","131127","7","836978","255451","54","242365","0","0","0","176246","4","175328","0","0","0","1263283","41","1362814","211025_JA_45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","0","0","0","0","0","0","0","","0","0","404","","-1","","10","9","0","","0","","0","","","","0","","-1","10","0","1","0","-1","0","","0","0","0","10","http://github.com","-1","","","10","-1","10","","-1","-1","9","-1","","-1","9","","","","","0","0","","-1","10","0","-1","","0","","","","10","0","","0","","0","1168","68.0.3440.75","","899","","","Step_1","","","1635193400.6793","","","68.0.3440.75","","Chrome","2.9440628067","","","0","0","0","0","0","0","0","0","","","2","5","5","8","5","9","9","","","","","","","9","9","9","9","9","","","","","2","1","","","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211025_JA_45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","0","0","0","0","0","0","0","","","0","404","","-1","","0","0","0","","0","","","","","","0","","-1","","","1","0","-1","0","","0","","","0","http://github.com","-1","","","","-1","0","","-1","-1","0","-1","","-1","0","","","","","","0","","-1","0","0","-1","","0","","","","0","0","","0","","0","1106","68.0.3440.75","","539","","","Step_1","","","1635193408.3535","","","68.0.3440.75","","Chrome","1.766437684","","","0","0","0","0","0","0","0","0","","","2","","","","","","","","","","","","","","","","","","","","","","3","1","","","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211025_JA_45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","28","0","14266","39150","31","0","12","","1","11036","0","35E653ED2470272A07B2F1E47BB757E8-1","-1","88","3863","2167","0","1","25","98","0","2548","53","2548","923.4999999971","9","91","5940","5","1","521659","-1","921307","7","0","0","48","3863","http://wetransfer.com","-1","2548","1","922","-1","3863","249","-1","100","2161","96","2","100","2167","https://wetransfer.com/","","0","12","21","1674986","2692","100","3863","0","75","","3","12","11","EBF5DFC4F67FEEE19F43B4DC0C634856","6506","31","1","465","34","1718815","11356","68.0.3440.75","g.gtld-servers.net","3009","2547.7000000028","ec2-52-208-26-141.eu-west-1.compute.amazonaws.com","Step_1","","https://wetransfer.com/","1635193415.9431","923.4999999971","167","68.0.3440.75","https://wetransfer.com","Chrome","3.7119250216","3863","wetransfer.com","3900","3900","2500","3164","3800","3800","3800","3800","1","183","183","468","468","471","466","2161","921","923","2547","2547","2692","2547","2547","2167","2167","3862","3863","3863","2547","","7865","2547","1","1","284524","492932","0","0","0","0","0","0","1","0","8328","2","23562","818934","10","2861927","54143","1","401241","564545","2","563225","0","0","0","268561","6","265192","0","0","0","4304","10","1499","211025_E8_46","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","25","0","11437","39150","26","0","9","","1","11034","0","9498F891F425FC1B99DC6C8DBA91BAFC-1","-1","84","3788","2096","0","0","25","102","0","2475","58","2475","852.5000000009","7","100","3338","6","1","521659","-1","921297","10","0","0","49","3788","http://wetransfer.com","-1","2475","1","851","-1","3788","249","-1","100","2091","96","3","100","2096","https://wetransfer.com/","","0","13","21","1674953","2650","100","3788","0","82","","1","10","10","7AC4CECB7890B970F04EBE253C85C7CE","3913","26","1","437","34","1716923","10755","68.0.3440.75","g.gtld-servers.net","3879","2474.3000000017","","Step_1","","https://wetransfer.com/","1635193467.8887","852.5000000009","167","68.0.3440.75","https://wetransfer.com","Chrome","5.0474827631","3787","wetransfer.com","3900","3900","2500","3159","3800","3800","3900","3900","2","150","150","440","440","443","439","2091","850","852","2474","2474","2650","2474","2474","2096","2096","3787","3787","3788","2474","","7789","2474","2","1","493936","499836","0","0","0","0","0","0","1","0","8323","2","23562","818931","10","2861927","54141","1","401241","564547","2","563225","0","0","0","268561","6","265192","0","0","0","2420","5","1495","211025_E8_46","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","0","0","0","0","0","0","0","","","0","404","","-1","","0","0","0","","0","","","","","","0","","-1","","","1","0","-1","0","","0","","","0","http://wetransfer.com","-1","","","","-1","0","","-1","-1","0","-1","","-1","0","","","","","","0","","-1","0","0","-1","","0","","","","0","0","","0","","0","1106","68.0.3440.75","","569","","","Step_1","","","1635193485.385","","","68.0.3440.75","","Chrome","1.860920666","","","0","0","0","0","0","0","0","0","","","1","","","","","","","","","","","","","","","","","","","","","","3","1","","","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211025_E8_46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","153","0","133707","3292","226","0","81","Amazon CloudFront","11","18565","0","56F2EE4700890FCDD77389AE237A9484-1","-1","63","3087","1619","0","5","38","78","1","2283","247","1391","1390.4000000039","0","92","6291","56","1","214676","-1","728138","6","0","0","82","3087","http://zillow.com","-1","1391","9","1388","-1","3086","328","-1","0","1619","100","8","100","1619","https://www.zillow.com/","","0","12","43","744042","1430","100","3095","0","47","","73","9","9","38589F242A518A7D5721864FFB169766","7196","226","1","1157","0","1037543","13024","68.0.3440.75","ns-1126.awsdns-12.org","4429","1390.4000000039","server-13-227-158-121.muc51.r.cloudfront.net","Step_1","","https://www.zillow.com/","1635193493.0711","1390.4000000039","1341","68.0.3440.75","https://www.zillow.com","Chrome","5.205640423","3086","www.zillow.com","3300","3300","1400","2495","2700","3300","3300","3300","2","369","369","1160","1160","1162","1598","1619","1387","1390","1390","1390","1430","2283","2283","1619","1619","3086","3086","3095","1619","","8763","1619","1","1","171807","385513","0","0","0","0","0","9","0","0","67019","41","232058","682259","55","2121523","687","1","658","31714","70","7932","0","0","0","34197","3","32996","0","0","0","219663","55","212107","211025_XT_47","","0","","2093","3090","3090","79","79","3090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","0","0","383","0","1","0","1","","0","383","404","","-1","","290","278","0","","1","4","0","","0","","0","","-1","264","2","1","0","-1","0","","0","0","10","290","http://zillow.com","-1","","","289","-1","290","8","-1","-1","277","-1","0","-1","278","","","","","1","0","","-1","290","0","-1","","1","0","","","290","1","","0","","0","1645","68.0.3440.75","","1159","","","Step_1","","","1635193553.6685","","","68.0.3440.75","","Chrome","3.5703293321","","","300","300","300","300","300","300","300","300","1","249","249","254","254","257","254","277","289","","","","","","","277","278","290","290","290","","","","","2","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","211025_XT_47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","0","0","383","0","1","0","1","","0","0","404","","-1","","0","0","0","","0","","0","","","","0","","-1","214","","1","0","-1","0","","0","0","","214","http://zillow.com","-1","","","","-1","0","","-1","-1","0","-1","","-1","0","","","","","","0","","-1","0","0","-1","","1","","","","214","1","","0","","0","1275","68.0.3440.75","","559","","","Step_1","","","1635193561.8212","","","68.0.3440.75","","Chrome","1.7543859649","","","0","0","0","0","0","0","0","0","1","214","214","220","220","223","220","","","","","","","","","","","","","","","","","","3","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","211025_XT_47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-1","131","0","84898","0","137","0","10","Amazon CloudFront","7","48261","99999","E9BB3F722B7D31D66AEEADB9F6B5163C-2","-1","59","3471","1413","0","2","106","28","0","2974","311","1254","1254.0999999983","12","90","4115","21","1","921467","-1","523985","3","1","0","154","3471","http://amazon.co.uk","-1","1254","5","1243","-1","3471","98","-1","60","1412","100","41","100","1413","https://www.amazon.co.uk/","5","0","12","249","1416784","1309","100","3494","0","88","0","5","58","35","47559F748775964537F531DBDC707F31","5159","137","2","763","0","1672365","10860","68.0.3440.75","ns-1270.awsdns-30.org","4060","1254.0999999983","server-99-84-87-233.muc50.r.cloudfront.net","Step_1","tp.bfbdc3ca1-frontier.amazon.co.uk","https://www.amazon.co.uk/","1635193569.6508","1254.0999999983","2322","68.0.3440.75","https://www.amazon.co.uk","Chrome","5.5631679912","3471","www.amazon.co.uk","7200","7200","1200","1518","1200","1300","1300","7100","2","401","401","766","766","769","1057","1412","1242","1254","1254","1254","1308","2974","2974","1412","1412","3470","3470","3494","","","7166","2960","1","1","380428","523184","0","0","0","0","0","47","0","0","112659","14","414697","331385","15","1113307","81342","5","520227","968617","91","921467","0","0","0","174599","8","169748","0","0","0","763","3","2","211025_B9_48","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
